,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300034,钢研高纳,0.06,-14.25,,1.36,,2825.5,-10.4,,04-20
1,601865,福莱特,0.11,83.33,,4.66,,21516.7,97.01,,04-20
2,688166,博瑞医药,0.08,100.0,,2.56,,3402.64,111.07,,04-20
3,000065,北方国际,0.07,42.0,,1.09,,5466.68,43.84,,04-20
4,002661,克明面业,0.33,74.73,,4.52,,10381.76,69.72,,04-20
5,002802,洪汇新材,0.14,0.0,,2.56,,1471.92,-5.53,,04-20
6,300798,锦鸡股份,0.02,-72.13,,0.63,,761.24,-68.99,,04-20
7,002970,锐明技术,0.18,-30.77,,1.11,,1545.51,-7.82,,04-20
8,300707,威唐工业,0.11,50.54,,2.67,,1757.66,50.35,,04-20
9,603058,永吉股份,0.11,83.33,,3.45,,4424.92,81.72,,04-20
10,300237,美晨生态,-0.04,-166.67,,-1.5,,-5262.43,-159.11,,04-20
11,002057,中钢天源,0.02,-80.12,,0.93,,1340.55,-70.18,,04-20
12,002222,福晶科技,0.08,-11.43,,3.33,,3278.57,-11.46,,04-18
13,002675,东诚药业,0.09,14.55,,1.71,,7386.94,14.49,,04-18
14,300401,花园生物,0.13,-51.85,,3.46,,6141.84,-52.46,,04-18
15,600132,重庆啤酒,0.07,-61.11,,2.38,,3410.16,-60.2,,04-18
16,000722,湖南发展,0.07,0.0,,1.06,,3156.27,0.18,,04-18
17,603189,网达软件,0.07,40.0,,1.97,,1618.27,51.96,,04-18
18,000823,超声电子,0.07,11.29,,1.06,,3757.77,11.22,,04-18
19,002429,兆驰股份,0.04,5.95,,2.04,,20132.98,6.06,,04-18
20,300624,万兴科技,0.41,28.13,,4.36,,3262.38,25.17,,04-18
21,002020,京新药业,0.13,-29.87,,2.63,,9566.62,-27.18,,04-18
22,300686,智动力,0.18,-19.89,,4.56,,3538.3,-22.16,,04-18
23,600097,开创国际,-0.08,-20.0,,-1.05,,-1877.56,-24.0,,04-18
24,601799,星宇股份,0.58,-6.38,,3.21,,15953.04,-6.38,,04-18
25,002293,罗莱生活,0.09,-55.9,,1.72,,7135.54,-50.66,,04-18
26,600433,冠豪高新,0.02,49.6,,0.88,,2360.49,48.22,,04-18
27,002344,海宁皮城,0.05,-37.5,,0.88,,6624.38,-32.76,,04-18
28,002643,万润股份,0.14,27.27,,2.54,,12421.52,22.53,,04-18
29,000705,浙江震元,0.04,-10.27,,0.86,,1459.62,-10.22,,04-18
30,300479,神思电子,-0.04,-402.74,,-1.21,,-747.92,-411.1,,04-18
31,000055,方大集团,0.08,33.33,,1.81,,9477.74,35.4,,04-18
32,600749,西藏旅游,-0.08,147.32,,-1.79,,-1868.49,145.28,,04-18
33,000530,冰山冷热,-0.07,-156.0,,-1.75,,-5867.35,-154.94,,04-18
34,000985,大庆华科,-0.19,-416.67,,-4.34,,-2458.05,-417.64,,04-18
35,300275,梅安森,0.03,-19.44,,0.96,,488.56,-16.82,,04-18
36,300659,中孚信息,-0.22,120.0,,-5.08,,-2851.84,125.72,,04-18
37,002138,顺络电子,0.12,20.0,,2.12,,9447.0,12.6,,04-18
38,002225,濮耐股份,0.07,0.0,,2.66,,7642.49,17.88,,04-18
39,300770,新媒股份,1.12,47.37,,6.37,,14366.71,95.61,,04-18
40,603156,养元饮品,0.5,-55.83,,4.15,,52596.2,-38.16,,04-18
41,002299,圣农发展,0.57,7.33,,7.25,,70072.25,7.34,,04-18
42,000529,广弘控股,0.07,40.0,,2.47,,4326.38,47.98,,04-18
43,002546,新联电子,0.03,-8.5,,0.81,,2331.75,-8.54,,04-18
44,300241,瑞丰光电,0.01,-54.73,,0.6,,718.93,-56.06,,04-18
45,600830,香溢融通,0.01,-29.41,,0.26,,540.99,-30.55,,04-18
