,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300787,海能实业,0.17,,,2.44,,1058.2,,,07-29
1,603983,丸美股份,0.27,,,9.52,0.23,9595.78,,,07-24
2,688098,申联生物,,,,,,4090.28,,,07-22
3,688108,赛诺医疗,,,,,,2227.26,,,07-22
4,688139,海尔生物,,,,,,-1748.59,,,07-19
5,688068,热景生物,,,,,,324.84,,,07-19
6,002959,小熊电器,0.47,,,14.41,,4257.24,,,07-15
7,688036,传音控股,,,,,,9265.74,,,07-12
8,688368,晶丰明源,,,,,,1118.92,-5.99,,07-12
9,688116,天奈科技,,,,,,653.91,,,07-04
10,688366,昊海生科,,,,,,6364.48,,,07-04
11,688007,光峰科技,,,,,,795.52,,,07-02
12,688005,容百科技,0.11,,,,,3869.49,,,07-02
13,688168,安博通,,,,,,-567.83,,,07-02
14,300785,值得买,0.42,,,6.36,,1668.04,,,07-01
15,688011,新光光电,,,,,,3307.09,,,06-29
16,688008,澜起科技,,,,,,15894.65,,,06-28
17,688333,铂力特,,,,,,-364.35,,,06-27
18,688012,中微公司,,,,,,-5474.81,,,06-26
19,688088,虹软科技,,,,,,3635.5,,,06-26
20,688016,心脉医疗,,,,,,3276.73,,,06-26
21,688023,安恒信息,,,,,,-2700.32,,,06-26
22,600968,海油发展,0.0,,,0.19,0.19,2450.26,,,06-25
23,688020,方邦股份,,,,,,2423.99,,,06-24
24,688001,华兴源创,,,,,,582.77,,,06-19
25,688388,嘉元科技,,,,,,2583.22,48.39,,06-19
26,688028,沃尔德,,,,,,1406.29,,,06-19
27,688099,晶晨股份,,,,,,6490.72,,,06-19
28,688066,航天宏图,,,,,,-2369.32,,,06-18
29,688006,杭可科技,,,,,,5295.0,,,06-18
30,688033,天宜上佳,,,,,,26311.03,,,06-18
31,688188,柏楚电子,,,,,,3004.44,,,06-18
32,688022,瀚川智能,,,,,,-651.83,,,06-17
33,688009,中国通号,,,,,,62142.1,,,06-12
34,688321,微芯生物,,,,,,491.63,,,06-11
35,688003,天准科技,,,,,,179.01,,,06-11
36,688018,乐鑫科技,,,,,,2539.68,,,06-10
37,603256,宏和科技,0.05,,,3.8,,3846.67,,,06-10
38,688015,交控科技,,,,,,-1623.21,,,06-05
39,688029,南微医学,,,,,,5375.54,,,06-05
40,300594,朗进科技,0.27,,,6.27,,1818.68,,,06-03
41,002956,西麦食品,0.66,,,,,3976.74,,,06-03
42,300783,三只松鼠,0.65,,,,,23308.95,,,06-03
43,300780,德恩精工,0.1,25.0,,2.38,0.22,1109.37,44.49,,05-30
44,688010,福光股份,,,,,,2045.15,,,05-30
45,688002,睿创微纳,,,,,,329.28,,,05-30
46,688019,安集科技,,,,,,400.09,,,05-27
47,002955,鸿合科技,0.19,,,2.65,-1.94,1991.98,,,05-22
48,603327,福蓉科技,0.13,,,7.85,-0.13,4498.24,,,05-22
49,300779,惠城环保,0.21,,,5.65,0.12,1601.22,,,05-21
50,603982,泉峰汽车,0.1,,,1.85,-0.23,1562.29,,,05-21
51,300781,因赛集团,0.16,,,,,993.01,,,05-20
52,300775,三角防务,0.09,,,3.22,-0.04,3992.96,,,05-20
53,300776,帝尔激光,0.87,,,24.76,-0.27,4289.88,,,05-16
54,603267,鸿远电子,0.42,,,5.77,-0.59,5149.18,,,05-14
55,300778,新城市,0.36,,,9.11,-0.71,2182.95,,,05-09
56,002953,日丰股份,0.14,,,4.92,-0.19,1847.66,,,05-08
57,603697,有友食品,0.2,,,6.24,0.26,4518.93,,,05-07
58,603332,苏州龙杰,0.31,34.78,,4.31,,2794.47,35.05,,04-30
59,603185,上机数控,0.64,,,11.86,,6049.77,,,04-30
60,603590,康辰药业,0.34,,,2.93,,4026.96,,,04-30
