,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,10677966640.53,10809513037.75,10792194316.98,10713931730.69,8851925681.31,10122477201.74,8570944668.65,9567251447.17,9441016505.55,6282648460.63,7841877618.95,7436548359.59,6199535457.58,6241851644.74,6690608630.71,6085051982.33,6747572257.61,6085273051.87,5506101455.11,4933039981.03,5260520220.18,5177044610.28,4630633650.29,6280762062.90,4927092758.10,3152507830.48,3652117922.04,3160125243.33,3412461144.48,3015053310.25,432248693.63,2873539544.86,479493862.18,477167796.67,448436033.93,560525956.25,482873239.76,431602258.58,561804810.37,624590952.74,549150179.88,616397879.74,663888562.68,564800958.27,702521845.55,752615900.20,668543339.78,687184555.14,886920499.50,1058907783.78,869466044.86,808291148.97,975081738.42,870155233.03,429138959.13,450832079.43,432189088.66,549908528.78,549221052.20,608208589.23,499376124.68,406323852.07,381243004.16,484657692.75,540900137.81,749290801.68,838760589.93,221372603.86,189168215.64,202376261.87,0.0
3,交易性金融资产,16171002.51,15456462.67,15882685.12,13166752.65,14610419.10,15470100.42,16341581.16,17010864.91,16672659.05,15862286.92,15199884.72,14411739.57,14820909.05,14543812.31,14265416.91,17571370.16,14227238.18,18654460.33,16764144.95,12975368.16,11458228.26,11222373.67,11065197.22,11754139.97,12127788.17,10536053.74,10989753.12,10542044.39,9979699.81,10554758.29,10448155.70,10298994.00,13515802.28,15234252.31,15805908.47,16309494.21,17564433.20,11701990.13,13268898.68,13758496.92,13962188.96,14692354.34,12866731.61,10876916.97,12254300.53,12736251.70,14933845.32,16658609.48,21392216.37,13301428.74,11065489.24,8846348.42,3984865.05,4157559.45,7665898.57,9278398.57,6850906.80,6900906.80,21850906.80,21850906.80,24544144.60,14544144.60,21527450.60,20017869.80,29914111.00,9856791.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5699733025.00,5423076311.38,5036712912.92,4983710318.32,3057588406.31,2466553807.17,3390017580.08,4296165977.25,0,0,1526519848.44,2325004095.93,0,0,1151150452.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,25454667.15,20163450.00,7482381.32,5706532.47,0,3400000.00,6144911.00,8296632.00,5300000.00,8150000.00,3314570.00,2921830.00,1467639.36,5200000.00,8000000.00,4000000.00,1800000.00,1500000.00,0,5000000.00,8300000.00,3862536.00,2000000.00,4500000.00,6000000.00,100000.00,100000.00,3823190.00,1000000.00,1400000.00,8884000.00,12490758.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,5674278357.85,5402912861.38,5029230531.60,4978003785.85,0,2463153807.17,3383872669.08,4287869345.25,2395961508.63,2180010793.54,1523205278.44,2322082265.93,1586194564.54,1814316792.42,1143150452.98,1078766239.21,1370534121.93,991417929.87,948211898.58,1099599847.01,802349935.81,783784739.33,655160547.79,730919910.99,981106300.67,744154370.49,659688342.73,915634848.31,1089623307.65,1434242383.64,234907453.24,1481937390.88,144742135.12,175766926.80,166076946.56,129639089.26,236058919.43,229457908.99,192303060.14,184345645.60,127519591.47,165669732.84,169375231.57,134590077.10,137428084.78,142967233.21,108855524.19,127167219.43,123039071.54,135863994.36,156102034.96,138521880.46,291199159.56,162795958.65,242848175.02,95323444.00,212931989.28,184504136.06,262189925.60,126744501.33,274132658.54,241171945.11,228883908.35,230681845.16,179740379.52,121273602.30,166457821.22,77341604.97,94371114.91,62941181.16,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,1112401047.80,1050283162.05,1120034580.03,919366706.22,750446543.89,789344976.50,608860034.28,705648237.18,497523611.79,487272238.06,537236273.62,477646505.29,1257569492.01,1219183661.11,1031527889.56,984949944.17,961410362.05,1026887942.09,1188467890.69,883303399.01,1109406126.94,1075499357.45,843935417.13,701086540.63,909503937.67,1069099238.71,843125674.05,831388601.15,2915201508.08,1357435274.65,298248286.86,1906313506.61,312104560.25,257419296.90,485643059.25,215841623.78,420406035.06,372937372.92,225651223.17,182606901.78,147289139.89,157572277.38,259958248.41,153377603.86,420095208.07,424389214.38,398769694.25,124828520.50,722878066.60,465487514.45,269721722.00,50278023.49,328025588.75,463601132.32,231331367.90,291025315.25,251640539.36,247616976.51,288461285.67,240150663.40,211326785.37,188886153.85,147557856.05,72460306.94,146103719.50,92895373.77,120399005.74,72079009.24,75825513.93,64035473.77,0.0
10,其他应收款(合计),5971218932.20,5713082563.13,5601219567.92,5456355721.27,6069151072.96,5995581920.82,4597351326.40,5664648575.09,0,0,5820827508.14,6207549681.87,0,0,5547117607.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,369000.00,0,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,369000.00,1269000.00,369000.00,369000.00,369000.00,2719000.00,2719000.00,1369000.00,1369000.00,2269000.00,2269000.00,1369000.00,1369000.00,0,0,0,0,112635.00,112635.00,112635.00,135.00,135.00,135.00,135.00,135.00,135.00,135.00,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17316000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
