,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5290509613.33,6706901682.94,6328183352.28,7982965646.24,6273980791.37,8795856770.08,5872345282.82,4842397825.97,5558041945.80,3629374490.47,5354769561.33,3935802445.11,3902419600.73,3615170365.93,4035109084.17,3410433491.29,2615090816.04,2346192481.20,3175923020.33,4312471390.54,3732282294.70,3235586470.81,974869747.78,1437841038.18,1594639871.47,1325641041.04,1504327238.35,1342292828.89,1402030416.61,855716439.40,847739265.63,782903660.98,465716957.48,825788705.68,1308171848.63,936051672.45,1088403086.88,848140919.43,915722468.44,529597105.25,744009113.57,1050643341.04,836034075.64,937173861.94,828361811.67,879394919.62,500532944.03,670575181.20,358534265.41,296947572.32,139416469.50,185587908.41,115002267.77,119802461.82,127767641.99,187944619.27,109129993.37,128502406.54,85247772.91,169052084.91,166838289.75,123395069.08,145427980.79,264347500.67,206664263.80,260293727.80,233463752.05,249110530.80,251721333.43,61869762.69,39321644.50,54845512.51,21920844.35,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,564998153.57,512774133.55,479114168.14,427815328.34,337087704.55,314737057.30,364019251.33,455621225.21,0,646583571.72,0,1383701461.59,0,362563372.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1800000.00,1630000.00,2270000.00,2716500.00,50000.00,5260600.68,3900000.00,11902276.90,1387755.89,2272281.29,1829958.54,12449990.25,1450000.00,500000.00,0,500000.00,2614918.82,3382000.00,700000.00,1000779.62,4410334.79,5579249.26,1646203.02,7076950.00,5738878.89,4494683.81,2000000.00,2100000.00,14320848.17,2327691.94,2151682.10,8256993.06,614735.30,924847.96,990000.00,275156432.28,2632000.00,0,333500.00,662500.00,0,2500000.00,0,0,0,0,0,0,100000.00,0,0,858900.00,1057540.00,0,600000.00,1030000.00,600000.00,0,0,0,0,589358.98,0,0,0,0,195000.00,195000.00,0,0,0,0,0,0.0
7,应收账款,563198153.57,511144133.55,476844168.14,425098828.34,337037704.55,309476456.62,360119251.33,443718948.31,604392714.82,644311290.43,678923269.37,1371251471.34,456722527.90,362063372.37,365350038.69,357129925.47,310608220.18,331244189.21,321070424.36,298356233.74,396394183.65,424468900.25,400660401.23,342537310.68,430032039.33,326263373.46,351271718.14,349301898.54,420454078.14,411676287.01,399304927.67,370649579.77,449673949.47,370149169.00,342292328.34,240013639.52,281749593.16,259284814.72,251911813.01,199198029.53,189422593.20,221413182.50,242021699.92,143440328.01,158309820.85,188379060.29,200258307.60,159731498.09,140109649.93,146034401.98,156584905.15,184639518.47,179571600.76,171236556.01,197732079.18,183483693.07,183310311.04,171623113.94,184333354.41,201894687.51,144235966.21,147855626.63,153895999.30,136687990.30,170247199.87,92787132.33,119331337.09,141993813.76,84617385.64,75988013.64,48722905.18,64086036.84,66767733.95,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
