,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,259685108.25,306322009.70,273571037.37,385837695.65,1066823856.74,1059801833.79,1286981052.99,1257553917.91,1064691700.57,1127425095.83,1218376860.86,1455082955.97,826643616.59,1311407817.45,1145159674.03,1164557618.61,479125636.65,602141188.72,105233457.22,169240850.69,79631903.12,60974875.72,58983425.77,108263641.18,97365573.04,48500134.19,29915462.85,67886647.88,35024151.43,38316592.38,48155799.41,73066031.13,46432382.60,53539919.78,61613066.92,86738251.15,65797365.55,95106953.80,68141184.11,74061680.35,48473306.23,79536219.52,76805687.57,84820501.48,78179918.44,64646267.84,62905429.47,23788115.89,21036363.15,23922476.65,21616615.14,66556724.09,89947819.90,100157122.21,100560978.69,102338237.96,93145204.72,84561116.86,127374328.66,134075366.33,126991051.96,14041544.10,20661719.90,16826379.54,22304723.04,0.0
3,交易性金融资产,11000000.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,269000000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,734623459.67,749749248.35,753388787.16,710635237.32,923541877.67,1022308623.24,962899882.20,950924524.04,0,938276075.70,847955784.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,23583966.90,22538024.00,22706054.00,22979958.00,23552364.00,21566560.00,6609312.00,6739768.00,576858.00,519910.00,772176.80,984680.00,293146.00,1013336.00,431100.00,786610.00,824810.00,538000.00,951800.00,1177060.00,5213360.00,5486940.00,244400.00,351856.00,621906.00,484910.00,156900.00,420815.00,364915.00,184760.00,173671.13,157511.13,141700.00,224400.00,53600.00,567000.00,477000.00,48000.00,639744.00,1878144.00,1200000.00,690000.00,2474800.00,2615441.50,2619641.50,127800.00,3131711.91,5483862.00,4783044.99,1329182.99,2221000.00,4159003.60,0,0,0,162400.00,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,711039492.77,727211224.35,730682733.16,687655279.32,899989513.67,1000742063.24,956290570.20,944184756.04,949472668.30,937756165.70,847183607.78,837431960.78,1184373302.69,961251791.17,754908972.08,698042066.22,722327031.17,679347733.76,617482603.81,550749178.44,532005191.34,500340833.07,443013788.40,425659318.62,384058012.45,372041466.98,314405695.34,280911667.93,279153103.33,269023320.54,236142943.98,220457917.08,206544706.62,206296489.04,195415142.15,172128794.61,179620655.76,170084087.46,158232501.87,149322017.67,164571232.77,157867387.14,147099430.40,136465017.83,143621032.98,144213417.61,130782989.22,122441850.80,115940267.02,112630448.78,102555096.85,95243477.42,97437637.56,91647903.05,87191654.71,78414833.57,74529797.44,68807391.22,66759295.87,58427046.13,58760943.60,54309888.91,39035491.72,26358129.55,13792907.76,0.0
8,应收款项融资,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
