,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,885903481.82,697284159.23,771712115.51,844906232.87,503219685.13,671928577.67,327951059.08,322181610.86,183999541.07,331725055.76,229896620.24,438157492.49,267760465.84,323477441.87,407675493.14,621867997.86,326172932.46,221218220.84,81499548.30,76803195.34,35029560.83,44954618.18,45702483.63,87066484.76,74959276.01,58903643.54,59148557.41,79721241.97,54895190.49,73773581.84,73451961.32,80763284.81,75763725.22,64342646.31,44026819.17,45978186.44,55613079.86,66304961.05,43949122.77,50631594.33,44824177.52,44589952.95,46742174.06,58184356.26,83062609.42,90409248.57,120863572.40,124355041.91,142853754.14,140637574.15,98477678.45,117132322.31,141110587.23,97466542.01,118681660.89,133785334.10,132792775.96,145981860.26,206890086.98,192889623.81,191205601.91,25893384.97,37975534.72,15238621.67,3028260.59,0.0
3,交易性金融资产,0,0,8152664.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1846931792.26,1758380356.35,1849915020.45,1625802574.96,1868808586.76,1510016241.53,1348524371.29,1301362832.62,0,1055798285.09,0,878185925.67,0,606747583.11,0,0,100810995.94,104680479.65,100116487.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,133708301.30,240497954.18,323406518.23,297148327.76,313390490.92,280532033.00,260864884.38,238212980.83,12016010.78,36039271.48,31625600.27,84088701.11,79852474.98,21787473.88,34002975.76,37539153.24,8506080.30,8489425.23,6606044.83,8093841.38,4650527.03,3247000.00,4375722.27,6143722.27,4603928.64,2750000.00,4945358.98,4924266.05,3943995.06,2949700.00,6118834.00,12596850.70,11492541.97,2240023.60,11406278.10,14401367.82,4324995.50,5463656.75,7280609.67,6616966.77,4861003.89,7313492.30,6422118.30,6176648.17,3934200.00,5508323.40,4847278.04,11413919.24,7904792.00,3811821.50,5602821.50,7941000.00,6318400.00,4480900.00,2039110.96,5213102.00,4069974.00,2180000.00,2308032.81,4464450.81,2011147.91,3137822.91,5801819.85,1621160.22,2700000.00,0.0
7,应收账款,1713223490.96,1517882402.17,1526508502.22,1328654247.20,1555418095.84,1229484208.53,1087659486.91,1063149851.79,1240588122.95,1019759013.61,903763808.77,794097224.56,781177161.15,584960109.23,364801736.02,481551522.53,92304915.64,96191054.42,93510442.75,103284120.29,114454784.17,64655241.20,72724960.84,86661661.51,103976846.24,92906123.28,74982885.05,71355628.80,71885883.97,79106482.25,82079475.48,75745699.50,96811483.40,127374738.30,74296686.57,75170097.75,77998313.95,85614541.97,74916094.21,67500241.49,67951158.80,59688569.38,61281417.26,60623978.61,64806976.61,66308402.12,61885255.50,51525676.19,82085510.58,83757789.63,70973792.57,67165834.70,65806707.86,65729164.99,58117007.68,57818160.26,61229909.59,59760001.22,55569461.70,49809093.21,50693671.44,41935258.72,37722644.67,33565201.09,28366107.59,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
