,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,8799190802.87,7838181083.25,8122386147.85,1580856434.65,1855897352.18,1938226457.81,1683279136.64,1631502268.75,1296146586.41,1178405173.02,823859385.53,392027285.44,714712735.14,1185420590.66,854733986.62,383194213.13,455554224.61,519288663.25,512205499.54,668303434.90,493027955.59,530586426.85,206953291.00,128217377.00,98651846.00,82210851.00,118748622.00,122533231.00,78577662.00,72730861.00,55098606.00,88280367.00,385161126.00,418765893.00,153729744.00,380342396.00,336736288.00,278100633.00,196502275.00,194765529.00,219453440.00,142620488.00,394531221.00,326469320.00,383328780.00,382021447.00,226363590.00,215922238.00,150165511.00,175213883.00,138434227.00,188944367.00,199059075.00,259800213.00,180381804.00,163326843.00,67543589.00,172948816.00,184991161.00,266781625.00,396366858.00,327589985.00,395650277.26,309318996.26,508067219.63,428877374.80,407326486.36,469862619.27,341939332.51,218668459.52,279890838.34,257936618.55,258484125.00,201149415.33,267449197.87,146051397.90,131792540.91,65983558.69,110355622.86,79999940.29,40727163.35,94740472.18,0,0,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000.00,3000000.00,3000000.00,3000000.00,3000000.00,3000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3708296323.57,2712066677.69,7228159985.49,2526309515.59,2095978777.53,2210214860.55,2196221799.35,2300207024.86,1980991641.18,1711515618.15,1722038773.89,2073382703.40,0,1059542367.36,0,1326223850.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,866206598.95,762619181.22,4915043608.36,1948755606.41,1553017592.07,1712404486.50,1575150094.09,1857489568.39,1555496393.39,1364745209.26,1312457984.41,1592649113.27,963661093.32,773852293.23,498717778.59,831646266.39,597874081.62,617357479.39,345860415.62,399435745.59,402483210.99,500373762.30,275748751.00,301542999.00,319181211.00,392865122.00,376452597.00,195154649.00,112300746.00,282378732.00,191501795.00,197859305.00,132228058.00,274324167.00,265171591.00,307840807.00,553308195.00,416861826.00,537990408.00,559566724.00,643740414.00,544286087.00,286532877.00,333822367.00,315287845.00,328279358.00,307570645.00,305931734.00,236965994.00,156866014.00,130706220.00,187586199.00,200712333.00,133517926.00,196220897.00,343992480.00,236601921.00,161314079.00,134827392.00,164074691.00,146270180.00,133579006.00,237065921.07,593555748.01,56961360.66,36917200.84,105827243.83,90797217.31,226037105.28,210730800.42,374269128.37,296819282.05,119202573.87,154188231.54,51077875.41,99202380.69,46613753.16,1315000.00,2928000.00,2194000.00,9825932.25,4105000.00,0,0,0,0,0,0.0
7,应收账款,2842089724.62,1949447496.47,2313116377.13,577553909.18,542961185.46,497810374.05,621071705.26,442717456.47,425495247.79,346770408.89,409580789.48,480733590.13,416295582.21,285690074.13,478353247.86,494577583.90,465175802.13,415171945.59,407309169.66,382529711.38,463819478.81,359942558.60,459029946.00,435441863.00,412009521.00,363946958.00,437489278.00,341339048.00,470243754.00,286605380.00,227061880.00,362038730.00,354433164.00,277605901.00,326729637.00,235659630.00,308783097.00,199082940.00,201641587.00,148096694.00,189158547.00,139229556.00,159178789.00,131588173.00,128657990.00,137613000.00,332477070.00,239759166.00,243052961.00,201190214.00,250993401.00,169385641.00,142788884.00,95272288.00,140410952.00,72393828.00,53555429.00,78232851.00,245469990.00,349398470.00,403175920.00,256105227.00,501873147.82,524280551.56,539992650.76,578191181.53,695044172.44,734079231.01,764135489.91,816702791.03,876942798.66,872981529.75,903624832.01,945232345.15,1073353416.72,1016340554.81,798218066.87,829427053.67,941874261.07,815214710.59,589429411.96,571067143.40,0,0,0,0,0,0.0
8,应收款项融资,8822973300.66,8886173431.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
