,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20080630,20071231,20070630,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,49011813511.90,56815137554.89,63280256927.55,57912466815.13,40203764691.76,47222882082.45,47222129595.12,44445953773.61,46278310513.29,49036614718.55,56266692768.52,63795473974.86,61195198660.43,64575062077.44,73211452465.26,79868381359.91,76857707567.47,97751658632.45,112065937266.32,55148024029.27,38419790390.40,31084650207.36,23806375938.48,19911565767.63,19247148601.16,18673775440.48,21638789202.10,25040808014.23,20663592499.06,20210407070.46,19054008753.08,20122890028.06,19605375899.26,23491299878.32,27666704078.41,37077866960.44,31806489112.30,37547847203.38,44806803191.05,41294941694.21,46773671362.86,48675072928.45,26390512492.91,29221423017.52,23169093432.34,39994830167.59,22002823415.61,9745508163.14,0,7214330896.57,0,3777573258.08,0,4755986377.61,0,3266431400.23,4292872911.63,5273689432.72,5983963980.33,6175779995.00,7713392202.00,0.0
3,其中：客户资金存款,37971941336.33,35762628851.05,39510698695.72,42631493978.32,31276227774.54,30850091036.26,36975069224.47,37600800966.61,36519413332.60,38722762849.51,43545134859.90,45906605503.27,45882283948.53,47123068345.97,59388058555.89,59846737381.23,61766015285.43,69198865372.84,93339296298.72,47817510027.53,31515726490.71,26667388972.06,19108342699.69,16759281465.66,16505629524.45,15501017739.79,17453451035.50,18929796262.94,17593077480.15,14569316324.03,15619902006.66,17189452422.32,16756838537.09,18086175801.30,21711089997.74,24963319435.73,23067019364.84,24654187910.13,27461497589.82,24770660316.05,32250633091.87,29684243898.69,19154390025.06,19951915461.04,18704628488.42,36882376375.83,20151441654.90,7371685226.14,0,5749313547.74,0,0,0,2629256273.35,0,2845062776.50,3925972058.98,4034317373.05,5368546723.10,4916158801.00,7038802889.00,0.0
4,结算备付金,3688567655.10,6512067562.46,4075059963.58,4758313108.16,3433734850.06,4083211079.14,5411639877.19,5054025259.04,4324828407.58,5104341684.60,5463398652.19,4293357322.31,5841385549.91,5459507466.84,5289649338.01,4283169279.97,8921126868.39,6765932613.14,11314492037.39,5634217867.34,6215483109.26,2397885647.68,2231742520.75,2973822789.51,2139666283.06,2143483635.86,3083641463.60,1786830721.44,1492893386.80,2268107055.61,2373314766.46,3262054977.08,1584952795.68,1264879502.79,1217191433.45,1684038328.87,10692940601.43,1681461665.85,2506057046.02,11063873559.38,2511661768.64,2430817271.23,1724393692.13,1069049918.68,30608399516.97,3503002529.55,5562358742.17,1116792427.73,0,897534315.93,0,435086722.10,0,488388620.81,0,119155130.49,408364046.91,134250685.44,68574791.43,265113584.00,288701440.00,0.0
5,其中：客户备付金,1965549374.87,6146350809.76,1690730172.26,4629502225.93,1958316167.84,3946063212.72,3609379199.00,3815060776.77,3586402306.29,5008071041.76,5285507961.22,4137066678.84,5690952731.67,5316900519.19,3928508860.30,4202006826.59,8561092591.01,6578486556.23,11149347865.34,5093644370.65,6144260830.64,2234421451.87,2104984606.92,2895144312.22,2113708446.91,1994872437.08,2372318131.05,1076499525.49,1486163676.75,2155124864.91,2279639521.42,3109054182.40,1513457261.05,1116993641.81,1114645289.19,1540712068.64,10346054972.77,1643830510.35,2460373412.59,10822999577.34,2378991133.22,2395027180.17,1685452090.94,1007316538.19,27896265737.32,3256645722.32,2227530864.32,95203839.03,0,590127384.95,0,172333288.26,0,470584678.87,0,118699837.96,348711664.87,132532822.74,55044108.04,256886200.00,279947147.00,0.0
6,融出资金,34118659152.14,33093339172.81,32553318815.67,34649735491.83,30337928466.34,32903872390.34,36182463254.24,36970547422.33,37708356521.63,35644972001.38,33868154706.37,36114626903.62,37427743869.04,32661343034.32,31476687309.68,31680564213.58,43404467248.20,35873318851.17,75089114047.31,55943948213.60,38465783201.19,23356549875.58,15388648510.70,15014981186.20,12992572597.16,10118429427.91,8569521637.72,5684333136.68,3695128398.90,3523119987.71,3307656454.40,2726445860.47,2639644347.88,2458297980.98,2248134546.09,1879824987.09,1314547331.41,553015468.20,187869937.50,38370.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,65403593689.97,56609015473.64,50711788079.74,51288018377.83,57649337675.08,52827482121.09,48611237932.72,46157833242.14,37446511379.39,34197482427.68,32469703311.87,18876006696.51,24650113280.36,23898359109.46,21720127380.83,31407602613.25,25539896599.05,26295469240.16,12072853332.27,13047817282.58,11269298978.41,10100203085.60,12127663105.59,5657150107.66,6725934734.28,8942797162.02,10389309505.18,9936865638.03,13648954622.30,7765096470.06,10095652731.58,7788454439.19,4324562626.63,6241807950.12,6651083445.11,6869673106.71,6118944081.77,4427003507.43,2969058991.68,4055738120.83,7378926286.36,4784205333.61,3957929805.47,128786492.24,914353926.50,3939445579.55,0,1268821177.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,9239091.67,8254793.83,40099572.66,13459309.46,26719615.36,158964529.60,256930647.14,216717219.05,196874238.50,88902928.97,58756640.76,65030858.44,97317079.79,118196873.37,136400751.65,151589441.53,168518566.64,119825044.69,118369439.35,0,41247665.26,0,0,14881918.95,7466727.84,-5452057.99,7415851.47,4049982.51,17380073.99,9672453.00,0,0,0,0,0,0,0,116176200.00,4641000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
