,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2331408215.04,1993965043.56,2112997905.96,1689310681.30,1493558324.17,1558094467.62,1343684903.06,1273629356.78,1153977259.34,1168054865.63,1820892850.86,2156841952.46,2059017310.28,2601492528.35,3283585863.71,3026238462.77,3381370684.88,2194462765.92,1560158478.55,1496774805.89,1550378786.56,1691441502.69,1908667847.74,560398886.56,582356587.75,779583178.75,750902191.88,592736211.01,542284095.29,527652312.72,803328122.35,491607538.50,781158012.26,478345953.84,841911682.67,385362845.97,363748447.92,325207022.35,421451655.48,266037681.42,475951715.35,771142887.73,466770203.65,311960406.91,246617988.82,229118567.40,194592988.89,275938582.48,258782641.17,399912778.47,306329892.22,408718672.78,423986857.31,263874377.20,209192645.99,183896649.27,142889199.35,249193281.58,195489738.47,217946280.94,114890484.64,107888151.94,135257440.79,179204567.04,222339710.17,117366884.75,118780821.16,101473632.58,102187029.63,112885085.41,111304799.00,146654022.00,178618303.10,185117849.00,190200066.00,234748402.00,129011014.61,130200848.72,29772666.06,49921817.38,0,78751266.53,0,12507759.48,0,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,152935980.00,0,0,0,0,0,0,0,0,0,0,1317888.00,0,0,0,0,996525.80,0,0,0,0,0,0,0,152662284.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827254.00,0,0,0,0,0,0,4735931.00,4985931.00,0,2000000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2209716701.93,2180697754.39,2238949158.25,2663964162.68,2648411384.23,2433756892.00,2729437220.24,2467809111.81,0,1880819511.57,0,1860171456.32,0,1908556317.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1360683449.44,1272244075.82,1271121202.94,1773892604.83,1659490114.42,1331369160.26,1579257200.29,1323825575.52,953482451.14,659325218.69,852162670.75,688911141.35,504899778.44,487780630.76,523249184.71,549880316.83,909013680.23,984946736.93,783901747.61,854880268.12,941694165.07,810049675.00,616060137.34,786680898.30,621013466.14,401061150.68,538250779.02,478213542.21,584176714.24,637667170.01,825682529.55,878617219.55,1094838294.38,589406359.34,672384298.01,402663015.94,426032994.44,424293996.20,332079218.16,270017950.93,290308449.87,243157202.85,155761800.14,257747157.02,129585044.82,236179169.00,164113995.97,212360887.78,237559340.95,200905430.82,192701824.42,284415072.57,226226262.59,168276301.55,127315821.20,228982628.95,0,110305005.48,107520194.18,128622785.68,108502335.72,52273436.40,87784140.24,68205620.35,99099345.67,121211133.07,84683430.16,55230569.34,28921167.48,42304850.23,30691280.00,17827254.00,10157600.00,553000.00,3430000.00,10427628.00,4814102.18,7231000.00,12727400.00,15812296.34,0,1100000.00,0,0,0,0,0,0,0.0
7,应收账款,849033252.49,908453678.57,967827955.31,890071557.85,988921269.81,1102387731.74,1150180019.95,1143983536.29,1231725214.03,1221494292.88,1330155576.60,1171260314.97,1284832465.19,1420775686.81,1389298119.21,1286423439.89,1704757460.80,1597796639.27,1534900854.30,1399576574.06,1556901533.26,1633586193.57,1243671912.27,1162688263.22,1684829671.40,1535651289.70,1276418925.32,1188619495.68,1282480807.43,1484509195.64,1544058496.71,1125206307.01,1299737412.30,1358430534.74,1191065420.26,1093930972.33,980531153.70,782312879.99,750410650.51,694429790.06,583275900.73,504571029.78,574395447.29,546880219.75,602621776.00,496638890.80,470563120.00,263702433.54,240158999.49,481616949.83,421103487.77,360839712.09,462307746.24,593847666.02,707092457.15,597632107.67,740097439.36,759803238.03,702159177.39,591162127.90,679504475.98,621309199.46,593534818.47,518680327.64,534827295.95,442370354.55,496379378.99,386370164.00,491637680.88,419194834.25,374099789.00,333729739.00,599943272.34,547013094.00,500019226.00,375076814.00,329444797.20,268782070.76,368793008.28,264808265.19,0,154394527.55,0,100011532.39,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
