,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,10656881.32,12641000.09,10786719.47,6669715.39,7512815.65,7914550.80,4411900.96,8864751.39,12730243.82,88489009.05,44516159.83,58401567.39,20166449.76,41359397.02,20981999.34,218912577.62,1256419.55,2546394.81,2816326.70,74720931.64,2697402.72,79234666.76,180360620.94,225697874.51,8101850.92,92105029.87,111278843.92,225848683.15,350203249.83,80590611.08,79686070.54,105402510.01,61963367.07,65809816.68,5769410.80,7480681.13,6521032.00,60748736.19,26286477.08,29169731.14,73266713.55,166756237.66,191352756.81,196718332.12,175228871.44,191943610.03,179173703.63,182944210.91,37317365.23,33002864.36,22770517.07,22451327.84,21088483.46,24871664.91,22004963.13,19586421.00,0,39168439.67,71479709.46,73142583.62,82455730.85,82019872.16,73301012.23,82529009.77,81493879.03,85716471.34,108270810.07,94769708.00,81103345.77,122661784.81,104628999.66,89880771.16,21798623.74,30095492.32,21378550.81,30597085.41,50797542.93,41170466.21,98999394.53,47544591.14,62937527.36,0,11474552.69,0,15755417.98,0,34954891.63,0,64969563.50,0,6486817.77,6725981.70,10730110.00,0.0
3,交易性金融资产,40809533.00,51759703.51,49667874.00,33279548.00,111366529.40,140064749.75,49138517.00,58729281.00,88688230.49,17757588.63,132113242.52,149900518.38,213984202.45,205556440.65,198666634.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,300000.00,300000.00,300000.00,300000.00,0,300000.00,300000.00,300000.00,688140.64,688140.64,488140.64,1246056.88,730500.00,830500.00,568800.00,584400.00,300000.00,200000.00,0,0,0,198100.00,198100.00,198100.00,198100.00,198100.00,5198100.00,35198000.00,28964652.60,0,20727800.00,0,10134488.82,0,26730086.16,0,4288791.44,0,1280750.00,600.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,353086.18,191580.62,2483.72,0,28919.61,385842.59,0,0,0,0,1896424.75,4182751.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,450000.00,1999677.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80775.00,80775.00,0,0,0,195000.00,0,0,0,21413300.00,0,0,0,0,0.0
7,应收账款,353086.18,191580.62,0,0,28919.61,385842.59,0,0,48177.78,46498.87,1446424.75,2183074.50,28278788.00,31221336.67,32265327.40,31029433.86,34643791.84,52511766.22,54338944.11,56931284.17,15847001.39,17275131.20,15282521.32,34431727.47,51939885.36,50655424.61,46288224.25,58100014.80,39260994.57,15240214.64,5807577.72,3605476.15,6993639.58,5882015.08,6673403.09,7033521.43,7206647.76,8987365.28,6589794.23,6268498.03,5169802.16,4284358.07,4171643.10,4070911.77,3897052.42,2126504.33,1923390.44,2561249.82,2863720.73,3003205.80,6587517.10,27240393.85,10908107.52,9306191.61,8677837.37,9006499.01,0,11678300.11,10605479.59,11447613.69,15396094.22,17323655.84,29671261.69,36195884.66,25553003.86,26981705.21,38268427.19,25092422.51,22808637.48,29368070.44,29650021.59,29242396.36,57837674.73,49043796.50,5520468.97,63797846.20,67068811.59,117293135.28,46841055.10,72852528.26,56358689.85,0,39868509.33,0,25143088.81,0,21636466.66,0,35926894.37,130811629.62,20373119.84,12571853.41,12833000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,30885.00,29400.00,29895.00,30696.15,30741.50,53626.00,29577.42,30244.38,30555.00,28740.00,109370.00,28740.00,231440.00,128740.00,28740.00,28740.00,142372250.20,142721834.40,273164481.31,273985950.29,282186094.98,267076751.19,101856224.59,110083159.81,147135371.69,158261016.27,187247027.11,191237995.78,76902925.89,90628877.30,93681665.00,1535178.61,477350.00,891458.38,312593.16,790832.49,134007.48,1384355.48,3160059.00,3107821.81,14074782.60,13970677.00,11477409.62,11176052.81,64188076.68,53485723.32,53431478.68,50350509.71,72866590.03,67929394.50,73263271.73,77109841.82,48371432.37,46675365.12,93310395.96,92245162.06,0,5619682.27,5245002.47,5234767.31,62641049.36,47660368.35,57488068.55,51742219.86,52338459.42,27001006.30,49758308.61,43203488.77,120889243.58,97811385.84,54677229.99,39000000.00,246581744.09,225652462.23,211247495.35,30052959.81,25811425.71,18421369.27,4478025.87,8295346.73,3716053.43,0,3983234.80,0,1992000.00,0,115285.10,0,15000.00,0,755639.24,1712577.43,0,0.0
10,其他应收款(合计),8814042.66,8902906.50,9602029.87,20664673.80,21737294.06,21892056.31,124396354.51,125448764.39,0,0,30189548.74,29967341.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
