,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20050630,20050331,20041231,20031231,20021231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,413858000000.00,412737000000.00,382486000000.00,475781000000.00,439618000000.00,462202000000.00,441260000000.00,466403000000.00,447006000000.00,460813000000.00,444229000000.00,457654000000.00,419173000000.00,428241000000.00,415615000000.00,417911000000.00,429398000000.00,467479000000.00,439272000000.00,491169000000.00,433425000000.00,416033000000.00,383228000000.00,422871000000.00,413460000000.00,464511000000.00,381301000000.00,391631000000.00,311571000000.00,286379000000.00,283528000000.00,296591000000.00,243930000000.00,240772000000.00,231041913910.81,288641000000.00,187457018542.40,194202765715.42,170745061962.33,171904287270.24,138278365496.28,147662110423.76,110411793099.12,127823850064.02,111507689647.52,119829968381.43,82178910369.07,93863209182.01,63348569589.10,71610596782.34,64516263558.65,76478740657.27,40407195909.97,39537677136.71,0,33557178589.75,49699442127.56,47262684046.97,26888612355.83,19493835313.04,13072627821.20,0.0
3,存放同业款项,72885000000.00,84554000000.00,63985000000.00,53303000000.00,76745000000.00,119414000000.00,77533000000.00,77559000000.00,114785000000.00,73526000000.00,74986000000.00,56206000000.00,77547000000.00,84466000000.00,41077000000.00,42347000000.00,73216000000.00,67436000000.00,68164000000.00,100816000000.00,118843000000.00,85037000000.00,142266000000.00,62845000000.00,89918000000.00,125046000000.00,151655000000.00,164642000000.00,188943000000.00,197381000000.00,65947000000.00,69425000000.00,50444000000.00,33254000000.00,24609510797.46,39867000000.00,21618999948.07,21983912676.93,34776589999.58,42364548942.56,59432343782.46,79950962297.29,104611448644.99,96725117709.01,60330211686.45,23433014457.94,34642620204.23,42289887194.31,21810160374.80,15802122709.13,11230971647.56,11127751524.64,22005455671.06,18506908724.52,0,11491758207.41,14272216277.09,8475740776.07,6722282756.36,2852258738.81,2205343570.35,0.0
4,拆出资金,140083000000.00,130674000000.00,126833000000.00,98349000000.00,78759000000.00,54553000000.00,51768000000.00,31178000000.00,38482000000.00,37989000000.00,50086000000.00,16851000000.00,50289000000.00,41490000000.00,37735000000.00,56336000000.00,57908000000.00,34822000000.00,34348000000.00,51149000000.00,71833000000.00,115975000000.00,91173000000.00,87091000000.00,110731000000.00,145734000000.00,157261000000.00,214812000000.00,231671000000.00,184112000000.00,219179000000.00,228899000000.00,168186000000.00,32973000000.00,22884837700.00,21099000000.00,15510681500.00,15760549960.00,11072281580.00,13684317600.00,7529447000.00,7333621600.00,8548762200.00,13197711400.00,10093768615.46,10651484547.31,13724768000.00,4016672530.42,8670841020.00,8411817500.00,10492693200.00,10486118467.18,6136779940.32,697368100.39,0,1743722445.34,2461467943.43,1852757774.00,3707369206.00,3394912951.34,1183637870.00,0.0
5,贵金属,961000000.00,3145000000.00,221000000.00,3350000000.00,12918000000.00,21837000000.00,26936000000.00,30053000000.00,32026000000.00,25690000000.00,19197000000.00,17431000000.00,19505000000.00,28351000000.00,44159000000.00,42010000000.00,44948000000.00,39785000000.00,15337000000.00,7543000000.00,6432000000.00,1840000000.00,960000000.00,276000000.00,1009000000.00,24000000.00,3050000000.00,4976000000.00,2603000000.00,1713000000.00,0,1520000000.00,1000000.00,12000000.00,12701922.85,685000000.00,994578070.00,1611429304.02,0,126383560.00,988451870.04,604410588.71,859285060.00,0,3572535.00,183717136.40,210509.99,1817949900.01,1252597210.01,276070370.01,0,1203703509.69,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,654479000000.00,647097000000.00,707334000000.00,459598000000.00,443754000000.00,355000000000.00,321256000000.00,362072000000.00,390340000000.00,368246000000.00,335793000000.00,354595000000.00,410895000000.00,182561000000.00,162984000000.00,128685000000.00,41748000000.00,40860000000.00,38949000000.00,44435000000.00,31848000000.00,24899000000.00,32071000000.00,42295000000.00,28432000000.00,25838000000.00,25446000000.00,21540000000.00,14048000000.00,21518000000.00,10556000000.00,8101000000.00,8181000000.00,11036000000.00,3278338040.79,5537000000.00,8237270266.35,8977412977.90,6510175014.29,3363484447.86,4977790940.92,5483477431.46,3276977340.22,6691211476.59,7489438894.00,5561463746.96,8171697982.63,8525067249.80,14985362084.41,14445969633.79,14701061038.12,9186317681.99,20441682855.36,652894152.28,0,23130479328.91,789868213.88,502643120.95,1346296240.78,412225060.14,310419769.65,0.0
7,衍生金融工具资产,51896000000.00,32313000000.00,44421000000.00,42092000000.00,45882000000.00,38963000000.00,47565000000.00,28396000000.00,30808000000.00,15203000000.00,11368000000.00,16137000000.00,7531000000.00,13659000000.00,11685000000.00,13933000000.00,12423000000.00,8861000000.00,6419000000.00,5142000000.00,5679000000.00,3637000000.00,5621000000.00,6414000000.00,3252000000.00,5273000000.00,3979000000.00,3266000000.00,2882000000.00,2445000000.00,1690000000.00,2907000000.00,2302000000.00,2334000000.00,2330004122.79,2301000000.00,2271856215.63,1849390993.13,1322257133.03,1399034892.74,1573429047.22,2008080712.01,2813100519.40,3764640194.00,1652082878.59,1221934669.87,1732606181.15,1257429896.15,510153468.90,412849023.66,81223415.01,106537898.58,122502913.29,168596882.18,0,0,0,0,0,0,0,0.0
8,买入返售金融资产,75516000000.00,113470000000.00,53278000000.00,77083000000.00,3805000000.00,56422000000.00,9746000000.00,93119000000.00,21665000000.00,34570000000.00,36181000000.00,27937000000.00,133751000000.00,74682000000.00,127225000000.00,225924000000.00,414529000000.00,585804000000.00,626731000000.00,712761000000.00,909811000000.00,994806000000.00,958334000000.00,921090000000.00,928841000000.00,856158000000.00,893697000000.00,792797000000.00,711859000000.00,720165000000.00,707806000000.00,526979000000.00,387053000000.00,561066000000.00,466430249529.56,374005000000.00,496863629197.51,459640569032.29,327616441481.90,195884147048.86,138585279001.14,138038443293.67,116739793998.32,117275478043.58,133739178546.81,172188710276.87,168627405709.59,169955557750.57,179918771090.48,136093996678.13,52650291304.78,56469469490.01,23873186468.58,50514044718.80,0,14486479542.01,17698266043.40,14831600217.63,13416613074.67,5431100000.00,0,0.0
