,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1523666693.33,1457288153.11,1865229444.30,1540675301.22,1627296500.98,973949876.24,1398054621.48,1844786569.05,1308853692.56,1097189545.72,660327821.70,635136921.62,729490816.72,601329355.35,398979087.09,319871592.37,332220054.61,369880279.05,534851053.61,334677498.25,277705104.62,310925640.23,127359341.67,109317115.56,124183674.80,107884161.10,104251788.79,120946589.52,125846394.87,89485656.54,106851140.84,119270837.62,145075897.16,117299713.01,137841974.40,144929943.79,156130214.71,168558816.12,179562421.89,223299379.79,228478065.04,377685739.36,63098954.76,61402392.31,51059607.46,46005720.85,86925556.08,77890627.53,96334333.70,71365391.89,55581852.33,40856943.38,69619926.95,54352469.79,42810926.08,39706588.76,46494986.12,40549142.70,106836676.22,88067864.54,101608045.45,121878919.07,18595351.36,8637406.02,21420557.78,14152056.03,0.0
3,交易性金融资产,39000000.00,0,0,7119526.10,10081627.26,10431513.83,6489389.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,945291891.59,1082123583.54,1081740458.73,1034121310.49,939542306.26,797830526.72,814501100.47,903935960.86,943593102.22,0,734842220.75,0,690977808.79,0,679525867.78,0,477357200.57,0,0,0,0,0,0,0,0,178169752.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,71359090.48,49421352.01,36590211.41,46231417.90,34650530.34,60596101.12,69525809.07,55776924.16,33253157.05,30064912.12,29859115.53,34313270.47,24076410.86,16824745.50,26032249.63,29267537.27,20998335.16,32708600.70,57112113.73,44681887.99,53388064.54,28430963.50,43279280.90,40814102.13,24831979.77,18872067.81,29353840.68,39093368.90,12043629.00,38420604.00,12527231.26,4445000.00,2250000.00,2078406.40,1434638.80,0,795367.20,437500.00,204751.50,0,0,0,0,972878.00,2176952.00,6596000.00,864632.18,1151384.00,150000.00,100000.00,1171100.00,30000.00,510088.97,2769546.46,0,300000.00,0,580000.00,300000.00,0,900000.00,0,0,0,0,0.0
7,应收账款,945291891.59,1010764493.06,1032319106.72,997531099.08,893310888.36,763179996.38,753904999.35,834410151.79,887816178.06,938104046.11,704777308.63,689023650.49,656664538.32,628604215.64,662701122.28,566735116.88,448089663.30,423287646.97,404407180.91,421129983.82,431903908.98,366964628.94,211846463.05,182877682.32,166423063.61,153337772.91,179025064.67,186603822.92,157988529.03,151115721.35,114488018.31,125618160.55,95346526.56,87961581.40,91024794.25,92357166.79,75269683.46,82770193.40,84498822.90,83910154.33,85289983.08,81872191.11,78638459.80,85522085.32,56558176.07,95180285.36,111621171.37,136335393.01,158044547.43,134231715.01,137305818.45,103873808.26,83457387.60,89548237.41,84189403.11,81294087.21,58238804.47,71502450.18,65825855.55,42828358.65,46817201.23,47031254.12,44994285.63,41861177.47,21539968.92,15763329.39,0.0
8,应收款项融资,55097424.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
