,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,260961055.64,296678018.09,370132671.93,451085135.07,243366633.62,308917233.25,337329189.87,467041239.07,498466505.66,363717020.14,442212854.54,436221303.28,436736667.62,397442145.65,404131766.18,536400030.11,286897606.55,379264499.35,281750658.89,378812142.76,383335185.10,230020923.47,277685376.69,370775402.30,432107315.42,152301971.72,154235577.07,217312141.47,235586444.19,231484667.33,258832177.69,204457535.71,342703826.51,298597937.19,330547920.92,318736076.15,278242227.69,382763901.60,324287204.80,452700589.99,404210376.35,353611120.56,359125253.63,500017806.61,350449615.86,278329670.21,295319907.06,305057644.77,331203976.40,275983272.43,372191175.39,300982139.08,212585124.68,146390225.19,185365507.99,156616922.25,278306778.33,300733183.50,287562951.28,262761468.87,277952849.96,272158613.38,274194793.90,304036433.17,311511805.36,312573313.38,326963910.74,256669345.20,329829658.82,306060058.89,317234755.78,347096174.07,356497627.93,404325158.27,154915657.59,110724751.25,314227538.81,435013330.32,12328545.90,6273651.00,7228855.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829500.00,825500.00,810500.00,465000.00,465000.00,465000.00,965000.00,965000.00,465000.00,465000.00,485000.00,485000.00,485000.00,485000.00,485000.00,485000.00,505000.00,505000.00,505000.00,505000.00,505000.00,0,0,0,0,0,50868000.00,0,49809559.24,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1584113826.14,1574073482.52,1611720761.62,1581463140.66,1573177567.90,1632977725.87,1523162840.98,1555208363.76,0,1567352899.43,0,1536150435.30,0,1609655306.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,133285115.71,109909627.93,162828696.89,180280449.62,166866147.38,153007913.59,144409759.98,123607943.74,70759963.69,74000169.39,74888874.85,63900562.23,46075313.54,38545758.04,40755573.48,53872056.36,47779384.12,25254004.50,56129571.38,35671867.05,15449924.63,25303470.55,24019610.90,53336714.34,43994093.08,46739443.17,46115336.03,43687470.45,43311417.24,49204887.01,74007723.60,68227268.97,65950534.60,35964348.96,35945857.93,29730591.59,44457449.74,15301341.06,14442986.28,28571494.07,23962069.66,18021421.58,10801720.89,33225974.07,6150995.00,7453101.13,14194074.60,14176232.01,9937857.93,5602587.42,4500122.77,9234799.60,5429262.94,935000.00,5509252.87,3027630.49,4439500.00,7870000.00,5029013.01,8868387.46,9699854.50,16265157.93,7978640.00,6740581.25,10668720.00,14913478.30,8078356.00,9220000.00,477887.13,4627725.00,3500000.00,7051000.00,4458252.40,965000.00,3015943.18,11110738.85,2562460.00,1760000.00,0,0,0,0.0
7,应收账款,1450828710.43,1464163854.59,1448892064.73,1401182691.04,1406311420.52,1479969812.28,1378753081.00,1431600420.02,1469712591.25,1493352730.04,1556523928.60,1472249873.07,1567856940.73,1571109548.44,1544011837.49,1525686642.88,1541382346.47,1576854695.94,1509813435.60,1511370924.78,1346818227.25,1342873691.24,1305929445.60,1187120818.88,1071430857.13,996746435.40,947445100.97,930028708.55,833267099.42,828167712.48,807670985.52,778826223.38,805150080.78,927801274.97,870394123.98,778389662.45,809373226.53,805160480.05,737626200.73,707286155.36,690631123.50,702651626.99,700568846.88,654280152.53,679897636.77,643948768.71,633335778.50,550785499.93,568437737.75,604686380.27,652079363.20,523152226.41,703507687.90,655535784.91,685642249.51,664031022.80,655096250.64,648625287.83,669314398.90,578415729.80,579984157.82,599182579.80,593279489.76,560512584.73,547681418.33,532131868.44,522251863.83,475429128.44,507517590.70,491213813.85,510092282.50,465472833.75,452077998.52,427681326.44,389224823.18,324437065.13,315120972.26,278606044.47,235340671.36,120748619.00,87125510.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
