,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,34663983.67,53157376.99,16034411.31,75645824.37,30123554.05,26275002.50,91278363.97,257628114.97,118716685.63,76501074.39,117002587.03,47150056.95,150811834.21,142426700.99,87841275.84,34205980.44,25970101.79,42297587.62,38955011.50,25723820.63,21450040.70,29373087.18,49979751.10,49172759.76,14759998.68,9340626.43,38322564.19,43334365.51,24170491.25,21378951.25,43558376.36,96437679.97,100454791.03,136755416.39,136434387.67,127057656.85,49081554.37,11961474.57,16101431.35,14431643.88,10015606.81,29790299.40,24483192.66,23049455.17,26869114.32,23349620.77,26113665.16,48556776.07,10745568.07,32090947.73,10867406.34,44521942.16,36353183.24,8157755.13,52814048.92,106840985.49,54031924.38,8927303.69,35096072.26,21615152.32,29431634.71,21509514.67,27268800.95,13890826.88,43091062.82,9873513.08,0,11516339.65,13174101.72,141561303.07,14151060.95,157530483.98,148784295.46,35162578.04,136660004.73,12818172.84,7024414.45,11375228.10,11394877.35,4729119.30,0,13522947.88,5892898.02,0,0,0.0
3,交易性金融资产,204285827.09,149750233.91,173000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000.00,27000000.00,25000000.00,25000000.00,25000000.00,25000000.00,25000000.00,25000000.00,25000000.00,25000000.00,0,25000000.00,25000000.00,25000000.00,25000000.00,25000000.00,25858038.68,110000000.00,45000000.00,25000000.00,25000000.00,25000000.00,0,0,0,0,0,11311000.00,9852000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,51245444.61,36423731.73,53703835.00,52510048.10,68603178.34,45599585.32,37508576.43,26023087.38,0,0,0,28343107.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,43082977.80,31393563.46,48408613.43,49023475.91,60300261.77,35903353.96,23159007.84,14585574.75,34681152.12,28957159.81,31803051.95,15370205.49,15410606.75,12727622.15,11595415.51,16583898.79,15372853.14,11650200.70,9365448.32,9342608.73,14254745.75,19466812.27,12200229.46,8964027.04,13866922.08,15865499.21,11492088.70,11889551.35,11588981.40,12501577.78,14386102.81,17872707.52,2968100.00,2171368.00,1904117.18,28063506.49,14312289.70,30282276.99,16363687.08,17959958.58,54161750.51,34922046.01,25420279.97,33803878.32,25566439.65,22922966.85,6630832.13,3140706.50,29281246.24,14674192.08,1670500.00,2453195.00,3282237.40,5251100.00,1991300.00,6022100.00,20757940.76,12883838.53,13328860.92,1485574.50,8883960.00,3551955.24,7676787.76,6309942.00,12191885.03,9920269.28,0,6973474.37,5915116.98,2448951.02,4120000.00,3550000.00,0,20200000.00,0,3148909.00,0,700000.00,0,700000.00,0,0,0,0,0,0.0
7,应收账款,8162466.81,5030168.27,5295221.57,3486572.19,8302916.57,9696231.36,14349568.59,11437512.63,12508224.27,13218355.01,13661449.44,12972901.93,15150520.94,15395704.71,15853014.35,18253652.77,21734660.44,20656709.11,31513035.46,32867267.46,32699687.54,37704440.14,40888317.10,44468750.53,62219967.29,57970918.81,73217310.98,65644559.28,75718295.50,85729933.87,76033236.66,54233165.96,75419949.60,56310863.96,52560659.17,29417124.31,29235465.40,28994657.71,33824724.45,28611891.78,26692795.14,27630994.94,22735934.30,20742886.02,27387357.58,27935428.33,42703988.25,40889247.22,47101476.23,63260686.02,60318192.39,58162813.53,63174313.97,85330856.09,131632400.98,112236141.82,116640610.93,71283727.22,81751551.87,70767812.29,40432992.48,36271740.27,39433300.05,45383780.74,39966896.34,31788611.14,0,25581627.01,27263508.35,41959930.18,28074418.99,26609246.08,28850783.54,43007020.55,42195193.63,44159198.20,49589190.66,50639674.09,46289196.88,34823458.83,0,56776183.43,15776948.11,15112000.00,20708000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
