,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5808881533.04,8564717659.06,6424042470.70,10216911473.40,7293518666.00,8654598537.21,9278989278.57,10551205160.09,4118244579.63,3777103092.36,4805748438.74,5696401278.71,4805292532.60,4010511465.29,4836323389.89,6260723184.23,5602690399.17,5314917730.69,5175121870.54,3211502214.70,3965314428.61,4668688630.46,2678678189.67,2649806178.36,2583921895.56,2150663043.09,3365476571.83,3034042099.09,3209788423.13,4375942028.22,7907946503.64,8529959772.45,3307262034.56,3441859876.42,4276685970.49,4226210876.96,3210028791.63,2691555903.90,2318308821.51,1930118609.11,185360566.72,156396454.64,106692245.13,136448485.78,123594780.61,103954656.89,79043531.83,142741285.34,61805491.22,78851320.84,106351234.14,104917001.48,77636703.75,115081288.13,133080966.56,102627910.77,114606993.57,172229213.75,222266666.65,225368608.41,272477613.05,343236748.97,371299415.21,389375982.69,428820207.34,81074364.67,74903550.16,57455594.03,50294302.98,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,1000000.00,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4135842508.43,4290590026.85,4757863252.90,4158375797.68,6105910524.93,7248281948.25,5524203097.67,5613035930.03,9079437929.93,7253368945.41,0,7160072712.64,0,7273955983.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1344208481.86,1312574677.34,1532070345.41,1193554171.94,2605888281.29,3690802519.91,2184414534.57,2336101894.65,3704025820.55,1835125740.56,1567911817.47,1819003112.53,946283760.50,691955135.82,529193312.89,800273544.61,774905255.96,748219207.21,670297924.20,1536269213.45,1255406121.11,1404699201.48,1652971207.82,2432722385.97,2022230093.39,1529520247.61,1242742069.39,1355026942.73,1283839304.59,1384279914.11,1708193256.20,1541830312.02,2101081534.85,1582693041.76,1775997031.68,1439817886.86,1569443900.76,801626600.02,593087793.59,870210288.73,3700000.00,9669282.48,12459000.00,23559620.05,18954251.50,26983178.02,25915416.50,40934315.72,44253781.50,100000.00,6004631.49,4510878.12,4542192.00,23980000.00,1151457.65,5807064.13,4883994.38,18867504.08,41422841.23,14510000.00,8260000.00,6290000.00,6139800.00,21270483.78,6000000.00,2540266.20,3690000.00,5375000.00,1500000.00,0.0
7,应收账款,2791634026.57,2978015349.51,3225792907.49,2964821625.74,3500022243.64,3557479428.34,3339788563.10,3276934035.38,5375412109.38,5418243204.85,5705077414.72,5341069600.11,6397639546.57,6582000847.34,6924219987.79,6605815807.67,7091271071.00,7106097129.82,7698716810.97,6152670952.57,8899080880.39,9200511644.20,8093613327.05,7464405510.00,11251432265.27,11923479204.91,12280510196.86,9621485331.87,8394591858.68,6474230485.80,5243862892.63,4167273717.72,4289350538.67,3331980299.57,2059762689.68,1968289271.81,3538026610.20,4091847797.54,2121694366.48,1736897377.59,517946798.90,526339895.72,502663401.76,550982575.48,478219702.42,466711010.12,452971298.53,505115360.06,288428640.39,267296278.82,283675913.40,294445689.09,343705784.92,371820886.44,340846095.64,366714055.95,369900266.89,375239970.42,349144379.58,394295832.03,428736877.29,477876639.44,378843585.21,419251985.07,361009932.92,200835977.79,185088494.62,173564374.12,174437370.46,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,1862646674.43,2304966703.47,3573003769.69,2436995892.63,3072993355.52,3469300050.64,4089323681.30,2861462714.08,4576135843.10,4366249809.33,4183362616.63,4143407511.62,6158289141.01,6312754165.03,6240081958.50,6122956445.58,7087931245.35,6318310880.57,6534028734.02,6213003848.56,8965476868.15,7352910424.07,7216633173.22,7430171229.39,9045534418.01,8364706500.68,7720377711.47,7484936848.61,7978835997.43,8384314844.72,7951302475.74,6358051553.39,7143017720.68,6267498717.81,4739093292.92,4412354470.47,3729397317.93,3431406205.97,3099104157.23,3490067566.62,21778679.85,14898684.09,12959135.27,14275285.71,106714644.93,85403230.00,64201048.90,38365309.53,95906261.20,128777783.29,108767069.71,83474708.61,98865226.30,60946620.20,97907010.19,107589428.77,198293216.32,132511702.45,95667325.43,67333599.50,83201751.86,74216078.16,80824279.73,63753167.88,72937087.21,50280090.48,54062871.39,19058880.94,33275529.68,0.0
10,其他应收款(合计),473651188.55,473824614.49,697680955.01,650943385.06,896345880.62,835758322.79,1127402740.76,884171814.00,1760556799.20,1879848969.94,0,1840329311.44,0,4106655980.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,1822256.94,6269660.94,2983523.54,5876948.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368356.93,320000.00,0,0,0,536589.93,0,0,1146451.71,1571725.60,0,0,0,235946.99,235946.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,467554953.55,0,645066436.87,896345880.62,835758322.79,1127402740.76,884171814.00,1760556799.20,1879848969.94,1841501774.09,1840329311.44,4423610545.30,4106655980.36,4289227685.36,4129126719.08,5295118049.74,5266554455.59,5188540008.92,4937541105.92,1311445819.07,1277125490.44,969794582.87,1012839232.96,1197034932.08,1028269913.32,1224125510.47,1172942629.59,1370711869.91,646554483.53,1013602199.79,883811872.90,1567058575.63,1031118841.67,985539530.87,766839269.31,1179851787.10,1527745234.48,1355300163.29,300309887.79,19028824.92,13896626.41,15289323.09,11939337.59,16356999.87,16434734.88,14592852.97,12290388.04,13666589.84,12384578.26,9816972.14,10707716.65,12347593.84,9736061.86,18298942.81,39000126.38,14215202.47,4327113.88,10607251.44,5134313.87,4534018.70,3967711.08,5895210.39,3738620.99,6330676.80,15054460.38,11809759.92,10138232.43,15536392.59,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
