,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,483392692.18,478381487.99,1048014129.75,1839201190.32,37788462819.51,39885401608.21,36640020550.78,34151434208.68,32766783002.95,28647754597.19,29819641455.95,27325140365.21,26059225917.84,22046532494.43,16419952190.96,15818341613.15,12480038909.67,11888316467.59,13281318380.51,9985269214.29,7225156606.31,8378713453.97,8394083683.61,8497052709.39,6770416034.48,7017044026.50,7145867091.34,6105810898.80,5735104716.52,5859224160.43,5976740179.21,6323039895.87,6565927933.07,8576765714.48,6942760262.52,2759693235.37,2688954373.90,2451047025.40,1924004460.52,1990223646.38,2625907456.65,2687702040.31,1751515564.61,1482353050.94,1664935861.89,1769054359.27,1308356811.36,1518192545.57,1730299998.06,771031541.67,454592951.72,707895648.33,749510051.86,215867537.50,197638646.27,47275547.15,94483563.75,98613746.39,113910192.78,92541751.60,117258395.01,93478826.38,136062173.79,108441680.05,127329730.85,112673619.92,79166641.84,68356212.86,45790469.22,99610031.14,125579623.67,158583272.85,180995959.54,10679270.84,2909642.54,2433556.25,3245923.57,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5354899520.80,5918058321.35,6522343745.22,6498958262.69,6384966211.76,5920866841.69,5300483734.18,4617979993.86,0,4104038975.58,0,3319106364.03,0,3378548936.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,71209669.76,78307638.10,227697444.92,180643333.94,279376647.59,288072667.18,283095002.23,266968670.46,268936004.52,215574122.15,228994402.59,223922614.73,170939436.31,142103874.93,147025457.65,348590742.31,155627391.31,325936141.35,238138135.43,220259351.29,106309982.45,128550318.75,101517279.89,166023637.83,118127715.41,118312849.16,62152938.16,53128565.24,76907882.13,46907334.65,24740813.05,102060104.74,65306171.71,25522046.18,12062011.97,8750873.25,6540006.34,16018089.51,0,8002658.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,5283689851.04,5839750683.25,6294646300.30,6318314928.75,6105589564.17,5632794174.51,5017388731.95,4351011323.40,4250293338.15,3888464853.43,3545775757.29,3095183749.30,3283008137.85,3236445062.03,2845834136.75,2550400592.90,2589735719.03,2580346647.88,2424054327.52,2230048156.86,2087353144.17,2024798081.37,1850379172.66,1705348741.09,1716932450.66,1560937655.47,1525294946.79,1330747169.18,1282088883.04,1085771875.14,891067625.80,675733413.28,673889396.75,599753584.71,506233703.02,463262004.93,335895197.24,299840817.93,284031547.02,278433936.54,224393777.19,216337019.34,175290695.89,163896240.42,143485252.51,135954040.02,111909772.74,106620973.16,111508256.32,106631349.73,90524551.66,91907769.06,90348193.02,85533865.63,83524548.52,79509826.21,78796681.18,80849507.93,83522600.60,79598021.74,78675083.56,74446315.60,72718906.93,71595889.86,71048019.65,64842498.87,63056931.56,65594135.51,55944278.08,59237327.50,54538387.65,60363216.36,58545832.85,46572684.26,52314964.18,40190378.72,8141122.08,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
