,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2900273942.50,2417980145.47,2241080331.94,2060136218.46,1493485591.74,3658280219.25,2453780291.25,2795828321.93,3247376412.15,3921174946.99,4007653636.69,4335555322.71,6646975227.39,6048352120.00,2926200271.89,3016083829.36,2356743341.75,1464942532.79,1555098580.36,2390061022.27,1676097232.08,1010739739.03,1291124619.15,1425645718.46,2123048799.37,2274988729.32,1619337401.37,650823521.28,648051440.26,703925480.73,1959300943.71,1627664039.49,1785464379.14,1173929194.01,2660658971.09,2247284091.40,1254518462.32,1253123808.96,1123340379.89,1110229819.04,1094957217.21,28256184.60,39924048.76,30363169.76,71512012.06,64899572.04,77522905.58,82704506.45,38988147.24,44928702.80,56203205.37,79579344.85,89015418.88,93011642.20,63807186.87,148510465.88,76936345.21,88522086.27,108548594.25,76007960.80,122163790.60,128867899.00,224307227.50,213507699.22,174091584.25,115871506.62,152841963.45,108718065.89,101492001.72,48088065.45,48669211.73,63062991.48,117499544.53,70765146.20,145112570.12,178818502.74,278568131.74,24462453.98,16622557.70,3165640.38,0.0
3,交易性金融资产,0,0,50000000.00,0,0,0,0,0,0,0,0,0,12660.00,21820.00,0,116975.00,0,48280.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196360.00,147029.71,131931.00,0,212770.00,0,381205.20,370317.24,1030528.00,559057.04,560000.00,390141.92,390141.92,390141.92,390141.92,0,0,0,0,0,0,0,0,0,1177070.00,0,0,0,0,0,0,0,38500000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,136361894.00,214579364.67,214138690.45,335620397.13,15115300.92,9496456.18,335172229.33,77458970.72,0,0,31903920.42,0,0,0,0,0,3190229.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,4000000.00,0,0.00,0,0,18742504.00,22642504.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000.00,0,0,0,0,0,0,1000000.00,0,0,0,0,200000.00,0,0,0,1000000.00,1000000.00,0,0,0,0,0,0,0,0,0,0,0,374530.00,0,0,0,0.0
7,应收账款,136361894.00,214579364.67,214138690.45,335620397.13,15115300.92,9496456.18,335172229.33,77458970.72,52771399.27,31032360.63,31903920.42,29406646.42,5684010.72,5515984.77,14929844.54,6974004.77,3190229.77,818716.65,411387.13,693673.87,1189692.38,878631.78,1695165.57,2426567.17,3104618.82,3055003.32,2944850.32,4644619.32,2817465.03,3163993.75,3261920.75,3163952.75,3241755.75,3872406.25,1521227.49,1764265.99,7230139.63,25295332.01,4301576.14,64554.70,32991482.69,84376567.60,72033585.15,81787819.61,87774912.43,93458058.93,129383631.27,144453359.08,106513208.03,98774801.04,84899571.92,88347422.59,86057474.99,96738835.68,109736689.93,112804850.69,95401047.95,98636730.45,93709390.14,111896000.24,109495634.61,103112148.24,74766752.66,79158394.34,63390514.20,41705809.73,60569337.84,71752417.73,122533696.94,106179175.19,90567523.63,86775809.42,98165803.31,193697685.07,289586039.62,255371090.05,166130312.86,107655759.68,78870171.95,68330309.90,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
