,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7855227388.87,7236769381.30,9936592318.21,8801663115.62,7121443626.05,7639629025.15,8563374934.40,7969821246.50,4022923847.49,4911724221.79,6515923910.78,5135834090.65,605376664.65,656017827.88,815145297.46,855610905.03,817608364.15,728951420.45,983722599.16,1216261796.95,1357963885.48,1118121205.41,1169141629.75,1542181967.04,1368902486.10,1607445443.96,1606927990.00,1523376107.82,1071534543.17,1019396619.47,964207227.07,1166246230.93,409548081.12,745788859.09,510376476.80,665929356.43,723386998.72,535760112.93,216920441.40,378676512.84,530464491.14,421359994.50,308380372.71,546104420.65,285231167.12,420516464.97,134213376.92,187569990.90,143096977.67,197931140.28,213685552.58,211037512.70,70684130.54,75132992.33,99784923.03,119427432.63,35498672.85,182380675.01,176620018.96,318103345.86,169953507.64,222235829.00,55681651.52,34245939.59,33446644.01,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,200000.00,200000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3190263252.34,2355003196.84,1601076585.50,1704318160.98,1671868800.06,1572226917.87,1595004275.65,1433438477.95,0,1936362003.07,2067470505.24,1334960378.94,0,639494751.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,345569729.63,440794223.96,793314715.61,884000396.69,438323937.85,261507147.50,345001349.76,561920368.29,347388442.60,383953037.70,377820075.58,397497853.97,119035033.20,125940385.50,141980451.00,151165311.90,70782151.83,53492400.40,172578507.60,248055316.73,36490000.00,47701683.00,96457144.99,159312074.00,168736650.00,138454985.79,246246241.60,157532058.00,317362608.20,251180000.00,98588080.00,89294525.95,111026449.10,108104393.05,64802048.00,78305504.00,84133457.40,66922642.75,29952000.00,61002200.00,61227400.00,21290000.00,37372500.00,22316924.50,3566560.00,15960223.90,6850000.00,2262500.00,19876065.96,26276528.00,15101700.00,14973700.00,3728757.90,1450000.00,2460000.00,2168012.00,1908375.26,6182030.30,5150000.00,35920000.00,2200000.00,23273570.00,500000.00,15500000.00,100000.00,0.0
7,应收账款,2844693522.71,1914208972.88,807761869.89,820317764.29,1233544862.21,1310719770.37,1250002925.89,871518109.66,2075733864.30,1552408965.37,1689650429.66,937462524.97,716463354.92,513554365.96,454127190.70,487101000.19,505257063.01,597553636.71,504020712.52,334344818.00,693985793.38,1087088132.26,874768240.27,326319014.67,698717974.58,451136447.90,409202103.48,386358415.77,322723687.43,380958406.51,442124451.89,400447561.19,843064894.85,536325243.39,654069833.06,307692171.49,480389878.28,506404122.25,670279130.01,243089393.58,413224218.46,405874678.85,425066193.46,247081463.39,313466392.35,170202594.56,257098186.63,163255072.74,395877500.12,362247641.80,292237308.64,254920004.79,433018385.67,466329145.77,383433151.11,284888331.80,223470982.44,163747805.46,125576870.23,164151092.30,152944352.13,138682153.66,114105241.08,44926943.58,80464840.28,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
