,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4982236710.33,4240054654.44,3484532680.28,3092272784.52,4063992781.62,3414108709.02,3116849709.98,2959626815.78,3487789442.50,3154431638.78,2431987169.74,2715782575.31,3301216070.58,2988631742.49,2122218423.04,3071296357.58,1885961640.47,2870335255.39,2376717936.94,1892274299.78,1173415679.90,2221769429.58,1992161719.60,2403818096.82,1632397739.85,2278430202.70,1536201339.46,2133733466.71,1838016241.97,2673849753.34,2216340342.94,1918628833.48,1731719178.60,1599503938.79,1747032024.13,2574195201.18,615295739.26,1379603810.40,571716715.29,1160955520.57,574144222.74,1003519639.75,748199334.62,129207970.43,128858119.67,177726837.33,187538598.51,192721858.29,195616326.60,145546048.79,189804454.21,228860563.18,357054959.38,388663118.08,439990713.17,433047848.38,450260484.17,451989410.57,417644122.91,460303607.84,410994795.36,365125256.02,389316912.38,409561734.63,378438889.46,323416905.87,346869721.53,396831867.16,429967395.67,456104316.81,127426673.59,159151241.15,55862481.60,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980000.00,0,0,0,0,58053630.14,0,3790806.00,4019874.48,4033620.74,6903463.58,24076277.20,18003605.85,18327073.70,23685661.55,32150868.87,35795786.09,26205151.40,61815871.94,55901774.09,37146839.42,23232959.69,43906212.13,14158761.23,23039118.08,27864970.90,27957021.73,21715012.87,22241395.13,23267526.04,25191624.87,27710556.07,21755603.03,22632695.31,14801644.71,14885408.47,12747193.21,13864243.59,14702846.20,3583548.62,10814033.60,10285840.00,15000000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4353349017.73,4911894439.14,5273648117.63,5299666751.62,5516500820.37,5446820498.61,5482278502.74,5677928866.60,0,5212679296.23,0,4503657901.31,0,5203297100.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,20970058.52,23561983.22,54799717.27,53004979.68,41865597.78,48447558.56,61008266.77,420758070.07,45487131.65,34935626.78,36720597.14,290615921.57,28550087.26,37418568.18,29683342.87,17302543.00,39628063.00,34516978.71,22425314.80,33002587.19,46224079.50,59070669.69,116240628.98,73291475.15,90613649.65,98193986.66,49425411.16,71873145.03,58593033.99,32882037.04,39436283.61,24074588.28,44068811.27,37694586.02,31923775.26,19095199.68,38665902.86,74875299.39,24297288.61,10897441.42,19700463.12,14307686.69,2639783.70,11254438.52,12398618.65,22924299.15,13609206.93,8112679.65,6402860.52,5871340.54,14114673.62,5839148.94,9907133.00,15138072.85,20334882.06,5118678.70,8147875.67,17846287.21,15089114.91,1484972.13,470344.64,580000.00,1610000.00,2772039.33,3022039.33,0,0,0,0,814748.52,0,0,192000.00,0.0
7,应收账款,4332378959.21,4888332455.92,5218848400.36,5246661771.94,5474635222.59,5398372940.05,5421270235.97,5257170796.53,5353560161.72,5177743669.45,4978712009.32,4213041979.74,5240560910.73,5165878532.59,4778150102.07,3803318663.73,3479836421.06,3261163262.17,3456707835.18,2569575470.68,2510353912.72,1947388232.80,1883383546.05,1459318847.04,1676977705.56,1233763003.61,1087524105.79,773108311.30,708975434.54,1032676270.14,943102177.20,636031822.16,1028659651.02,857943274.16,526727546.90,257426509.20,656707523.85,565976957.14,1035076645.12,631344491.76,1609132187.92,1860723742.66,1402243564.43,35138523.89,31446328.84,28359744.23,25322516.08,33356491.25,43663949.10,35172075.49,22092778.17,20945383.05,21994344.44,24189441.24,34338191.01,23688974.33,7598419.69,29611147.12,57581119.01,38812033.50,37549555.47,30657836.38,46933616.77,35001553.52,29279063.06,28656578.26,45157829.63,39002170.18,31615841.19,44449715.54,44082316.24,72192369.72,61349380.70,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
