,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,477523450.12,466887662.33,426343383.63,489756061.56,498355098.52,484383598.51,531254542.76,573394001.64,560060747.37,476363189.13,298039498.73,213603393.79,71987510.55,63933988.18,76472387.98,15560144.89,38063080.94,10090244.11,19229225.56,55787527.47,40848966.06,23542044.61,28409178.11,31520792.70,40429700.69,53001517.32,86834114.62,48056344.87,59125229.18,54041535.80,78679283.94,79345909.29,127705455.83,140134679.70,123327881.90,120562490.34,114367933.04,187801765.99,198329006.19,157714005.53,207636600.04,234031466.03,157737562.73,158244510.46,124759089.36,35957601.40,69468451.23,136799428.00,197007085.76,207599492.64,262617126.44,162431163.47,145842739.43,205830613.95,277556874.98,258374254.18,287210307.30,297436250.18,275079228.75,306107235.69,358990349.25,273526305.59,289037660.76,175085862.10,282625294.97,126181771.32,95479944.32,44000123.10,394231004.55,389169218.76,478260640.21,611213764.68,776019582.23,385171005.16,347131767.68,434772049.41,363533747.18,238670927.84,331525635.16,601028361.27,298377811.51,0,253737248.63,0,235130824.04,0,321518000.00,396710373.14,78243468.91,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,32083027.92,52047763.36,49666842.44,61045183.21,82050429.05,61208816.52,61476676.73,63118842.91,64362234.08,0,0,56409328.15,39620989.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,20660000.00,38639334.59,31068680.37,36256859.10,54557653.33,35192962.28,5000000.00,13250000.00,31538331.58,78072796.35,60247554.13,21243531.19,4897554.46,702586.52,2667566.01,7617037.00,12401722.08,2775826.66,6031653.32,7380000.00,10400000.00,4508211.03,28716714.46,38560648.18,18500920.43,67274447.84,30034507.50,10203253.99,22321475.10,12215306.08,32824082.50,79115959.95,105367320.87,155364143.49,102666675.30,30299714.24,162052959.05,103463101.18,38217972.54,5356739.36,32189704.09,57142300.48,13321955.78,98474469.77,184177724.93,51847000.00,29132993.35,137656813.09,233914988.16,278282960.67,434342128.00,212846765.30,285484992.53,926533147.57,1077505635.47,901620041.48,1179382624.76,1281570600.19,1563899776.30,1566871885.16,1179929734.92,1061288785.88,1015519031.37,1259654794.73,953656867.19,1418310035.49,1344942177.17,665428227.41,495643942.12,791181849.85,792707441.54,490398430.00,441244430.00,644342233.89,488734283.80,420783750.00,207344360.00,338468696.00,161600000.00,29389536.40,237722200.50,0,118102527.25,0,93670300.00,0,0,71131613.04,25444438.99,0,0,0,0.0
7,应收账款,11423027.92,13408428.77,18598162.07,24788324.11,27492775.72,26015854.24,56476676.73,49868842.91,32823902.50,41719315.65,34757495.57,35165796.96,34723435.50,29460328.77,32890934.91,28136333.64,30654980.59,13141335.79,34085330.59,80749241.90,90622183.41,101357799.44,141570196.21,141614108.63,143066461.16,40123904.84,108389055.69,151003769.93,135676623.11,184040884.39,143736712.10,124661078.44,104027815.93,129663034.08,208026015.57,174095967.60,167391841.03,306135551.42,270143531.42,198680394.35,170687321.37,218458984.96,291779349.23,249490479.77,221812191.74,497921613.15,733425833.88,913113496.63,906779769.28,1226043111.83,1064087938.07,1166304014.79,1203348775.07,869328508.66,695728008.50,1161988352.05,1043811990.42,1035038038.50,1002755436.21,909432259.64,824805548.44,861633444.69,939673192.40,1051396530.41,940970962.34,975119225.43,943470709.42,1056169577.76,988692924.47,1092176531.56,1057786204.03,1092286041.51,968206783.89,564300649.13,590624192.95,674387743.94,590127640.31,546446725.93,255713202.89,347946870.63,149618263.43,0,237085265.18,0,153287824.29,0,0,0,48911407.76,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
