,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,13760558000.00,18431994000.00,15362690000.00,11985039000.00,11111321000.00,10871191000.00,6163952000.00,4103646000.00,3485012000.00,3740112000.00,5846534000.00,7442062000.00,3955500000.00,5318732000.00,6036568000.00,6840875000.00,2640333000.00,2451727000.00,3862073000.00,6049269000.00,6884176000.00,6157227000.00,6521329000.00,6380294000.00,7339827000.00,7267339000.00,6317562000.00,9631110000.00,9213813844.61,10669588977.93,6893768430.49,10246992702.13,10656886172.95,11265733065.26,9888603119.04,5970395766.79,4905735014.25,4979025601.84,3145953916.96,3076927191.96,2272004195.59,2466047585.89,2501193188.95,2937561325.18,2959653313.65,3110871717.18,2613829287.04,2605454626.95,2097871009.53,1558032155.51,1029616292.03,1139173571.55,958517929.59,690384191.38,1018197133.73,776970642.82,687618983.73,796448828.59,619303354.98,806905707.96,572098576.44,422844143.46,398330028.08,401057062.31,360436727.65,857007389.88,47347597.70,40081447.66,22442614.17,0.0
3,交易性金融资产,5507725000.00,3054414000.00,1467684000.00,1556719000.00,717622000.00,1341810000.00,565611000.00,40069000.00,2413578000.00,2339825000.00,30878000.00,30758000.00,25920000.00,23520000.00,24880000.00,31160000.00,30420000.00,46300000.00,47800000.00,35780000.00,117085000.00,108740000.00,170047000.00,344120000.00,96628000.00,69474000.00,73300000.00,80889000.00,43224244.31,16674897.56,80117923.71,20727173.51,23514725.10,30227761.66,43310064.84,53135444.00,40722924.29,19579012.04,4008209.56,2581898.69,5572251.48,12031914.87,14443895.78,14443216.66,7914525.00,192233279.50,425820584.13,419203522.55,537046315.00,217174295.25,190789778.25,210976963.95,120310545.61,41984680.12,42266517.21,51799804.27,47544421.00,48791816.59,42245143.43,30224427.91,150005983.53,151199663.98,90000000.00,90000000.00,3481200.00,3540600.00,3514800.00,0,4533769.65,0.0
4,衍生金融资产,124204000.00,155621000.00,73678000.00,559072000.00,22560000.00,143009000.00,471278000.00,1013181000.00,262982000.00,199566000.00,23957000.00,50864000.00,229614000.00,562842000.00,444403000.00,334438000.00,76993000.00,77161000.00,14150000.00,19905000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,25741056000.00,26269645000.00,26127434000.00,20802003000.00,20712363000.00,20443791000.00,20927409000.00,19239401000.00,0,0,0,18367793000.00,0,22422226000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,722178000.00,483635000.00,744580000.00,668643000.00,367171000.00,372550000.00,875154000.00,873767000.00,476718000.00,541268000.00,871310000.00,283006000.00,563939000.00,583796000.00,584357000.00,547321000.00,742640000.00,205380000.00,149877000.00,1214979000.00,772134000.00,1227011000.00,948130000.00,1065860000.00,443380000.00,906489000.00,647177000.00,1706776000.00,573326546.76,1154538505.84,378942309.36,1050915589.76,1230526459.68,664136737.75,771193076.79,1113171816.49,230059749.29,428465144.14,422559790.19,183869576.61,261302301.26,217213580.99,139646621.32,189564833.71,178578301.31,224354959.94,275549331.18,331876756.31,254618267.20,77781501.68,187759712.15,197861684.44,132236753.30,131280188.25,127101869.60,181491922.63,157435187.47,151029609.70,167688807.20,152664714.59,65896840.00,88000950.00,7502577.90,18454580.45,31799221.45,19139362.00,2734260.00,3758000.00,0,0.0
7,应收账款,25018878000.00,25786010000.00,25382854000.00,20133360000.00,20345192000.00,20071241000.00,20052255000.00,18365634000.00,18742829000.00,18693760000.00,18454978000.00,18084787000.00,21875106000.00,21838430000.00,21781433000.00,20961389000.00,22931394000.00,23649515000.00,22241201000.00,19851307000.00,23333845000.00,23578719000.00,21899623000.00,18727664000.00,22549892000.00,23259422000.00,22503943000.00,14974446000.00,20700619104.97,22923752190.91,20122847024.12,11304874098.10,14887715004.16,13355109511.16,13239582211.50,5727911696.09,7922818972.46,8118261566.60,7458335498.32,3851520061.41,4783803302.70,4065071346.09,3471129521.39,3101860937.03,3475633383.59,3137209711.62,2666539087.23,2066503739.26,2144806531.36,1831521369.66,1651098309.13,752706486.74,833527210.06,804520027.52,749787516.97,597299986.27,734294906.75,763969398.82,720531306.83,607096573.45,650834125.94,612475732.93,487228123.84,419152044.88,321346820.29,297452858.94,179726793.51,135346542.41,120829966.73,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,731095000.00,1134877000.00,1392314000.00,981653000.00,1004701000.00,916235000.00,858750000.00,697435000.00,507109000.00,498656000.00,288403000.00,337409000.00,283755000.00,356743000.00,291625000.00,250388000.00,321064000.00,359215000.00,399494000.00,288382000.00,528347000.00,574218000.00,677162000.00,566586000.00,748116000.00,880612000.00,1374283000.00,997253000.00,1454091720.98,1841006943.24,1666913849.47,1977117477.97,2328793053.34,2032667584.54,1369646364.09,1335359518.34,1439279325.44,1187636280.39,1054923341.42,511804937.65,670476416.34,496610270.10,1039840856.58,669416161.03,902578013.34,662066522.34,641528181.32,491259005.03,1090672045.70,538246746.72,440145011.35,383783090.88,257484428.27,182073002.02,297281136.60,147240201.11,217866190.54,250492703.24,310345752.56,147129029.66,424369091.22,387986440.77,339264155.54,252531324.97,190525317.71,103443681.96,91797254.14,42243684.73,29332125.55,0.0
10,其他应收款(合计),2063781000.00,1958673000.00,1819034000.00,1703612000.00,1577859000.00,1474353000.00,1844455000.00,1788837000.00,0,0,0,4784966000.00,0,2222462000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,384278000.00,312815000.00,235500000.00,142594000.00,99419000.00,42354000.00,27659000.00,4682000.00,5088000.00,3582000.00,3442000.00,3439000.00,23000.00,130000.00,122000.00,992000.00,90000.00,56000.00,40000.00,279000.00,111000.00,45000.00,1991000.00,2411000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,296000.00,393000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
