,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,376401792.77,408376433.40,655077854.38,840242298.65,768330997.86,771670456.55,545934749.90,667441595.66,642709092.24,995822009.33,839212485.79,561386714.38,456489811.60,458505825.36,340567649.34,373335250.04,287316404.04,443961166.85,354994322.28,435026164.76,441367169.34,129629202.46,143986473.61,174969353.98,139316361.76,156448667.79,93381949.82,155752757.04,143918107.20,125077378.31,133171893.76,156420766.26,118929648.37,122894708.30,115467338.56,131707493.45,107388828.62,66063963.02,106230451.68,122350498.56,129101508.76,121221911.21,175998973.25,158569159.46,135014983.80,174377007.01,76813585.66,127965846.56,128269405.08,122803186.33,84811162.55,99150460.46,98436238.21,127467772.92,65007012.41,116879779.25,82270836.34,116110360.85,113539454.33,115475133.86,69249464.05,92944501.83,87622555.87,109726146.48,62213319.78,88088537.75,55353740.65,103103011.95,80638392.59,137048592.18,66476385.77,131640277.17,57449663.58,94059998.40,94543768.44,101577540.16,88793770.28,45048546.63,40255929.31,29510343.34,50195041.62,0,39121671.69,0,69835673.75,0,60068410.00,0,58742498.81,30725977.52,52218584.10,0.0
3,交易性金融资产,670890000.00,758527704.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56044627.95,57198349.67,57467577.56,57160902.17,57115707.67,57365571.43,57765842.12,60755715.54,59209593.23,63143223.49,87213343.86,74749741.74,58153485.57,114815763.77,117659758.70,64957128.20,8810349.91,39141406.37,38828061.37,28512412.71,8512412.71,8250314.44,491084.24,15783249.94,957922.38,1179023.38,2179023.38,9734023.38,9747692.87,2428293.58,0,2379400.77,0,19328741.04,0,20374380.00,0,13836810.00,22187000.00,31973146.47,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,112812289.73,123685719.39,79353866.13,104924438.62,106860978.23,90267527.26,67852699.09,64847233.02,0,0,81085668.37,65470233.67,0,0,46106569.96,54179978.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,11594590.00,13025147.97,11353356.20,18359724.33,14157070.00,15552577.55,6104337.00,15281135.66,8032275.66,4813343.00,4262545.00,9825420.00,5446550.00,8574076.80,3313730.00,7642035.36,3808590.20,1817793.00,4576104.75,10602195.00,3621711.64,4378867.60,8074426.00,15675134.60,8465856.60,8040400.00,7308945.00,21470601.52,14344464.27,21840580.25,25010779.00,27799300.00,18458147.39,15748310.93,16777265.65,24164373.06,16334640.30,16244361.68,14225900.00,23512534.26,14589178.30,12207290.30,9765625.00,19201462.00,34206575.20,21404270.00,21284976.07,20160825.86,11467329.47,15377239.09,12107965.30,14019756.38,5887480.00,37116947.60,41780205.00,40269288.10,21326100.00,8563940.00,5331174.30,19880713.09,31396805.00,7911230.00,7148570.00,4598162.40,4133500.00,4243769.71,6807713.90,5070900.00,1147588.61,875814.00,1741740.80,4506338.83,907980.00,501000.00,350000.00,350000.00,50000.00,208000.00,150000.00,165000.00,650000.00,0,100000.00,0,50000.00,0,0,0,49500.00,0,20728.30,0.0
7,应收账款,101217699.73,110660571.42,68000509.93,86564714.29,92703908.23,74714949.71,61748362.09,49566097.36,52731368.92,81089435.10,76823123.37,55644813.67,64168976.83,63595398.67,42792839.96,46537942.83,92315313.14,58887572.16,47024608.03,52492199.09,70026536.36,62291647.20,54672007.96,49275670.63,68927938.35,75876987.30,60761971.50,50999964.41,75305224.93,66748272.49,66349050.77,54742364.12,75654093.37,78481007.36,67808343.89,57812297.68,70734450.39,80840988.87,46074882.15,58356368.45,56422198.80,59346468.34,49807716.67,47870011.38,64429360.72,61320398.79,49231659.38,49161945.17,46411528.42,51372792.96,42956475.71,42318591.01,60324508.16,46256738.19,35122538.51,40648378.39,47512006.59,57807814.54,57541678.48,42440272.03,70382448.52,57258540.32,59538006.75,40095160.88,61042019.71,48325804.27,52179133.22,20023534.00,51284989.51,43069213.65,38258984.26,23452126.03,32912111.20,44869296.41,38534411.38,23169727.69,21815991.16,32105373.70,37619705.46,22465691.83,46135981.82,0,46567075.36,0,51885982.72,0,0,0,32083681.04,22296978.65,3991619.17,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
