,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4882859840.95,5499601030.64,4075740120.45,4411009307.43,3298560072.14,4596077557.40,3837940747.78,3932190042.36,4088917929.86,5283081788.04,4469883597.36,4918185647.77,4387264191.76,4058869234.63,6321718018.27,4136998121.62,3007374476.31,2067338795.61,3077869134.08,2797826595.72,2789974703.24,2665219013.80,2229987221.64,2745918675.40,2612305796.18,2266192804.16,1969068663.35,1956450071.91,1571887003.98,1701307578.13,1269380719.76,1166845074.91,1222990767.65,1401674679.41,1181828365.90,1479457104.15,1529362514.46,1986440504.29,660352658.70,503480177.19,562798843.16,747572445.88,278463740.15,375654701.24,334786543.38,338230921.44,401160293.23,388593644.63,316054965.25,390637195.72,320492219.93,321829191.48,0,287161840.15,411003624.53,308389262.73,220066347.40,306453395.83,345243076.45,410874438.57,0,314780869.30,279538993.48,300566335.34,288004719.18,254349877.52,196691904.07,250112569.41,216084611.97,190377916.67,176503860.00,217252575.59,0,125442443.10,176758516.50,166089037.45,225248416.68,147116307.75,149724574.35,208325576.47,139023346.46,187536313.69,0,293907144.16,0,24296025.27,0,58245797.08,0,103035252.42,0,0,0,0.0
3,交易性金融资产,6364166.63,7730268.92,18609751.92,2703222.18,8038858.13,9253635.59,14154468.75,25071423.11,39197338.78,15646731.48,8967491.37,10813272.50,13876249.03,12060213.30,2281687.20,2340308.20,0,0,0,3572100.00,13400.00,0,519200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80425.00,0,90425.00,0,192905.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2878049223.97,3253127481.16,4230582332.90,4462465473.62,4669700970.50,4058819532.50,4152388487.39,4893358312.75,4821662764.02,3855064993.38,0,4560047970.52,0,2540390276.22,0,3581686922.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1240758237.17,1865165499.50,2024194132.60,1840222933.51,2215850948.58,2387830887.74,2384095761.68,2823082096.04,2610530552.06,2074648484.36,3048120777.27,2511715429.41,1846882354.71,1421429723.73,1491421568.75,1631636037.26,1469342400.75,1260219949.82,1847225465.87,1786165001.95,1717083832.88,1223468044.05,2026108961.42,2158306530.04,1843608669.44,1722039923.01,2412532533.18,2490026671.99,1986419185.38,1738725417.01,2345868085.10,2557190766.71,1791475573.00,1523729827.01,2239112344.88,2367756301.73,1755085769.69,1194506906.44,1859262891.90,1991166609.04,1383271826.20,892748372.08,1356636606.02,880425109.69,425495425.84,176893815.75,259475836.14,416855417.99,382132047.59,241290060.33,352607434.07,402419896.75,0,145033876.33,209197987.90,289138345.24,105495624.20,62462728.72,133305521.36,143514767.35,0,75599243.30,73774683.52,79872216.81,97303216.49,138061153.07,208508412.22,119406003.38,137189364.44,99107011.45,65028953.00,87910283.06,0,66263091.26,75691633.00,38855616.44,60658400.00,83467565.50,54289045.24,59618815.00,99205211.32,79907196.00,0,105572691.82,0,93237670.12,0,168005284.00,0,41563681.00,0,0,0,0.0
7,应收账款,1637290986.80,1387961981.66,2206388200.30,2622242540.11,2453850021.92,1670988644.76,1768292725.71,2070276216.71,2211132211.96,1780416509.02,1571813566.63,2048332541.11,1366799283.25,1118960552.49,1380721508.86,1950050884.81,1473335295.44,1335857544.39,1377818251.01,1993308900.76,1463087559.80,1160192277.00,1147193509.04,1516249176.95,1144807173.21,855264087.13,963510650.63,1150796995.41,880153387.28,753762080.84,896406779.28,1001666184.42,727652758.97,571218022.80,608149051.59,815019898.50,503097200.48,372563010.12,449074079.98,590080988.03,391538842.56,317114097.62,285150344.78,367211998.44,289415113.61,282278322.28,397820483.23,345638701.93,356001253.96,223847987.50,258578269.87,166055090.84,0,270510386.36,168056738.97,183042908.52,82057339.20,95783745.92,164702007.51,122178371.36,0,96424740.03,472426008.42,445164890.93,431690107.64,398255108.92,430598178.10,450606777.17,424925501.89,428431260.53,411593524.83,466913247.94,0,486624135.55,674282927.68,643426420.74,569610326.65,670886879.11,674975485.59,522456053.98,590948905.65,544694086.20,0,465755549.41,0,187746937.26,0,84982416.11,0,106821981.50,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
