,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20121231,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,231522818.24,295456485.33,133885314.10,143346052.38,171668838.67,226592244.76,79796925.63,64848520.47,112128264.47,230272648.62,142158831.50,142621652.24,211456827.75,337820951.66,281871781.43,401249838.37,427792767.32,520933858.91,410484279.58,452032233.69,463570072.78,510583132.75,125695801.24,0,154700968.47,119262474.26,79454842.04,122722200.00,71581500.00,0.0
3,交易性金融资产,0,0,10083819.67,10038667.53,0,31177600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,64216964.75,46277862.13,41203647.02,32352733.09,25714132.43,12674468.99,7786870.10,10121977.03,7935350.51,0,1843267.38,0,933014.55,0,452152.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.0
7,应收账款,64216964.75,46277862.13,41203647.02,32352733.09,25714132.43,12674468.99,7786870.10,10121977.03,7935350.51,11574335.45,1843267.38,2692765.47,933014.55,1247308.59,452152.08,795422.85,361257.42,1541301.60,928458.76,828085.81,380236.12,2057228.99,590312.49,0,743581.63,67373.02,3647972.65,403000.00,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,10475668.25,7711192.32,5539832.31,4442005.34,4734337.42,6045118.18,6172943.20,10892621.57,106875878.74,12463561.65,4544422.56,2098480.59,2313233.92,16817527.11,59256743.64,15786966.11,9729917.06,11361832.84,6204940.47,7968324.10,4604521.05,5553817.60,3236170.18,0,2068095.36,5948829.85,2531817.92,9521400.00,459700.00,0.0
10,其他应收款(合计),10621533.49,11221741.87,15391798.22,11710870.34,27224880.45,30754013.11,40685227.83,38968675.05,32039394.16,0,19687383.54,0,17533872.54,0,5651207.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,110168.00,110168.00,110168.00,117317.05,337638.09,337638.09,368041.54,1563412.51,0,0,0,167835.36,0.00,0,0,0,67092.22,0,0,0,0.0
