,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20161231,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,
2,货币资金,289178155.09,464479878.47,439097040.49,419441944.83,225399559.13,296178424.67,140244029.01,300292001.11,323568388.53,907259469.15,113694143.69,136434225.92,295644623.85,110495049.01,39731278.06,0.0
3,交易性金融资产,920000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,79685122.58,54347183.95,39622378.58,50679970.84,31620933.27,36775374.40,31287872.75,58973943.28,49150825.56,0,30741098.22,18847647.04,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.00,0,0.0
7,应收账款,79685122.58,54347183.95,39622378.58,50679970.84,31620933.27,36775374.40,31287872.75,58973943.28,49150825.56,37698832.53,30741098.22,18847647.04,43786704.85,28052069.85,34871849.26,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,30285321.63,27887652.12,28304726.05,24722402.22,25426400.26,22818649.95,23923183.35,22705197.86,24598599.16,20410472.96,19317920.36,22156651.12,19608229.36,21760501.82,8700659.18,0.0
10,其他应收款(合计),171533799.02,171896918.45,183742928.50,169643871.59,179619580.60,162328402.03,160244534.72,158534645.21,158546769.35,0,153345676.24,146231633.61,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,13456007.57,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,171533799.02,0,183742928.50,0,166163573.03,162328402.03,160244534.72,158534645.21,158546769.35,156647938.44,153345676.24,146231633.61,118184143.15,206619604.40,77776044.97,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,48980693.03,45992416.83,38932686.70,42139536.80,42160588.02,41098901.14,34131413.71,37994632.02,28392904.95,30032574.68,24960730.46,25501171.45,17583367.53,14452587.21,10061612.04,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
