,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2723934346.97,2843674846.56,3198114414.55,3009035880.12,833635206.77,1229297459.04,453882945.74,1319432201.87,1111494499.74,1186300206.31,1374198567.47,1006670082.51,1972885942.80,1575991564.01,807263393.42,1241295490.47,953292630.04,1122514305.19,1183438996.36,1017371066.67,1035074890.00,1000152492.98,966309914.65,1021062241.97,911629294.26,824248199.69,1264324074.86,1047499331.16,1210143635.27,1370900627.61,1062829146.10,705124284.71,619278520.23,934886550.90,725333955.83,643698985.14,1153249108.78,763517386.81,1030467114.62,688993306.14,680919008.93,527284902.56,731939854.10,468479599.56,333183593.49,214836398.12,376878106.41,342623578.59,205051358.55,415874184.87,330720092.47,259422839.66,343746529.93,304533687.49,284181895.46,341369724.18,293739747.26,252962190.11,202446059.32,243579546.10,263591871.23,258052270.61,209084396.11,170312494.27,222312893.88,284986823.05,259277315.60,201845782.11,188638713.35,165061842.73,144188909.12,165270997.97,187020100.22,164040995.18,205932738.93,319837047.83,328482473.13,273200571.48,140296221.79,141137772.57,0,56296876.19,22114361.31,9130678.60,0.0
3,交易性金融资产,2829752251.11,3029288480.24,2658655512.17,60416429.12,81804481.95,73803862.87,134737862.85,119656247.88,121136312.91,134408509.56,143020429.70,144673766.01,134667331.71,127287209.93,141055914.84,137610742.92,110946057.82,65222393.12,207011500.00,191632841.47,285241054.66,254467524.69,218506415.04,174564815.36,149623828.62,151106070.72,151289047.77,133970171.97,151721938.74,157444939.08,110466691.01,109839453.87,136431449.55,163734633.00,164463838.00,160832818.20,126534212.00,83159511.32,90329923.11,0,43984800.00,0,540215.00,305880.00,267090.00,381480.00,0,0,0,0,0,5540.00,5540.00,31878.20,30584.00,36542.50,20141296.80,20139203.80,20140798.30,21385164.85,21387122.85,21393050.25,22539336.85,23439217.25,23271305.60,23366086.10,23278894.71,21839097.51,23837557.78,23796587.88,24079950.95,24152453.87,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,849130053.15,941379558.07,983929600.89,866098847.11,873818251.00,930237964.45,1078939895.22,931793898.72,0,899064176.29,0,607642802.74,0,602632467.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,144884658.22,138368142.05,192055867.99,52853377.65,36766244.33,103536933.88,293400874.41,72388749.78,31731400.38,263562700.17,312538156.38,108390186.54,207916984.94,166449943.13,126662685.36,73251404.11,130201405.74,75945734.43,82618021.71,93232659.90,95398443.27,262649592.74,197187464.24,71740414.92,96015099.88,194829936.53,107316074.31,47719410.95,48634903.49,94588860.17,64028551.48,46628759.07,44167033.62,40360689.56,31008430.75,33549456.59,21731954.75,23881368.68,32948985.44,36145245.00,29387155.28,20380194.12,23840963.65,37159821.92,36887566.70,19150081.24,88602397.05,95533925.95,14287224.30,13910094.02,29340770.28,35890700.14,40068598.01,31507327.85,16983398.23,27214786.42,27317138.82,24407051.30,23840221.68,19174095.69,10857738.60,13227585.40,14596362.73,16610996.84,10922358.07,10837823.18,14620428.00,9486482.00,12305365.75,8611885.75,13683875.00,12607600.00,3125355.96,3692428.10,6823750.00,7754671.48,3252600.00,1140000.00,9404467.00,0,0,0,0,0,0.0
7,应收账款,704245394.93,803011416.02,791873732.90,813245469.46,837052006.67,826701030.57,785539020.81,859405148.94,887477948.66,635501476.12,654193672.65,499252616.20,328444975.50,436182524.00,312797861.77,359706632.75,371634271.58,348231086.17,348407575.59,339657949.64,378152372.76,349511513.88,383980587.48,466569718.65,509641199.61,560160230.54,412484021.07,510232949.12,401463087.66,468269304.77,503525121.18,570641898.52,263672162.05,209571004.25,210417429.83,219145630.17,93527041.97,112358732.92,116557119.23,58855481.16,145529182.67,120228831.76,108868881.02,176465408.85,132620820.07,185027896.29,290647397.42,247397049.17,313643335.56,331318123.42,424306148.69,375647307.87,351597630.61,359294909.83,389763889.08,359212910.67,366969377.95,383296417.73,387384251.71,405218208.25,376980509.52,340814355.44,346984203.87,398273651.62,290005272.66,289739861.90,311690947.54,384205109.00,365769724.52,304855921.17,289710974.93,338351241.18,342458516.80,284565294.86,350880797.09,306027964.45,506398568.39,392549705.14,293530009.05,74330856.65,0,93569400.33,160009648.10,61274192.28,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
