,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,781524152.84,716554967.72,1780574534.60,1031431478.90,515811146.28,623942862.01,481582404.23,757559618.76,1323554249.19,1385819674.39,2049037084.68,2160407289.15,551968425.33,653212204.41,1571376117.15,1729934463.59,1180090318.11,1311209301.69,1516196488.50,1634615745.84,1284999795.68,1183404815.18,1440273036.35,1542307342.06,1224930968.67,1354445787.59,403390526.72,421556760.78,286297216.47,356729527.11,382131531.90,724525420.57,375407588.58,40922291.98,44849030.08,51423211.51,43294009.48,46776706.52,44716847.71,32755980.85,43298901.43,37896464.49,24123257.36,33361802.86,41291496.91,34658543.73,33480705.64,33566307.49,51259152.77,39814731.65,36246940.64,46819576.77,55890753.39,45645567.42,42160720.14,38988772.86,35105739.48,46291981.85,39715179.14,55287908.21,44304902.09,67503355.03,63733096.17,74373971.70,44170723.99,57952357.51,65298585.49,53237823.67,56061801.28,53255841.05,46042323.59,53429546.92,36888384.53,30575559.58,24124.98,57587.24,182554.84,432061.37,2474378.73,4680032.21,7564793.76,0,14126530.26,0,40147207.32,0,49032500.00,0,121169212.70,85078768.38,77429391.18,90231211.29,0.0
3,交易性金融资产,1161820501.84,1397942705.69,1313181267.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317387.04,0,1399436.24,0,1081380.00,0,10144725.85,10200000.00,16200000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,227209078.64,227051645.58,227353988.82,202148392.98,228642973.22,139785101.10,103048429.41,152295517.16,0,56450360.70,45614897.21,388071533.56,0,485169385.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,90806250.90,47876936.72,107281392.85,164230433.24,126120683.52,16183470.65,27377406.95,105703168.62,125913637.86,61319397.77,53168328.56,41747572.24,11428878.60,12127129.00,3291047.00,770000.00,5500000.00,3825034.00,4106718.00,5438619.80,5293619.80,0,610000.00,560000.00,0,920000.00,930000.00,1515223.08,1787997.08,1951816.00,1513234.09,723626.58,2933875.96,2408370.11,3343271.30,2776482.12,2471695.52,4204122.62,2814174.62,1489563.20,1452381.61,2317299.90,1950686.72,12991175.08,16800887.22,23145734.17,32732588.49,19116312.31,20896175.14,11446253.27,11550778.78,18236453.85,17213224.35,5835164.77,4838948.00,3593285.43,3451448.40,2409415.77,886628.64,2579472.99,2195846.18,1206902.63,777326.87,0,0,0,0,0,0,1902000.00,0,6339307.00,0,44930655.00,0,0,0,0,150000.00,0,0,0.0
7,应收账款,227209078.64,227051645.58,227353988.82,202148392.98,228642973.22,139785101.10,103048429.41,152295517.16,79671940.91,56450360.70,45614897.21,297265282.66,396535398.53,377887992.93,321242398.61,313110742.34,408684002.41,384476569.53,324686508.75,308494460.26,422371604.45,397934684.57,313265169.22,292871073.98,407477475.86,347931323.22,228529467.54,184478999.75,325680739.60,282451263.66,191545580.37,138868515.30,315131621.43,89677780.05,68503455.54,61083628.80,89052112.45,67318027.72,73940865.00,62501166.00,57498640.23,61209667.59,69295765.37,74577704.06,88889026.39,90836367.85,99924395.33,90170916.32,85269799.36,82266304.81,88664959.37,93984132.64,81728886.10,84595627.69,74339020.82,97215051.00,90515346.59,77901310.03,95775661.49,74100860.07,106109362.48,88011714.85,83664215.70,65412383.26,87276873.02,74935985.34,67563046.18,70362746.38,71727149.42,88940461.51,92467798.71,83684010.26,87375298.04,84864872.72,0,0,0,0,351724.50,131866305.34,165829421.99,0,205474726.93,0,165131489.73,0,0,0,46408447.64,13525208.52,39060378.44,67298453.02,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
