,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,
2,货币资金,47576236.79,65661676.49,29050201.66,28371175.58,19125042.89,30670479.45,26520001.06,22286246.75,21538503.63,20297589.76,39677493.43,90611855.26,22347933.32,19082509.02,10831456.51,20895702.11,52021280.26,98992984.10,96555062.47,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,138044754.27,112520782.11,94861243.52,106713615.47,130631156.37,102154093.07,94075030.23,100600836.73,0,105542282.87,0,97143419.76,0,86849629.71,0,0,0,0,0,0.0
6,应收票据,19237896.54,4799779.31,21892710.07,33597664.77,30888098.89,21240634.53,25086898.59,33281240.98,34644274.11,26312549.02,25936140.89,34830917.27,21806403.95,17728933.49,30235104.62,14130856.92,10919984.01,24161417.78,26438328.81,0.0
7,应收账款,118806857.73,107721002.80,72968533.45,73115950.70,99743057.48,80913458.54,68988131.64,67319595.75,81188808.77,79229733.85,66594936.65,62312502.49,68436112.30,69120696.22,52656167.13,50869829.14,42623404.47,42214549.44,46198333.98,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,11445126.13,8078016.02,10501889.51,13209177.42,16766538.93,16818094.07,15270968.16,14862303.29,10759035.68,9763907.13,12405019.32,7553728.03,5020996.85,6212226.73,3692019.35,4845879.17,5469189.56,3647931.38,2185609.93,0.0
10,其他应收款(合计),3260035.60,1780940.54,1461634.92,1487063.12,1303062.76,1740027.10,2020300.04,1580242.82,0,4614361.01,0,550014.49,0,7730562.26,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
