,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,892750404.63,511705194.00,506932566.47,375292956.04,617382350.94,386173175.12,692925703.15,636476051.80,1022423013.50,725171164.95,1210296227.02,1331893363.17,1147069150.50,958850788.60,1159113539.04,894343819.70,1194198756.40,984717352.65,820079601.48,1071885234.41,858045148.31,854899281.93,1020041168.05,1102033377.27,1054519306.91,1042460120.78,1258021793.94,1071878526.71,1289913630.24,1233022497.25,1029622883.41,1072255145.17,498416626.74,421852204.01,411025529.88,375541648.37,120724451.29,76521022.69,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,533282678.71,602717474.26,571550890.58,622926980.00,749314115.98,405664351.36,457362030.64,412552864.86,448360438.60,0,279421894.86,0,206575240.50,0,165145700.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,12733724.27,14368900.91,2929072.00,7169456.90,277836.00,0,0,4068399.15,9681392.55,13668198.09,7161646.52,7298289.53,0,840000.00,3037183.30,16181781.33,0,0,0,4552184.62,0,0,0,1000000.00,1000000.00,0,0,0,0,0.00,0,0,0,0,0,61506.00,0,0.0
7,应收账款,533282678.71,589983749.99,557181989.67,619997908.00,742144659.08,405386515.36,457362030.64,412552864.86,444292039.45,402441881.86,265753696.77,217939540.85,199276950.97,182412004.72,164305700.76,22407313.77,27831130.27,16716302.06,18081299.64,13325335.35,21562350.44,14292638.47,14870880.49,15653286.56,18271129.13,10958566.16,9593792.82,8905443.47,13721669.61,6188409.06,7608026.22,3141621.26,2155241.96,17739220.11,0,0,2542393.80,58114487.15,0.0
8,应收款项融资,6772770.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,33339259.41,82198972.53,92636591.86,70186070.98,49976883.99,61553528.76,125647100.85,103484663.23,66686004.80,82337026.35,76525580.36,48567060.74,23924396.88,60726757.57,51116122.55,66723382.94,46742137.81,101678229.17,124644947.77,177649186.31,98139112.67,123770494.11,118485525.86,100138394.49,77563162.09,115152574.15,73968857.25,70394996.24,82382938.31,51710079.44,56499884.19,51317028.83,48598333.91,42715150.22,21750278.94,20247607.03,14994647.53,44713416.19,0.0
10,其他应收款(合计),65212921.53,54480864.64,47429025.44,24473678.72,20451538.67,24842485.57,23148792.77,49314908.06,43306882.87,0,54833031.54,0,45495432.06,0,29148396.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,12590.25,8118.04,5007697.57,4611723.19,4275026.07,0,3964010.44,7879603.58,7814151.35,6084971.15,7617286.44,7027831.62,5125240.52,6724452.74,7239109.24,3439644.80,1710773.08,368689.71,3257112.77,3410370.85,15216772.58,13844240.00,16291186.53,16820039.28,27773093.09,29317142.29,24269388.61,21500645.64,21073991.18,13108071.45,7122638.89,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132179.25,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.0
13,其他应收款,65200331.28,0,42421327.87,0,16176512.60,24842485.57,19184782.33,41435304.48,35492731.52,40893938.91,47215745.10,49318976.90,40370191.54,24412247.05,21909286.76,14884771.73,17255676.35,16408855.12,12680757.42,10784654.62,12148977.32,12309935.41,13708538.47,13884102.00,11055397.65,20328975.23,7212882.37,8127817.64,7606225.25,19069130.99,17475917.48,19664597.80,14615927.63,14521541.72,15084402.96,14897827.48,49644900.53,57726682.18,0.0
