,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1979245002.17,1995338802.25,1528063784.69,1947381513.31,1778725159.02,1979105018.40,1285935653.92,1163829289.28,1093212241.10,1100794967.12,1195077044.21,1207487368.27,1376863718.85,1087155514.44,872946792.66,944138817.61,977211260.37,1370881198.85,1419095341.67,1501333330.70,1174425037.05,1418746462.12,979928365.65,1311944365.15,1310046865.72,855921367.66,433189081.16,767486230.37,743341113.07,1050202189.18,823484222.69,759680529.41,464624682.86,596228266.94,560540830.10,338540159.75,458858133.64,521949020.13,494735380.38,455952985.80,1291004281.36,445819226.12,586014797.26,518218850.18,424062494.97,558058440.33,621593930.46,759711585.86,308183644.37,262743945.38,176637442.64,160063637.82,158504037.14,47934799.12,70952519.41,47163140.52,110516481.93,58796796.40,18662396.21,54921704.32,106340148.10,366770687.92,96957136.65,60880261.81,59603871.44,0.0
3,交易性金融资产,80442506.35,80442506.35,81997780.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200437.20,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1599144470.80,1675422461.90,2158290153.19,1678484241.05,1809791306.97,2537149696.52,2718428184.01,2652343723.49,0,2926848950.80,0,3127826204.75,0,2736200075.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,671409220.35,827136699.48,1015673019.83,715057799.71,871476676.36,1475633713.62,1844883231.65,1747085553.32,2415644662.78,2144631438.29,2401491457.15,2288542418.54,2189236410.45,1965702048.77,1877460121.29,1716932956.28,1620163666.20,1396124379.57,1409610088.04,1629933707.08,1795825388.11,1443845016.85,1569470511.22,1496628807.98,1240943144.80,810096593.51,925246873.28,947290054.66,1234381019.91,1279286623.14,1089946574.67,1043651710.16,815348734.19,802486436.26,703951566.38,696351897.54,262774980.17,197374565.19,178930383.61,208037394.99,206081998.13,174828336.48,170549429.35,164935094.10,145851167.67,99604779.68,145130496.60,116029595.28,147300930.39,166444088.46,68809209.35,54472842.34,42248896.13,16907008.25,20073540.47,14896069.86,33970917.98,28917488.53,9163244.76,503537.66,1405751.81,0,8767860.00,0,0,0.0
7,应收账款,927735250.45,848285762.42,1142617133.36,963426441.34,938314630.61,1061515982.90,873544952.36,905258170.17,686701581.41,782217512.51,693998395.23,839283786.21,663516313.13,770498027.20,830117627.19,876111383.19,750900553.19,794315707.10,697910687.52,612116219.38,566639459.27,557066712.25,509953717.02,634774810.87,572105340.31,422112053.05,445099219.16,374282735.31,295257434.19,381172535.87,479666886.37,403670121.47,519422423.50,451197570.68,516373464.65,478537441.63,428954307.39,395015576.65,283434926.82,287907054.76,255686182.78,275553029.28,259052154.26,260923695.11,391348050.58,315593796.35,370242058.26,326680851.74,375879648.45,361523081.60,405400715.51,379495812.95,369089364.82,392951382.38,360369931.54,327933886.82,388510632.04,394591261.64,401384463.49,271805004.23,250191201.91,235942237.08,135693413.04,91061128.52,71355893.87,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
