,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,53452914.74,68494575.74,97425313.13,108916152.75,38922973.36,337999887.98,372329677.22,604387971.85,150115595.99,155790115.16,190902846.38,205768179.38,212913438.57,214425413.71,15934929.74,12437203.65,7211495.07,8432309.61,14772879.71,12878897.73,10572296.56,9795580.38,9737088.86,7568711.02,5727027.98,4288213.62,20293435.71,15320804.58,8286510.04,2764068.27,2291982.37,1895122.23,215835.93,824970.63,2132096.77,2145712.27,104264917.95,99980834.95,133727402.28,141619236.01,138848282.96,182546524.60,204418988.41,130480504.48,140490405.87,128239020.95,102344160.34,101203149.56,179045351.22,158491654.12,182806953.89,86032833.71,73221265.89,63400441.34,77242992.36,68295493.07,39621415.78,0.0
3,交易性金融资产,0,0,0,0,0,0,30000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,165329005.35,158536395.77,135046474.69,124335740.52,126017247.96,97182527.41,166940896.47,167124344.59,73703783.32,74334503.93,80057528.14,58758372.23,0,26933728.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,50000.00,50000.00,0,120000.00,0,0,0,250000.00,0,0,0,200000.00,0,200000.00,0,0,0,0,500000.00,500000.00,0,0.00,0,2020000.00,0,0,0,0,0,0,0,300000.00,520800.00,567783.51,20000.00,0,0,0,0,3590000.00,0,200000.00,120000.00,0,0,0,150000.00,3500000.00,500000.00,0.0
7,应收账款,165329005.35,158536395.77,135046474.69,124335740.52,126017247.96,97182527.41,166940896.47,167124344.59,73653783.32,74284503.93,80057528.14,58638372.23,47659846.37,26933728.55,99037.50,13537.50,2536404.80,2606404.80,237500.00,142500.00,175000.00,142500.00,175000.00,166250.00,2347082.17,2347081.41,1323891.41,4212691.41,1731974.16,1556974.16,1584474.12,1669400.67,1671787.75,1671787.75,23555670.93,47161339.23,21164486.25,35534622.27,41006636.11,25858594.94,26170719.40,42922721.99,21613544.53,59366699.16,37075691.88,60363941.92,60546890.76,22220605.81,16462259.01,19747691.83,20619315.10,19268921.98,29943812.40,31148904.37,20754028.09,13811371.73,27091636.59,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
