,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,939173422.81,291021820.28,390420692.39,518111270.97,800333947.59,570830506.53,610162301.53,779812394.63,935636441.82,756276615.54,745336474.70,705830789.65,857203261.70,707566419.43,700031697.90,776714067.87,816355710.51,542549747.25,495543631.72,402797024.54,516345801.40,397795230.40,495452283.69,390696068.86,460335404.62,282721110.68,327068473.06,298595443.06,391624439.36,256397508.76,345047521.15,329102842.99,380241424.35,328160752.69,429154418.09,465412776.74,556313906.01,430999008.45,506760776.29,549500369.69,593875517.41,619902112.07,687913310.28,686904795.83,720380562.06,613483943.35,643891677.86,709827968.25,746336273.93,711299276.71,658572111.07,225351826.39,275934370.72,258716134.12,266211745.10,272698828.98,290174630.84,236226421.11,216369579.09,213562308.43,224921746.90,206691685.06,58293652.87,76063590.90,59324856.99,23178708.16,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,10000000.00,10000000.00,0,0,0,0,0,0,0,0,20000000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3048177525.88,3536630379.97,3221511501.30,2958081641.16,2687841832.97,2852648655.01,2565520418.23,2412277910.28,2297791439.95,0,2152262095.97,0,1756072125.37,0,1668942813.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1517081347.68,860200831.43,882315289.96,1069328820.81,1238976984.58,564207311.79,720460191.08,907569817.45,1064404304.96,464523268.55,563535732.01,798716872.28,892029022.05,371480204.83,427752192.51,526848579.97,655283347.34,336599200.15,335902028.91,463035618.44,508702581.90,177324671.73,178143010.65,308361824.77,373627539.74,137895052.25,128286976.72,176211812.77,241205115.91,103686924.29,65883025.72,97143366.26,157912765.72,90913852.32,62217551.01,91289925.80,110246936.09,54244379.99,45153851.71,60268379.49,57712596.45,40004010.52,26181944.98,41478128.07,63789219.98,29869785.96,19946319.87,19936864.54,32602731.30,18404172.80,14419818.10,22668010.13,22154256.70,10947118.34,11872489.88,9045928.00,19513947.18,10928120.80,5882818.00,4254172.00,6250669.00,2146311.53,3376211.40,5066480.00,1478939.50,0,0.0
7,应收账款,1531096178.20,2676429548.54,2339196211.34,1888752820.35,1448864848.39,2288441343.22,1845060227.15,1504708092.83,1233387134.99,1773345945.35,1588726363.96,1272653805.51,864043103.32,1398586167.25,1241190621.46,986018354.56,694187950.35,1129845875.95,1059248155.68,913964832.70,644461599.61,1031120723.89,891885157.62,731886594.40,479583501.13,777280285.22,689488015.44,559519981.50,354802909.87,623747831.67,535745464.67,434505251.78,241762946.85,420533519.57,398096157.17,308202135.31,209301270.60,382949323.61,335385519.25,303793487.17,219521141.57,246580034.35,227532011.76,203804092.72,143800046.76,214326453.24,202297432.86,173805444.87,117251675.64,212135308.94,207859571.83,132752921.57,94998725.30,161987169.97,125020970.73,124617303.80,57371951.06,93987605.84,76488989.91,59185621.16,27170319.54,46951068.80,37104423.11,14954993.65,14668115.29,6385445.73,0.0
8,应收款项融资,204689026.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
