,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040331,20031231,20030930,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,192911000000.00,186330000000.00,181081000000.00,174015000000.00,210204000000.00,204475000000.00,215845000000.00,236504000000.00,225837000000.00,278920000000.00,264035000000.00,286176000000.00,222173000000.00,262536000000.00,312769000000.00,279536000000.00,264094000000.00,299393000000.00,276285000000.00,284119000000.00,292248000000.00,286689000000.00,293345000000.00,268080000000.00,262227000000.00,229464000000.00,237562000000.00,216634916085.00,227152000000.00,220773766433.99,190904905457.99,198412054566.52,172473379378.15,149564886773.47,158780048444.72,148805299944.58,141399550009.36,109460756569.83,112287257580.87,106408957393.17,91071727975.04,134023313090.40,82596949928.42,86377943660.67,126433352681.84,83725910956.18,109151125806.03,79587446896.58,83031499599.41,66320310092.54,71029891186.06,51286056468.84,66372573792.60,37621812260.31,42115329635.87,38934793989.47,36859172794.82,40080228600.09,40483117061.45,39401515851.80,60088394044.31,34806362235.37,36775220734.46,46025468117.01,26014539784.39,29629895523.52,42989404336.07,39384349208.42,25155531347.40,0.0
3,存放同业款项,15938000000.00,15512000000.00,15950000000.00,11145000000.00,21871000000.00,20590000000.00,19438000000.00,22397000000.00,56866000000.00,38838000000.00,59745000000.00,85062000000.00,133780000000.00,49007000000.00,63241000000.00,82978000000.00,49494000000.00,27996000000.00,35988000000.00,46833000000.00,62666000000.00,56130000000.00,44156000000.00,35224000000.00,40204000000.00,64193000000.00,113312000000.00,79348936549.86,87408000000.00,60358502857.19,64183302721.10,76342867607.29,101662126216.61,48577469431.40,28434805815.30,20709052806.32,7529858290.74,7187583785.83,6658714585.40,7396273644.35,9473615449.39,4089078862.11,4689320910.76,4334290311.94,6744270266.41,6268496172.15,3747626103.74,2696967390.43,5451984417.06,5589135517.61,3759923579.80,4005866753.27,5182300860.67,8206004841.13,9122302054.19,9802908590.93,7254872077.40,8581958579.44,9154672800.84,6114491015.46,4522699248.52,5694281316.82,4788163653.63,2907504080.47,3028847410.86,2854750806.35,4634363060.55,2182785969.43,2628656004.17,0.0
4,拆出资金,23461000000.00,33192000000.00,30742000000.00,20660000000.00,40663000000.00,44335000000.00,54798000000.00,6907000000.00,15220000000.00,8359000000.00,14956000000.00,31202000000.00,15868000000.00,37293000000.00,18178000000.00,21230000000.00,30972000000.00,18114000000.00,27908000000.00,9301000000.00,19108000000.00,2017000000.00,2299000000.00,5817000000.00,21606000000.00,39617000000.00,34284000000.00,53105555235.09,31434000000.00,53711076404.08,23303550754.28,14383374873.09,29935629000.00,34495317113.12,24367804000.00,25918570137.80,36485612200.00,6275104190.96,9415706000.00,24977830955.97,22889762110.00,27630760671.50,10595746000.00,11074887502.86,16160000000.00,10891462466.40,6913207633.60,6789755910.61,10047469955.20,5983042551.97,2487079800.00,1255518746.10,2590697000.00,0,0,0,109709140.00,1554446560.62,388066200.00,2022116198.71,1669128000.00,1365488696.77,77609778.78,717144629.89,911238363.15,2033849411.06,939046675.59,5185540902.49,4151142957.12,0.0
5,贵金属,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110212163.40,0,8955359.47,1937641.93,2415378.96,52961741.96,3087587.16,7818282.82,6450333.63,0,0,0,0,532884.62,9368619.32,9350894.01,9486843.79,9499910.26,11545042.83,9741174.78,0,572190.00,349760.00,804940.00,0,7940000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,89783000000.00,58680000000.00,66625000000.00,48426000000.00,12470000000.00,4735000000.00,5063000000.00,5328000000.00,3206000000.00,3628000000.00,5912000000.00,8018000000.00,4939000000.00,5258000000.00,9347000000.00,12543000000.00,11872000000.00,9595000000.00,9719000000.00,7971000000.00,9066000000.00,6425000000.00,7008000000.00,6046000000.00,8699000000.00,10373000000.00,11185000000.00,9218965101.77,9757000000.00,9411315563.34,9894208739.31,9489862229.31,4004590925.61,1804553414.65,858598078.85,106545670.62,106446265.00,1269532656.75,1937737382.18,3111514063.12,765724114.14,4071200499.25,3173086541.83,637127947.30,4817684347.61,3380085053.55,2428347977.38,10269043086.94,3042194314.80,3571207718.76,3127583113.72,1718278307.46,2768745859.81,0,0,0,6746730469.04,7437348255.07,4702470541.38,3290950456.64,2332122194.73,1715794713.51,3585032461.92,3830998847.36,5897998817.29,5001987708.24,10404209191.87,328664582.04,1020914799.85,0.0
7,衍生金融工具资产,926000000.00,1654000000.00,1140000000.00,1358000000.00,1130000000.00,1536000000.00,2709000000.00,5943000000.00,3256000000.00,1825000000.00,967000000.00,556000000.00,803000000.00,289000000.00,553000000.00,392000000.00,191000000.00,318000000.00,754000000.00,705000000.00,625000000.00,389000000.00,409000000.00,213000000.00,531000000.00,139000000.00,151000000.00,119060536.59,171000000.00,11255200.52,175534574.43,6426167.43,201841023.09,21481877.66,32947112.61,21464541.60,26053598.57,0,32098571.55,18561168.28,24215651.59,4835819.66,81639792.42,94871273.55,443130737.17,0,26912294.91,0,6185797.51,612537.16,311427.30,0,0,0,113496.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,买入返售金融资产,24050000000.00,62153000000.00,113063000000.00,26230000000.00,1723000000.00,4502000000.00,8298000000.00,61459000000.00,40203000000.00,18417000000.00,88746000000.00,80346000000.00,122032000000.00,159236000000.00,191722000000.00,199842000000.00,245297000000.00,189679000000.00,162930000000.00,107966000000.00,123136000000.00,309629000000.00,345346000000.00,374604000000.00,327447000000.00,221141000000.00,155345000000.00,223803024187.45,239109000000.00,236402059048.42,240307100439.52,164189304672.36,197867971987.55,164900749531.60,257958992381.31,293496923752.95,240084250169.41,292696378943.88,236854879800.21,208858854148.39,209952003989.19,142512213245.82,198395962454.49,170308540389.70,135341883856.87,130048813452.20,97940970020.80,102339068842.45,117553440181.30,86136266597.60,45005025975.76,21001348178.58,29735660962.03,15260448820.22,6409027582.99,12572165918.14,12364883342.47,8274198609.00,15661094330.87,7795150336.20,11056523176.80,1048680684.93,5900194655.32,4673400000.00,0,3030000000.00,0,2300000000.00,760000000.00,0.0
