,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2780081602.24,1130471156.93,901413411.49,1002618585.80,914945871.51,926416386.23,864564201.28,716113761.31,533120366.33,751027084.96,655808327.24,656021732.36,522900734.30,496124191.99,483036763.85,421742870.39,475727409.63,482768356.11,738957591.74,552269858.99,525764233.52,376865916.49,343480758.42,303760509.89,352925470.07,704953717.77,536543502.49,94192.01,4361172.19,1309260.09,1391586.88,1380532.86,1556576.69,1700537.17,881431.28,639842.67,1000880.84,887497.24,933896.70,888553.89,891710.62,1591265.25,570648.64,959742.92,2863030.39,575940.29,885366.54,343239.16,946647.81,563488.59,326866.31,667214.54,799432.48,1831906.29,1198286.83,1173052.24,1405527.07,1697330.06,1307265.29,3119871.70,2788987.02,2209475.37,2080845.43,2294643.82,1740062.77,3305119.77,3833479.91,8144339.04,7528040.90,9250437.57,3925241.16,53196181.11,51640872.58,110632958.23,25961078.05,16432726.23,16756835.66,23404742.91,23876073.82,2575760.85,6198974.14,0,12189096.54,8289749.88,5637718.22,0.0
3,交易性金融资产,445273168.82,286173604.07,160836823.36,203355835.82,278592590.24,208325850.99,0,0,0,0,0,117086.52,115850.00,6262.61,114757.00,3111490.00,111490.00,1218205.00,6618205.00,2118205.00,11118205.00,4224475.00,31263375.11,1218633.88,1173796.63,1482815.00,1730780.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16120.00,16120.00,16120.00,16120.00,0,16120.00,125400.00,141400.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,189288573.82,665693183.81,543930618.74,372679518.04,721663617.75,865576596.81,1026660048.39,929206297.66,830094720.63,0,276323399.55,0,237467133.21,0,293837644.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,7919119.33,533240812.74,409990626.92,228272803.29,576829644.16,771770225.20,904081419.87,782340088.15,682373258.59,248498954.44,140952513.24,77503320.25,72843959.84,49252048.73,76048560.65,41619701.24,31627889.69,127774240.94,61371893.54,89699869.81,135653684.84,89916815.64,199876690.46,235947191.30,327085597.15,210223404.04,293954711.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,181369454.49,132452371.07,133939991.82,144406714.75,144833973.59,93806371.61,122578628.52,146866209.51,147721462.04,121880044.83,135370886.31,115285276.02,164623173.37,189784837.47,217789083.98,154535595.56,228216577.80,127228506.12,115898539.56,115214193.29,114445158.52,75976452.07,94860064.50,74827854.21,78137684.59,80014900.35,89144764.69,0,499.86,27394.77,97.97,97.97,882.76,2039.51,16389.51,1849.51,833.00,1590.61,1590.61,1590.61,1590.61,488.07,1007.07,1526.07,2045.07,2045.07,2158.69,2158.69,2158.69,650.00,1247.00,1247.00,1247.00,2402.50,2402.50,2402.50,2402.50,212224.07,212224.07,11350785.94,12487876.96,14323441.27,14323441.27,14142742.69,2092579.13,5175949.87,2186549.90,4144572.25,5137098.01,55550495.12,52091647.03,50896408.36,39421018.48,51360658.34,24267553.68,24202981.99,22595812.39,69147320.07,70386740.27,44958769.79,42920952.82,0,33452713.75,20590096.06,19810512.18,0.0
8,应收款项融资,401574784.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,92672566.93,121026943.86,80861647.56,82441017.53,95064706.92,72858558.89,59044172.34,61552030.68,58500293.77,102252753.15,67003772.52,120583252.79,89047368.30,151142129.96,78956008.03,110424690.12,173096125.59,111787202.46,54811395.88,38365406.50,47649226.14,39217240.77,44932477.64,54743423.63,49033626.46,15858347.30,74895375.65,0,42088.08,6597343.33,6187744.85,6309351.74,6224850.96,2813098.13,2750789.04,2816745.77,2761126.60,2777819.10,2987510.09,2896512.49,2710419.60,2972756.99,3028876.81,3122904.22,3160388.07,864828.68,257757.92,684486.81,386697.60,717267.58,989668.00,1153903.44,1409667.73,5617208.44,4746185.91,40503.09,185244.31,876146.18,29600809.23,4221820.34,4021872.44,44246576.96,44246576.96,40258449.27,81242960.99,38005116.17,38109242.62,32363766.20,34256920.03,25433201.05,42743530.54,42737564.55,25955243.99,19644359.46,20010194.16,16541736.96,12641478.60,5060555.87,5017338.38,10020739.27,15526915.44,0,9652334.86,4325987.02,6505859.58,0.0
10,其他应收款(合计),23953983.34,24167265.35,43353714.44,61483551.98,68976073.52,58331572.46,62891215.14,69397813.03,66075918.58,0,68457456.37,0,67652385.97,0,63048369.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,437741.41,437741.41,437741.41,437741.41,437741.41,437741.41,437741.41,152691.50,0,437741.41,590432.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
