,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,626905338.83,473346356.91,175762110.41,258353808.00,145211156.20,115475993.17,182514926.64,322220462.25,328034572.46,432499537.82,371087804.38,532003900.96,760912948.62,375481937.35,686291183.58,413490715.13,390522215.19,414469553.47,367427304.46,357441083.19,362564402.49,649553786.75,528160673.85,678290128.95,706170442.65,633498885.39,565839344.79,658408549.62,604501991.71,534055259.01,438557855.53,504847092.09,442613050.59,352205171.24,279748603.13,342514642.72,286225669.69,221220516.43,176279459.80,248836581.92,239151624.32,197822389.96,193435585.32,223497021.79,172577995.02,143170200.93,163115830.61,218495951.06,133448815.53,158274364.53,193439442.16,261943416.25,250740318.16,246166572.72,232892048.11,255338631.12,219919566.45,182086899.70,161286156.76,204741735.51,196889222.89,189937893.45,190538223.02,281546083.76,308547373.96,326190792.92,339342699.28,388399140.36,382339111.65,38082668.14,41128717.24,46084790.93,35509338.85,0.0
3,交易性金融资产,778651729.54,817646133.03,886034489.20,1000659452.05,50147808.22,0,803560.21,1102350.24,5780225.29,0,0,0,0,0,0,0,0,0,0,0,0,47348.46,77816.87,1082705.60,2024810.30,239411.25,596766.41,968164.07,1853708.09,0,0,348858.47,1322828.88,0,1233396.39,4418326.65,6092926.65,0,0,0,77211.00,0,0,69875.89,69875.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,579060.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,543710893.38,630171015.09,750027026.95,764261776.08,837440115.20,807327720.67,725908284.91,717021117.89,753592948.27,0,728807734.81,0,692014233.43,0,610449082.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,136708737.98,268047673.78,290588958.63,341633622.40,285392525.12,214573024.14,240847609.68,253594190.40,246293624.89,232822090.43,252270819.76,254806773.12,251610458.60,226690565.94,252948170.12,230309596.07,178703106.52,163408449.93,220030082.48,184475324.10,144848505.64,179102709.68,173962521.88,126381505.02,105913867.30,105113589.89,121261135.58,113036872.04,85563798.02,110313315.93,114474710.67,102967058.53,87549206.49,90306777.30,87676261.82,75575964.93,51605868.47,58296834.79,44097897.99,59838451.81,47697144.91,23637876.83,21104497.40,48850078.81,50252620.31,53426393.60,53526954.63,60967255.72,53058769.37,44891660.96,44505152.80,41904878.73,35642182.74,31717780.81,31974544.13,33962323.07,33932358.62,18564546.44,28437063.59,31712118.26,28218020.50,32772095.47,20374898.82,24196378.92,21296579.69,18247451.51,21106237.93,6975620.48,17177278.57,10250001.58,12447402.85,2091223.77,0.0
7,应收账款,543710893.38,493462277.11,481979353.17,473672817.45,495806492.80,521935195.55,511335260.77,476173508.21,499998757.87,526854648.97,495985644.38,424553273.46,437207460.31,387482794.68,383758516.07,364835460.70,367996069.35,372357306.73,332028530.31,307550579.49,313358601.78,366781798.79,351597342.02,334682743.14,342187978.23,312181211.11,312118103.79,277273210.64,276093371.73,308359404.83,285168994.38,240212477.54,228263988.39,304147520.68,327384817.17,307838391.11,313891994.09,336412654.77,318852596.88,265050094.92,206624446.62,224064489.98,201834769.16,164976024.94,173294935.19,207303416.88,181939920.70,168569152.50,182370272.73,167744853.01,153056372.01,142176174.12,138026922.49,150102557.52,138612235.63,128753859.38,123641931.19,116440212.68,111535046.50,108456973.11,102957081.76,95852036.56,108711667.65,98521211.50,101704747.53,83069768.77,85639614.52,88623666.69,84651327.57,84302792.86,84072184.19,73636549.66,91510267.62,0.0
8,应收款项融资,242256821.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
