,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1195826256.42,561974733.31,621381304.97,713451109.78,330078731.81,561043980.58,714847164.94,547150512.80,598682217.88,574948388.86,705095516.86,468993371.35,391507186.60,422273501.00,555644732.39,463098711.45,792653911.20,874799680.31,1182057683.07,917272414.71,766147784.83,664828618.31,817804366.63,588767057.94,742037987.32,517103693.70,570808307.96,665933594.27,665424096.24,1317953007.68,1152796612.47,1247448603.00,1151867818.83,593087526.84,1593150728.07,1328318933.23,2391417668.35,870929357.72,508323602.53,535566351.09,577960712.71,603136669.71,1035775586.50,769940451.27,590710802.99,587606334.45,699924758.41,1110815213.30,1150197807.75,1419048716.08,1717306109.99,1803053776.96,191971806.65,256625828.93,227763495.13,298089087.96,168054876.55,250151020.96,273471059.68,383659364.84,585308745.87,285466015.77,336180070.79,80175437.47,105677203.80,53562037.27,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1000499815.64,1089209417.20,986061094.34,1077678895.41,1032512381.03,915762514.70,1097677626.57,1326858903.21,1314597006.58,0,1180739605.05,0,1134341622.08,0,1351919491.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,20998373.09,313807525.52,214506690.88,377921845.60,252426462.14,271767480.38,413262198.82,581983741.92,414167821.85,465652103.51,329631632.16,339631843.49,325868493.28,180220012.53,312822206.08,257317678.39,507527385.89,282165645.32,274338803.10,320799511.41,360313566.01,404177739.66,812771677.30,913056176.42,1374243408.33,1253716389.63,1158577632.75,721315246.86,767214360.32,565069040.20,755666103.65,759463639.22,1016286750.38,952327588.49,1059112646.77,606563164.63,652195557.06,409007908.61,411474910.51,344609216.52,375543511.65,154348860.14,252882994.02,175950208.45,117356779.03,77942693.49,60680455.86,168810062.64,253510039.83,124229050.34,101970792.70,53260008.40,97133180.49,33392506.73,108364507.15,63312083.88,68997540.21,29008321.50,54747561.00,18898768.70,20296432.59,13353255.95,8427202.40,27521015.10,21601497.28,3934149.70,0.0
7,应收账款,979501442.55,775401891.68,771554403.46,699757049.81,780085918.89,643995034.32,684415427.75,744875161.29,900429184.73,786699132.56,851107972.89,696901053.65,808473128.80,1025351056.13,1039097285.58,1000776336.69,988164691.89,816453510.66,779227179.13,934143594.87,828127941.38,909531688.31,900748955.63,1146608907.92,751166074.22,979080060.44,924543330.14,1228107143.12,867619229.97,1283396659.49,1165599524.93,1253609073.52,860660438.30,805583645.51,653277208.59,1063316146.69,602017835.68,613021144.62,527106453.60,400344134.89,300942408.96,585455732.38,385880328.95,472250219.14,316818006.26,470315090.09,291891180.13,362842585.38,289771897.31,472345977.47,288679459.01,294451353.79,308703075.26,235001331.39,211583318.32,259025770.63,197911356.54,223403783.35,178174327.06,199012881.25,150853750.17,131063728.65,117572715.08,104386936.49,98820972.11,96990768.08,0.0
8,应收款项融资,395430757.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
