,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,82813885000.00,91239566000.00,85638590000.00,88457374000.00,84582040000.00,88638534000.00,98623844000.00,90193821000.00,86581076000.00,87858987000.00,81837662000.00,93376715000.00,79252777000.00,75609910000.00,72761350000.00,66189440000.00,61101432000.00,61575210000.00,67096990000.00,70953938000.00,62677013000.00,61876755000.00,57582241000.00,62194816000.00,58038004000.00,52705141000.00,52314694000.00,45493814000.00,43908681000.00,42127546000.00,38844472000.00,41582445000.00,34939839000.00,33052804000.00,34349932000.00,31560555000.00,28565252000.00,25297535000.00,23461543000.00,21106693000.00,20032008197.72,17383125272.72,15151123200.19,13346726265.07,14787856775.64,14078181841.78,12025110895.34,12375865818.79,9128490852.97,8808223805.16,7527710802.25,4507746433.35,4115264989.03,3436894747.16,1359950086.80,0.0
3,存放同业款项,22395863000.00,25307028000.00,26022629000.00,9251993000.00,14022483000.00,10368925000.00,12406292000.00,29550692000.00,15316029000.00,28748458000.00,22891944000.00,17027924000.00,15267489000.00,13742262000.00,13082990000.00,14199976000.00,17601614000.00,28912249000.00,34944359000.00,30447600000.00,33698331000.00,32824705000.00,25581898000.00,38964591000.00,41133986000.00,38967820000.00,29197283000.00,33222961000.00,26396227000.00,26238658000.00,25749421000.00,38932780000.00,17965686000.00,17310947000.00,12080327000.00,7996156000.00,8475135000.00,9183031000.00,3641151000.00,8818769000.00,7131626774.41,9492734892.41,10996405578.10,6444372416.24,3090758190.25,3344381444.83,3868243352.09,2390643963.62,2101797525.98,1183371602.20,970791294.98,1510640247.33,902881961.38,812008998.26,563518423.47,0.0
4,拆出资金,4817470000.00,5626838000.00,3962016000.00,2417760000.00,12243662000.00,2784822000.00,1228325000.00,2045994000.00,1660465000.00,1482831000.00,5122132000.00,6702519000.00,5652010000.00,6155402000.00,1274272000.00,1381143000.00,2211690000.00,1676750000.00,3814828000.00,2866596000.00,8267845000.00,3485688000.00,3540075000.00,548000000.00,1777205000.00,3863500000.00,2152600000.00,6667509000.00,3962750000.00,444710000.00,0,1000000000.00,0,2217208000.00,0,300000000.00,0,600000000.00,536524000.00,536550000.00,1018836800.00,2202032285.14,1719830000.00,880167000.00,600520000.00,13709400.00,450000000.00,0,0,500000000.00,0,7000000.00,14000000.00,86791597.22,224117907.06,0.0
5,贵金属,15146365000.00,15574510000.00,10598428000.00,7554430000.00,5685118000.00,4365800000.00,6553186000.00,843573000.00,557652000.00,350523000.00,180688000.00,269586000.00,219583000.00,239370000.00,1700067000.00,1540475000.00,1363147000.00,5160000.00,165697000.00,0,12050000.00,5236000.00,0.00,33159000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,211160091000.00,192506634000.00,196777224000.00,134766743000.00,102515134000.00,111838634000.00,107861912000.00,146481901000.00,96604739000.00,102973601000.00,62150297000.00,8276310000.00,10725549000.00,10739883000.00,12811793000.00,7039891000.00,9975815000.00,8560927000.00,10011458000.00,8878979000.00,4727221000.00,3964703000.00,2379397000.00,1178908000.00,3026645000.00,3378334000.00,2950481000.00,1784415000.00,1421965000.00,1623067000.00,1481702000.00,1980194000.00,575181000.00,1181787000.00,1571716000.00,353292000.00,459942000.00,672552000.00,403678000.00,622410000.00,746553254.96,2079595964.96,1284848650.00,1575561080.00,733688060.00,249822240.00,0,0,0,0,0,0,0,50000000.00,10000.00,0.0
7,衍生金融工具资产,35434299000.00,20495471000.00,25184496000.00,30257173000.00,34130879000.00,28273521000.00,46695961000.00,31333752000.00,22975364000.00,13338496000.00,10517055000.00,13939542000.00,4767604000.00,5294746000.00,3450962000.00,3537564000.00,2663697000.00,2442743000.00,1595545000.00,1293140000.00,8724224000.00,8330510000.00,7849024000.00,7193453000.00,5692419000.00,4918894000.00,3424704000.00,3375274000.00,2673675000.00,1759645000.00,1524326000.00,1687630000.00,2223560000.00,2210909000.00,2122169000.00,2249556000.00,1961777000.00,1589431000.00,1165356000.00,1029475000.00,612799561.69,383838013.61,287946505.45,225572210.81,175387330.59,148899047.43,219958762.42,28345709.00,0,0,0,0,0,0,0,0.0
8,买入返售金融资产,2345827000.00,11826529000.00,4607467000.00,3703483000.00,4626958000.00,23684364000.00,21976224000.00,1096968000.00,10761361000.00,2980480000.00,11399500000.00,19731604000.00,6598800000.00,18785680000.00,16480455000.00,10980600000.00,7600043000.00,4960511000.00,37388978000.00,17079001000.00,11072644000.00,33567385000.00,58518026000.00,39537850000.00,29334241000.00,37720865000.00,42497864000.00,35712105000.00,34303240000.00,1112491000.00,4510852000.00,3355324000.00,9743161000.00,47256866000.00,74101322000.00,83021547000.00,56538712000.00,35186402000.00,21932654000.00,8227171000.00,5167923952.75,10253548169.68,10091657928.72,9718457880.00,13161086274.93,5334144165.61,5796442158.75,4258450324.16,5301987025.87,3406858891.96,3337535092.90,0,0,430000000.00,0,0.0
