,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2056218219.31,1716664012.07,1826709903.42,2050426425.64,2407511235.92,2447710468.01,2374275065.72,2862939724.35,2823178129.25,2966228202.89,2215977030.69,2624872805.79,2661922547.26,2968695530.87,3997267379.84,1960017349.68,996502177.80,1136144008.67,1008450129.83,1131649854.96,1769991616.04,796976070.36,806913669.54,817570373.45,810495275.09,1012568282.23,807602785.02,691433729.35,610147153.09,400316672.23,623923777.16,894117843.09,883228908.58,351905870.22,166826702.04,94092712.31,92262616.49,0.0
3,交易性金融资产,0,0,494253.00,1204176.00,0,0,6432073.90,3180447.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,816134.58,568045.42,0,0.00,0,0,0,0,0,0,841050.00,200000.00,427000.00,368000.00,148940.00,0,0,299805.00,300000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1866211043.86,1875717008.39,2038876008.83,1921964344.42,1571469165.21,2418975263.11,2020796706.91,2038641292.87,0,2297023426.96,0,1726677373.78,0,1710183357.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,28005157.81,41740600.58,167162469.38,136526072.87,87407191.12,101961501.20,77042516.18,139370929.81,145898938.15,407750620.35,230198234.28,113337835.79,116678256.19,90937433.04,118941950.99,458765459.52,51891127.63,22836639.83,17980131.82,21643280.06,10584034.71,15902325.53,9647250.44,23258270.97,4700000.00,9835636.00,10622515.00,23445798.99,84288970.24,21955310.81,32466411.32,9150000.00,11001735.50,10929325.45,8949020.92,0,0,0.0
7,应收账款,1838205886.05,1833976407.81,1871713539.45,1785438271.55,1484061974.09,2317013761.91,1943754190.73,1899270363.06,2187831745.44,1889272806.61,1792940950.51,1613339537.99,1719911716.50,1619245924.17,1369797279.16,1348995575.04,1678544922.92,1557145316.97,1330684590.82,1255247060.82,929932003.93,850789372.81,742491124.28,722945131.91,572962762.17,487058907.77,343008358.59,319878488.25,425251501.12,304242273.00,242168046.76,200997071.46,320005188.68,189712863.18,141042144.40,112755622.21,22821541.36,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
