,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,54977077591.00,44549439662.00,36098012795.00,41005005934.00,37619107062.00,31233060930.00,24946674645.00,26217144765.00,24759779144.00,20735221063.00,20785359188.00,16546405238.00,15585983488.00,12862338769.00,10284387972.00,16897746369.00,14471446152.00,13429602707.00,14112767135.00,13322477064.00,14151606026.00,13364284790.00,10422194044.00,9538430632.00,11255936060.00,10219933651.00,9248764007.00,9394323734.00,8233705309.00,6747762011.00,5846480308.00,6747871335.00,8027805897.00,6803674986.00,8063111766.00,3070029060.00,2735874319.00,2969518025.00,2749004016.00,4313730860.00,3627038896.00,3565101197.00,5036505036.00,6111472260.00,6799363846.00,5454376013.00,7736186029.00,2006701775.00,1417683751.00,1196608134.00,839451196.00,1130564730.00,1140988333.00,1183807902.00,999263659.00,1190599353.00,1184176988.00,788094752.00,915392076.00,1171402300.00,1639716216.00,1463149115.00,1742767710.00,2031410132.00,2251854557.00,867806665.00,753611181.00,771722236.00,809735627.00,779435033.00,1046070746.00,1025829677.00,646185490.00,337541613.00,296314723.00,0.0
3,交易性金融资产,16782737071.00,15469549.00,13904457.00,17642331.00,25140194.00,30214016.00,32291512.00,9975250.00,2306632.00,0,0,0,0,0,0,0.00,0,0,34875974.00,54381457.00,20343265.00,0,0,0,40959789.00,32674585.00,27639573.00,99616875.00,108358340.00,82316528.00,68865590.00,74409772.00,77302768.00,49654845.00,113598548.00,4152155.00,1753000.00,0,0,0,0,0,0,2053600.00,0,0,0,0,0,0,0,0,0,0,13069800.00,0,0,0,0,0,0,1812000.00,1812000.00,1812000.00,1812000.00,1574200.00,1574200.00,1724200.00,1574200.00,2774200.00,7002986.00,13833728.00,14391041.00,12610367.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,9649021878.00,12625552643.00,12229216769.00,12950485007.00,14366874972.00,14532526488.00,13008394491.00,12519274148.00,12187055744.00,0,8416851511.00,0,7165772916.00,0,5516901808.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,8375401956.00,11629515431.00,10958921057.00,11779474327.00,13134237037.00,13415064559.00,0,11490696534.00,11127342544.00,9391658419.00,7784578415.00,6280061796.00,6511093870.00,5841150887.00,4903721895.00,3940590278.00,4495183746.00,4155666959.00,3438653236.00,3307953081.00,3908887144.00,3575975812.00,4581284852.00,5551521030.00,7185927027.00,5770607471.00,5245848965.00,6428107261.00,8169484733.00,7120481188.00,5571412116.00,7381451220.00,10596837727.00,9103077122.00,7297447075.00,5512789984.00,5918292966.00,3921815379.00,3153270273.00,2034692764.00,2615027343.00,1629883663.00,1426160680.00,2033162867.00,3762045813.00,3486878081.00,3127643327.00,3080487718.00,3241431916.00,1006632905.00,667189045.00,455502088.00,507907590.00,293217432.00,277769243.00,272434757.00,379563399.00,199783787.00,128505701.00,133846208.00,217837888.00,245968224.00,161392856.00,222184304.00,252086010.00,129552987.00,98338453.00,166129132.00,96573620.00,110283641.00,142136907.00,166805682.00,103960230.00,76025128.00,38347885.00,0.0
7,应收账款,1273619922.00,996037212.00,1270295712.00,1171010680.00,1232637935.00,1117461929.00,0,1028577614.00,1059713200.00,769852717.00,632273096.00,520734322.00,654679046.00,546292303.00,613179913.00,528457521.00,422052404.00,348282277.00,363989422.00,375108881.00,333247400.00,389753966.00,376021025.00,389158789.00,358861379.00,195356034.00,230493769.00,189620375.00,230370381.00,229727184.00,238278824.00,257232208.00,343469222.00,425386066.00,475736886.00,441010116.00,499484150.00,375521839.00,434711515.00,364646698.00,442496851.00,410570292.00,445036920.00,410786267.00,446538846.00,350866926.00,262038167.00,260471452.00,229507194.00,365367825.00,503073530.00,392887368.00,331306427.00,435950844.00,239698235.00,224310914.00,207332286.00,259176622.00,141439741.00,148503483.00,43719650.00,80409634.00,20914784.00,74411078.00,41010104.00,40434834.00,47761603.00,40975985.00,65815076.00,35165791.00,69833427.00,48975729.00,62151017.00,76432844.00,168120960.00,0.0
8,应收款项融资,3350585849.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
