,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,121495540.61,143857466.12,240946094.20,94225401.71,199924353.85,164252339.61,222528396.74,96342557.93,88715748.67,55680378.46,153245630.94,70406021.57,73713489.19,65332119.79,277714937.53,218480229.15,68514713.34,175173158.77,176258290.82,224178984.10,563589796.02,208695309.46,236744294.45,248408872.60,230239848.53,180443997.15,210537643.11,281511435.59,63350745.88,133502097.71,83057625.93,125732383.57,171710489.67,93185636.45,255368495.38,66579216.31,202226013.18,68995590.87,87320767.85,107043240.84,199802267.28,113101202.34,372006065.54,111853518.75,179387020.85,30227761.74,43366578.09,139902451.42,122227482.01,247359401.82,172983892.14,107009804.48,105922693.86,193296352.34,116970647.20,172820517.47,76867631.39,111194927.91,208544075.00,240415232.11,70979717.63,236894556.30,22147951.41,10702888.16,7855919.40,4244888.48,12068451.18,12745350.26,23257167.45,28583392.26,27321458.82,25652704.23,119453875.20,141463590.37,238380788.00,250765086.00,289346717.00,26539460.00,22143977.00,43785674.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484303.53,489138.97,489138.97,667590.50,667590.50,667590.50,667590.50,937251.90,452050.00,207415.00,83270.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1222935804.98,955280225.23,930974997.46,989083047.95,1124682849.51,1105088795.89,1456114734.80,1079612606.90,0,778664309.14,0,736246391.10,0,692344474.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,75453157.68,79919508.61,142533838.20,133548026.51,100000000.00,0,107246530.64,11664518.70,25137170.40,38942190.83,56640052.10,98102025.51,208578800.77,167041928.68,80265109.91,96727494.38,86271950.00,128624572.55,71076326.05,19750000.00,50193565.58,129953859.95,61674589.00,89940422.04,17845919.10,16983751.90,0,100000.00,400000.00,0,0,81093000.00,80400000.00,130000.00,30000.00,0,5434230.00,456000.00,30000000.00,0,0,173000.00,30000000.00,70000000.00,10300000.00,11791260.00,21304550.59,9607115.59,108446243.00,144688996.69,72281469.00,66963127.41,108697285.31,25090376.00,51882855.00,33077550.00,15741000.00,39120807.02,226584444.48,195802700.00,1022000.00,468762.00,0,2940000.00,3850000.00,8202286.00,6940249.83,3130000.00,6590000.00,6417060.00,8840000.00,2100000.00,2503000.00,4110414.00,11070000.00,7380000.00,0,0,0.0
7,应收账款,1222935804.98,955280225.23,855521839.78,909163539.34,982149011.31,971540769.38,1356114734.80,1079612606.90,993873576.78,766999790.44,687734306.40,697304200.27,796858773.54,594242449.16,771830529.88,987332710.52,1297615351.96,1103135608.52,1211211585.46,1146411269.52,1235192444.40,1490269260.66,1776241079.02,1664278917.14,1791918320.53,1621150684.44,1831761167.62,1661131811.19,1710287964.20,1581934865.38,1539121869.85,1558270840.98,1375660205.11,1217202116.20,1107293211.75,1232573999.02,1077900331.66,1061946663.51,922591434.64,908868191.29,955768615.44,865466358.58,877250054.69,775088369.32,803474335.81,789626795.20,699722654.05,672046921.59,773585180.70,897438164.55,813848529.40,756207329.97,699430316.66,713433513.48,778072115.96,678544764.94,853483046.09,849596424.68,773041660.63,768453022.03,742604825.04,612676643.92,167356152.72,97941446.62,61651629.91,217202175.77,306077899.65,330878438.80,423297114.07,476999525.00,483119309.20,476371054.37,673194271.29,630807617.03,663894508.00,625305023.00,501903583.00,363205250.00,233529543.00,209415198.00,0.0
8,应收款项融资,55520413.85,66639549.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
