,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,36790057.59,46996270.35,102626604.14,294130852.88,532637671.08,571464233.14,522445599.16,571981561.19,717300434.33,967522971.36,1000259997.41,760883950.53,1311121393.80,8123300.08,84713.41,10057492.30,5870105.86,4970477.44,5094286.46,10599269.71,4407684.86,10143695.93,10205804.13,28888193.13,8548011.25,5009155.24,7661598.68,39760791.46,27748648.02,13992646.54,8720614.35,16858289.20,53729945.34,99820749.42,30410868.36,119368462.47,86222957.64,97366929.69,11690810.33,51227681.79,23520147.70,38608321.87,15854404.85,35354601.22,16236285.45,24034206.71,16974640.74,25130609.64,23133908.69,32379039.20,25135634.91,50745196.30,47774187.87,22107900.74,54072636.29,49267739.09,35169494.77,18757895.66,51586796.70,50203603.55,29217732.46,34861398.63,30652854.08,90295730.91,9602631.77,17231127.51,22993438.35,22166741.25,15849696.83,17872997.63,16172312.37,13380762.53,47976835.31,69967410.77,105541788.54,161466977.88,196192366.29,20259305.23,28969005.34,42429575.78,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000.00,300000.00,0,0,0,0,0,29000000.00,29000000.00,29000000.00,0,5000000.00,8000000.00,8000000.00,9000000.00,10000000.00,10000000.00,10000000.00,11000000.00,20000000.00,20000000.00,69000000.00,20000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,164400405.46,224454117.34,286275952.89,301998818.17,438629567.35,588306770.37,483435351.25,532730264.51,0,417947753.12,0,267094895.81,0,3489302.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0.00,200000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,150000.00,100000.00,0,0,0,0,0,0.00,0.00,5650000.00,150000.00,0,0,0,0,0,0,170000.00,718719.00,838719.00,550856.54,296720.00,200000.00,376703.42,200000.00,717424.50,218100.00,576818.00,559353.00,340000.00,11412000.00,200000.00,0,449070.80,159000.00,38026.79,30000.00,473630.00,80000.00,281822.80,155000.00,0,28200.00,0,135349.00,89000.00,20000.00,100000.00,0,1500000.00,50000.00,0,1800000.00,8100000.00,3795000.00,350000.00,0,0,0.0
7,应收账款,164400405.46,224454117.34,286275952.89,301998818.17,438629567.35,588306770.37,483435351.25,532530264.51,410789036.29,417947753.12,351678014.15,267094895.81,5470500.20,3489302.19,4370878.42,5910928.97,3844091.54,2750783.36,1234504.94,3152539.20,0,11989123.16,12504910.98,15439677.08,9512340.84,8633319.75,8205332.37,13032101.74,10946352.89,9053536.94,10278485.15,9356279.01,9298194.65,13957820.84,18873104.72,13138799.30,8880808.85,9256157.84,6872215.56,7458467.98,5803248.96,12257614.73,13966571.68,13843995.05,18446542.21,15375489.80,17466952.90,14637446.65,12792419.34,15400355.41,17098609.95,12840967.14,15080804.23,16436776.35,14284656.21,8402524.82,12450610.04,9034536.28,6331112.24,6788624.74,6762012.05,5600606.17,6153405.23,4156477.76,6410265.93,3896093.31,3138171.29,2229414.24,6040073.11,5595480.00,2970553.97,1945106.79,60887016.79,67079050.94,52881246.69,42890690.36,153857711.42,136061268.92,57774479.13,65348892.25,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
