,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1060639055.38,693885568.86,920410148.27,1061176697.20,1060642541.71,783694504.16,835740664.32,778128728.01,743510598.38,542154473.13,435478312.93,548684241.90,691513089.06,724833482.15,291146267.88,452773195.89,637228926.10,500081111.49,663922593.66,1028804005.45,1271531760.68,773092728.27,748023470.10,782629842.41,956922815.54,828648195.18,1190810873.11,1383868512.84,1225097615.35,1114546278.10,928809214.36,1077563616.98,1177932310.80,938305908.29,877473780.72,1062935477.51,1111289900.01,1117384814.28,1037465418.02,1282988408.76,1347705742.72,1198813487.42,1277057283.96,1329265483.06,1445380189.87,1241812651.38,1275557196.92,1356411263.42,1376060864.53,1195841188.47,1203810758.53,1163836078.48,1698123173.23,1143763810.63,1130234952.42,1265999047.79,1328585179.57,1521298103.75,1127025122.23,1272474127.86,1335693989.12,851244952.81,1277237272.27,1350603213.35,1449434214.68,924784117.94,929518171.88,848926836.16,1324055832.06,1257345689.85,1160692193.55,1090153290.62,1946109600.70,1216800493.17,1440017410.76,660776153.32,1079697189.16,1116132301.25,908640775.93,571105234.89,930616339.11,0,673958329.49,34027814.51,25802000.00,95673000.00,72350000.00,0.0
3,交易性金融资产,100000000.00,100000000.00,0,0,110000000.00,0,0,0,0,0,0,0,0,0,0,0,0,50366173.08,136606029.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.00,0,0,875844.07,41348869.07,254585.00,0,0,63056566.52,29657000.00,53558591.56,36852413.56,45193300.00,74517850.01,13410570.00,17468970.00,15220935.00,151940820.00,238321233.90,71789721.62,294329790.04,244375816.14,391018430.24,234414117.11,226784054.74,348971520.35,265363749.40,321853861.22,169939091.20,613061353.46,687905121.11,897024996.67,447366794.54,600169165.06,539273459.83,643269843.83,644539995.59,675656192.11,627608100.00,14980000.00,50000.00,0,0,55324968.90,8084136.00,0,0,0,0,364000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1054915331.34,1171685252.03,1111651295.26,899583024.45,962341773.45,915690631.43,1011599589.19,843563855.57,805682692.14,0,906857672.28,0,825974240.03,0,887814392.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,74152470.11,66209765.17,20346489.15,38880043.55,153342977.45,19885878.03,30175196.54,39907991.20,55035644.91,41062527.98,27494486.87,22674308.09,28970835.89,31187481.91,31481550.22,28487847.95,23986804.17,24583480.26,22438947.79,25253726.92,42495992.54,37555908.25,19777182.09,12854413.02,15673317.59,20424527.32,11788046.35,58824598.08,23272758.32,53110413.46,7879362.02,26351192.18,22955232.25,14424263.62,8149427.74,22187002.52,23793240.31,25748793.59,45234069.48,26398256.28,32988047.10,26091210.01,10983831.13,16482410.79,7054864.84,24556095.00,20986930.00,29164190.50,28189948.20,29301998.48,39332977.34,53260575.12,72200748.28,55370962.20,30589466.93,85888373.57,82418276.89,116481538.44,42346672.44,104396445.54,58417125.03,82625928.24,89791108.77,100050410.90,276683420.96,111473676.47,186085340.57,214049701.04,519515603.98,165677113.00,235607691.32,4326400.00,94500373.00,134296215.47,150176599.55,141000000.00,20207976.00,3103962.50,46562754.87,18396817.25,28691000.00,0,0,0,2068000.00,0,0,0.0
7,应收账款,980762861.23,1105475486.86,1091304806.11,860702980.90,808998796.00,895804753.40,981424392.65,803655864.37,750647047.23,934227290.70,879363185.41,837401271.45,797003404.14,942714671.64,856332842.23,830992728.33,700600476.92,851121214.87,930960963.57,664103620.82,565142170.92,726027376.10,709793052.32,632790403.24,561298381.34,637700759.43,591325379.45,562038434.73,498067213.09,571235071.54,625821819.22,365795678.54,365509237.59,424196995.56,530780002.84,382708401.10,374973691.11,498189419.31,439770877.01,454430409.45,407773723.21,615458488.73,567952428.90,769257704.85,867978239.20,1291182133.66,1223043031.23,700231485.05,1031444400.63,1311945923.47,1056824251.72,1011670634.09,992292537.38,1390294124.00,1296965056.95,786877419.74,536940173.93,444011852.74,392647022.47,630180106.29,808292963.55,1365469081.98,931853295.94,925772222.01,892524865.49,1041612495.36,975242468.25,1013083622.74,1274030254.59,1640209338.59,1915073043.20,1769575498.40,1714904915.14,2388140509.11,2229803224.74,1695453208.51,1684490406.66,1233695319.10,1527914079.79,1475817117.16,1225781134.81,0,749390312.72,537150906.69,338749000.00,240800000.00,239901000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
