,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,117098117885.53,103599223958.49,111039265159.55,102697522598.76,71102643314.51,75994340548.67,76732113972.41,74716314122.55,76898221871.61,78642646972.03,92038793785.89,101082985076.74,113667317096.92,126104486364.77,152394050633.63,162078292269.38,135134061740.17,202690578746.85,283661411384.97,133716876049.28,89864943930.42,66143125434.42,37037106627.37,31176272105.65,26394718673.80,31121784679.23,34612345048.51,31199705362.12,33088220483.96,33331638966.78,40455170892.90,42909179917.17,41545584204.66,47146158186.70,54619768021.97,62809855667.83,59464526447.88,66555934622.67,76784766184.68,77084759606.75,70743834531.23,26498210004.89,23938410955.71,23193394462.57,22099366476.02,26333678210.40,17774997423.68,5171456922.89,0,3208748657.26,0,4125120324.13,0,3591141622.45,5178225972.06,4926146278.21,6915487838.94,10502646030.35,0.0
3,其中：客户资金存款,67244929390.74,57146395290.72,61781376850.64,68870835740.44,42902018376.63,43557086234.07,49410176672.57,51878695642.16,49872092078.72,48854886582.74,61483446757.64,61874684173.76,68437285408.40,71335644856.27,95668729834.92,97791643852.47,98427446720.03,113629919480.97,168889069250.49,85930293588.17,53863316563.78,40610807789.13,27518661443.05,22856101874.29,21385690347.76,24397133730.75,27358153223.68,27311847850.21,27393086694.78,25984888416.05,30853327749.03,32576527496.78,31214169129.16,35280769251.86,43772867371.73,50084006777.67,48488098229.14,52066576801.75,60860070521.74,53836099956.09,65686978117.73,21180445954.61,19769667197.39,21318755326.42,21349729383.39,25552635468.07,16876281535.60,4237135181.13,0,2540507817.44,0,3156065175.93,0,3307453098.46,4611904729.19,4401159984.36,6029764163.29,10175619733.54,0.0
4,结算备付金,22470512481.84,29166855113.03,19622233694.54,20809398790.48,19068365339.98,17382619360.96,17645820255.20,13760485115.36,16578904259.79,16843082349.42,13411379658.81,18670216217.17,27360449313.86,21902912167.11,13398528605.62,11524195259.50,36068780816.99,31783799893.42,41311813173.22,14248244781.33,18217248432.39,10350001433.10,7261762103.28,8377597296.47,8371588609.33,6773658381.14,7355708919.44,6345362491.35,6220037491.90,6826258711.27,5896141334.41,11016503217.77,9646114230.16,4991947311.30,4546980345.36,5876262538.57,25128360266.58,5178549221.94,7902629172.07,26412070616.59,14413843187.41,4020244659.19,2607826168.58,15039107207.39,16805740813.63,16463340866.75,6060361161.83,4470060011.95,0,1442558530.13,0,254968994.97,0,202882282.18,209924235.91,59030476.67,171818026.77,84101203.66,0.0
5,其中：客户备付金,15714908868.52,22211554198.75,15820634055.41,17267707304.10,16044994914.66,15519567633.78,16093475925.11,13702969903.25,15431455958.96,15120652866.74,12209129054.27,17418111442.49,26131648521.88,20416602875.56,11911339179.79,10130334440.36,33517077681.89,29943615349.74,39338795331.37,11643074895.89,17672993684.50,9038094257.53,6749744961.02,8022856307.04,7744277251.28,6331828780.14,6496065635.66,5558943661.94,5916893090.16,5684716961.49,4931238853.32,9718312227.27,7911940686.54,3582300702.12,4071961106.84,4604359914.98,24145978623.13,4743433696.05,6958981222.84,25673435920.88,10295919199.23,3369068932.14,2468695215.60,14332445725.29,16561657816.95,13764611413.09,5547810390.25,3972136156.65,0,710023322.18,0,200107113.89,0,159873302.77,156188412.45,58313101.25,131106402.19,84101203.66,0.0
6,融出资金,69006279731.08,60649471101.40,56931236495.68,57933519996.35,46188884860.29,46865353000.96,52137999303.11,57747654674.41,59991453477.46,58525675604.09,51846886417.88,53922225777.82,56605103863.69,52705565762.63,51455667110.41,50871370480.98,67432118172.86,49074318443.35,114677991474.30,95595858169.27,64636739457.25,31249718094.55,21374199218.45,21152357867.60,19852224467.32,0,0,0,0,0,0,0,0,0,0,0,0,56436135.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,252795672184.76,220144381185.96,203779206850.20,149857612745.88,122244331499.24,115507558044.86,124938357897.68,133094479023.37,84550421345.70,85952902673.80,89361255146.09,85022849469.93,83107232026.80,85886131660.00,93202794125.54,102039712251.57,131238108713.37,110337542409.64,84897192284.66,55921215424.58,55999957916.75,34634231602.41,22615777047.43,19975590189.70,20290500611.49,20644489575.37,16921542870.68,13004667198.19,13333888767.91,12222866791.26,17751153442.13,19627392418.05,19411404791.06,17013868886.64,17829297813.42,16235557331.72,13916093453.66,14792208885.03,8373108513.29,6473257823.84,6159889492.29,2407876440.05,1405130591.40,2471951897.99,2749969883.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,1858041023.13,1470008876.40,1179958285.63,950156161.00,1933958476.40,1955456195.71,1795404368.49,1003604619.01,391714298.43,265167924.52,186380450.78,481603613.69,106591783.45,886025929.91,934651457.91,586836142.97,334749747.33,888458930.73,317807279.02,36243742.82,20814658.67,0,5753760.74,1581747.12,0,21413.14,234418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
