,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1332512328.13,984959437.28,927109091.58,861446581.37,640241671.25,678601301.24,680445915.83,745531459.71,758858884.62,1105855452.46,745229494.15,1002413141.97,1048025675.00,1339532613.62,1247928103.26,1388492871.54,1319315742.80,935128509.79,1115271033.73,1263480464.14,1125838248.46,1067331218.24,1322582735.20,1568787452.07,1003512535.73,1441370624.56,967779785.06,1176600917.11,808939965.30,1553161783.44,1710869547.99,1528707954.52,94425418.90,144954215.98,126023843.56,155340075.04,91350883.80,171671954.51,127204062.45,201591729.78,105235314.24,152967209.46,218483645.90,302571958.34,289485590.80,446570012.51,553387541.11,92590228.95,83335530.76,49598673.83,32696712.37,46094005.61,0.0
3,交易性金融资产,6752498.21,7376370.33,94524940.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,6330982188.67,6319311791.94,6717283722.95,6599092881.34,5983606200.95,6344267647.36,6587348634.05,6906926932.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1815385642.03,1769603057.19,1767978269.63,1746197742.05,1462277457.37,1555882517.80,1631659333.21,1799896464.00,1896472205.93,1977754054.11,1472654752.69,1245651219.11,1170458543.79,1185152210.29,1111252366.44,1132186650.23,1031142036.86,1307781612.80,1277092497.78,1355047056.80,900752613.11,837399984.48,1033185017.84,1340971320.62,1749523629.34,1725643412.80,2598942166.35,3015827119.11,1983896642.64,1604067223.04,1851427414.80,3091988278.88,240671426.30,202975403.00,259042660.30,327692907.20,226755590.80,151557200.00,88036000.00,91507000.00,120918000.00,90535539.00,58848600.00,51713100.00,51835800.00,21316000.00,16250000.00,12430000.00,42900000.00,16006320.00,3000000.00,2300000.00,0.0
7,应收账款,4515596546.64,4549708734.75,4949305453.32,4852895139.29,4521328743.58,4788385129.56,4955689300.84,5107030468.46,4577987946.32,4599692971.10,5118415966.51,5362178034.64,5401640437.51,5680928075.71,5594612736.97,5800417057.31,6285465758.56,6578695660.73,6570328005.65,6940697006.48,7083386604.41,6912705766.47,6761096060.01,7159966161.25,6696409253.18,6451575271.68,6470114205.74,7037246922.88,7447338162.49,7635366274.44,7688807445.92,7882857943.92,732625598.41,796782056.20,784908990.98,772585577.35,802353384.06,796742300.89,639639616.52,604197712.89,559042612.44,502435759.54,302812961.03,125587770.72,105136256.16,123761821.92,146633057.41,70049015.44,61378516.75,72597300.75,38138203.64,40654912.89,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
