,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,306716579.93,573185060.35,986076115.41,809141357.39,1786441807.44,1271120325.79,1174972350.58,948410557.63,1525263905.95,1791401953.32,1404232873.79,1986878898.45,1705423750.70,2135925754.76,564290287.88,627836322.70,814486470.76,928129510.35,1059386217.80,894769188.10,888937218.28,1124703885.55,1227587511.29,1806371988.76,1411286103.88,1020680010.04,969274800.89,1042076134.77,534402553.39,413457959.83,459517702.86,595922381.39,377713875.99,527727277.36,324395065.06,486561201.89,293972108.36,427250720.16,469756295.25,294173847.49,169061142.72,207795175.14,137208543.01,157077702.70,145620454.18,216193941.24,158776935.13,324237515.23,227409294.37,253978699.46,212425676.94,262644609.58,172746539.18,189025130.87,199830818.69,216383150.81,136031294.79,102390719.63,96019260.59,185427476.70,220279212.56,217542501.70,251674290.02,389710430.60,330895412.03,337931675.88,267649294.94,293966436.78,313760555.73,440329924.08,285509858.46,312137094.61,536887312.25,775614234.36,503356561.93,228541839.06,136740808.86,84928154.58,106267014.06,142526102.16,153951238.14,0,66743851.69,0,31697619.94,0,0.0
3,交易性金融资产,653530299.34,482805578.43,765899942.85,11559756.81,11458295.88,10234588.50,0,146438608.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496320.00,496320.00,4832970.00,4832970.00,4538500.00,4935556.70,4895756.70,4595756.70,3800000.00,3500000.00,500000.00,2000000.00,500000.00,500000.00,1952000.00,1952000.00,2000000.00,0,28391987.39,28391987.39,30186511.58,226141746.89,237979214.91,15013464.45,18338440.00,10000000.00,0,10000000.00,10000000.00,0,11890849.29,0,621427.11,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2905442.63,7827939.56,4512153.06,4711687.35,6060017.27,10043207.37,6958513.64,5978065.33,0,0,65878648.86,108797165.92,118432140.60,136360813.51,0,0,0,0,0,77845275.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,31900000.00,36530000.00,4530000.00,0,5500000.00,0,0,0,0,0,0,0,0,0,0.00,7489672.58,6843069.02,5484264.40,6281074.34,2306529.00,4243598.00,952292.25,1742424.20,4116264.80,880000.00,1488398.90,236484.00,18060.00,4103327.00,2024659.40,1481532.00,6481813.48,6768391.93,4416756.00,8214533.30,11257423.70,944344.00,46755781.10,274000000.00,350000000.00,305000000.00,360000000.00,370000000.00,275367578.00,295171058.00,310000000.00,335000000.00,26195556.00,80153923.05,27568471.00,137070703.63,4167990.00,185000.56,91293.68,186919066.18,62314455.50,1000000.00,4450000.00,61679533.15,0,60000000.00,0,2000000.00,18800000.00,18000000.00,21485000.00,0,1058290.00,0,0,1000000.00,0,0,5000000.00,0,2000000.00,0,0.0
7,应收账款,2905442.63,7827939.56,4512153.06,4711687.35,6060017.27,10043207.37,6958513.64,5978065.33,1743899.37,3068100.75,29348648.86,104267165.92,118432140.60,130860813.51,75051732.82,126958691.77,75268889.89,125509058.30,80657187.31,77845275.49,78877979.47,11075480.67,10943053.35,10972368.72,41696844.51,30419623.99,30826288.86,25220812.54,30666066.87,28946308.78,30720448.00,23761104.32,140024201.31,31287609.28,300096651.34,101201560.34,336718499.76,312815335.14,238195551.76,99970899.24,330358705.10,263223684.01,189801989.44,218983087.52,301333075.41,343798720.75,351612117.36,293899731.42,422686682.33,562586769.54,491162294.56,436788746.68,471324880.01,371118260.20,272349312.79,296812607.45,427505659.63,405753185.79,396599057.97,439895036.89,429298971.59,378716328.58,383765799.37,223099410.71,309932069.97,189695132.84,313903080.13,209323596.86,175156322.64,208310767.70,50610103.97,164178723.96,113393248.52,215040448.35,305508131.91,50559585.86,89240405.31,86946049.87,39837185.50,21136523.01,69404917.08,0,65754713.30,0,13216250.35,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,6192523.54,7049177.15,7369320.93,4503398.89,6680002.35,3263776.10,3182736.85,2382342.93,76049769.41,207560422.11,206444015.15,224336667.85,235566763.51,272398781.35,405789782.26,253009280.42,268017711.54,187007037.02,187024884.61,187069688.84,14581040.24,40008673.64,10557457.99,10831062.04,65893622.57,86599727.00,61099148.53,9211940.68,49352240.54,50303886.61,44219872.14,14305405.30,244561045.02,324247770.94,205399295.89,189573808.58,129920940.37,134424544.23,291170815.79,194294842.90,6469373.34,18625364.07,79119865.54,19032764.87,176597532.26,177356150.41,242544561.91,226742732.11,156115312.64,56893556.88,57273838.50,53821402.26,23324037.78,2492978.74,18394809.25,6949680.65,51100356.79,61577689.96,109862243.68,57475037.36,143859005.79,94963126.62,109410234.94,18210133.01,139821722.95,74145472.79,82673520.52,71169375.61,68727162.77,53806296.27,212353657.46,212342684.12,206228401.58,99288064.37,50410557.13,51920247.44,42557504.65,21260912.85,2290614.91,11889847.84,34381424.29,0,3733742.65,0,10909103.29,0,0.0
10,其他应收款(合计),8793829.03,7590091.79,9579663.17,7183227.99,16235640.07,14599585.93,12529096.72,14788399.75,0,0,314082060.11,326437947.30,336504379.65,20922944.65,0,0,0,0,0,9554757.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,4032876.71,2873424.66,723387.10,723387.10,0,0,0,2102054.79,0,0,0,1480111.11,693000.00,693000.00,0,705833.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,380192.47,2976446.09,3442088.09,380192.47,0,554595.84,225812.76,78440.93,118277.82,0,0,0,234444.20,0,0,0,0,0,0,0.0
13,其他应收款,0,7590091.79,0,7183227.99,0,11726161.27,11805709.62,14065012.65,10673441.78,10544834.48,314082060.11,324335892.51,336504379.65,20922944.65,18917029.63,15440641.30,9107362.10,9009146.73,9181397.23,8848924.42,182464101.59,8853889.75,10054073.42,9479814.64,9872592.51,10558517.03,11952308.24,10378659.80,13850075.32,13019944.61,22893152.66,22234505.96,24877215.85,27235280.35,26732299.22,17440161.01,20937982.99,20402527.31,20962570.05,18124183.59,28409213.50,39140647.49,52713516.01,52530346.63,48625007.60,51002001.82,52009309.38,44401031.16,47806399.93,43235859.09,46885948.79,35228405.02,29897111.02,26264381.56,24435446.16,23806120.63,165308993.28,36858443.87,29045139.31,29294333.27,60635417.19,29877913.93,33652262.01,32131207.04,40718024.04,31912247.46,34931680.96,42562306.57,148931912.23,68565351.76,286341524.50,128165340.83,111273582.70,138127476.02,150451083.74,130636193.13,96723564.74,98232997.38,89130702.31,70054622.27,85619468.36,0,63707980.82,0,52333655.06,0,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
