,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2078566497.02,2588705343.40,2476211692.96,2646806829.80,2482292985.38,2396412017.36,2639708195.46,3269087771.38,3200752085.04,2509876902.03,1870645807.84,2168956061.60,1966252322.49,1884770448.52,1659141495.38,1919187925.41,2013382058.69,2092040372.74,1700564840.48,1568489840.99,1190434474.67,1421877347.78,1243941543.29,1410710539.61,1395131521.33,1187555404.77,1370755093.31,1888067212.68,2841168088.54,2088106413.11,2088969012.43,2457352444.62,2175762788.59,1951542317.06,1992949071.07,2343120720.98,1840942050.55,2054088973.87,1651800806.18,1456894663.54,853106642.97,746848109.89,1084897714.58,722895891.00,792812610.19,497493410.64,340845690.69,354904997.47,198686206.37,357506817.36,14804091.24,319014485.89,32059604.67,14671750.48,939760834.49,179392315.55,1204079181.09,1200542804.05,1083257715.68,1071123153.03,775874409.77,533810081.33,533068340.01,440687888.79,542082030.36,333924207.30,983017160.91,439406918.19,572374904.29,471644146.20,551939833.27,411916572.75,529352823.27,267110441.95,115089209.10,401007768.13,177314951.03,81695696.71,214044511.67,177141626.21,0,37110749.71,16761287.00,9784765.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000.00,1200000.00,1096286.40,1096286.40,1200000.00,1096286.40,0,0,0,0,0,0,144917.80,38900.57,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1106039742.42,878545565.87,889190000.46,713095050.94,985232308.90,1039449454.76,948136157.15,765434235.26,0,1044197516.19,0,1184829083.33,0,1311868746.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,318649329.99,301380000.00,210766074.00,165772992.15,287525868.04,227940306.00,197120487.60,216240306.00,67257264.00,132614012.74,581591613.25,678258126.63,225383156.00,192268816.25,491150542.30,620699967.83,380330413.20,593884725.51,707527072.56,1234406620.18,1031369186.05,788376056.61,797155273.97,966616552.05,780213805.83,790445982.13,727857992.74,598727313.77,440656258.73,412969228.07,199896050.47,167441353.52,200516512.73,273763248.02,248246431.58,255755777.54,251476805.12,90885788.40,89918655.97,224294722.00,185705439.02,149802760.17,52506493.30,197011950.14,206800728.47,133526000.00,11050000.00,39374253.65,10800000.00,7500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,787390412.43,577165565.87,678423926.46,547322058.79,697706440.86,811509148.76,751015669.55,549193929.26,763877507.46,911583503.45,697911421.09,506570956.70,1282974103.50,1119599930.50,948834552.08,921856628.55,1394784509.11,1170337654.72,1181940302.60,617059835.73,1240869854.85,1298575121.28,1247483383.26,853733300.23,1274356128.78,1027867225.36,1071841445.78,665022034.04,867088813.54,853738837.56,885258614.24,429864397.06,795610470.47,730605118.16,646778913.85,178115231.52,397074614.17,428143001.16,484124760.41,318199861.97,536563700.61,504774886.90,392167210.43,180485434.20,335275373.26,435351613.02,545794333.45,312814394.37,387702973.72,293337136.27,117769412.32,128668041.86,105814376.73,144079466.89,107559258.78,136946745.30,180233110.13,146537285.47,178590823.84,190265756.09,187719630.75,168183161.23,180992298.26,154993808.17,138377584.47,135571140.14,137335513.34,112718415.94,84017457.85,126236777.50,131677254.52,179772612.50,60557281.71,170987957.88,31288612.93,34148283.37,29523568.56,23628568.97,20948279.65,21712196.71,0,17262246.51,15787933.00,2608811.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
