,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3942021485.76,3980945788.99,4046663412.83,3933421389.81,3260803029.09,2268870024.16,2895606180.95,1324880690.81,1509405134.07,1754852445.71,1262048036.87,1088919308.37,1434990773.34,682836323.43,1307253425.01,869521362.75,1210441987.48,1113789272.63,924024730.66,881313399.23,808650216.93,979889371.60,808017312.43,1042655373.79,1191214405.65,987596470.78,1353400807.26,1138148811.06,954160433.47,1094041165.37,952081236.22,1182230434.51,869304745.76,1091454841.77,1177849577.57,1276360790.31,699665306.53,840008993.98,1326914831.47,769323165.30,878291842.56,664320011.38,330578086.75,215433748.76,298565790.67,442000379.18,311734907.23,190766479.29,502396458.59,524526792.22,399835523.33,418078608.32,318231881.98,316815662.10,336940978.77,264539049.30,338091786.53,253367440.23,214215104.54,264599807.18,308548419.59,393400375.04,367979066.51,258686186.77,298737626.53,361404735.22,250810486.16,256755230.93,282526107.14,198405585.86,238264114.29,205069044.71,147670648.90,110331754.14,155545023.74,176374923.43,115273249.18,104537282.77,75858549.71,132885906.14,0,127854421.10,0,84231126.15,0,35439600.00,0,49883895.32,0,0,0,0,0.0
3,交易性金融资产,6339418.90,6650406.51,7363247.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75590.00,58460.00,6073870.00,0,116075.00,196795.00,172780.00,30035790.00,0,0,0,0,0,0,0,0,7258411.36,6186185.02,0,0,500000.00,500000.00,3091528.68,5248568.18,3626397.18,3367696.76,4338542.18,2338542.18,398000.00,10743019.40,8775113.60,775113.60,18786477.39,11464485.08,22208057.69,15418832.70,11522612.91,12269742.33,15082803.11,8582803.11,15436136.02,27174532.83,35789156.71,5844700.50,180127299.16,183482314.01,204235775.48,157735563.49,0,13865383.71,0,4800000.00,0,6268000.00,0,5500000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,772067384.77,734035564.70,505352434.26,628262478.87,331332057.62,232766603.62,265086153.30,479790452.69,0,321081773.90,250222935.00,322416985.08,0,281134923.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,12166501.91,6590000.00,28148986.50,16201130.00,880000.00,530000.00,50000.00,800000.00,620000.00,900000.00,350000.00,100000.00,100000.00,3200000.00,1700000.00,0,1400600.00,1700600.00,3200000.00,3200000.00,5310000.00,960000.00,0,456000.00,0,0.00,700000.00,2330000.00,280000.00,10000.00,0,0,0,0,100000.00,329500.00,0,0,900000.00,900000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,4931621.00,4020000.00,7640120.00,1266625.54,1547184.00,3700000.00,1090861.93,3204687.76,4101031.00,5206000.00,3250000.00,14310000.00,6671520.00,910000.00,4742870.00,360870.00,1270000.00,250000.00,1261950.00,0,0,0,0,0,0,100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,759900882.86,727445564.70,477203447.76,612061348.87,330452057.62,232236603.62,265036153.30,478990452.69,319121453.49,320181773.90,249872935.00,322316985.08,338398642.01,277934923.88,174369769.36,221472816.55,199309299.11,301359449.13,185942473.44,232328592.70,151252253.13,156834505.15,207767354.42,210365854.57,158748874.37,162462278.83,206267474.88,170363660.21,203966355.18,248469208.88,188822752.85,206750458.60,111014673.22,73942951.03,108929508.59,76611212.35,101372096.87,109297616.06,84924891.84,77417656.28,80127469.24,92485297.06,46506275.98,36733439.70,57851972.26,65163619.37,69974105.08,81252437.63,40018785.54,44744023.29,42176441.41,106524028.85,72148000.69,176287266.23,91946411.19,113272536.75,139059724.53,94327659.59,70945634.03,126882372.42,432311348.52,442413284.92,366767516.66,426130660.06,337392239.97,360846669.21,314271151.77,390516162.36,292390409.03,248453305.96,226331548.64,253734346.19,92356616.94,76898215.10,81400038.38,93101759.75,29619880.62,26161524.28,16685568.79,16259183.70,0,15245149.92,0,9474413.33,0,0,0,10774667.54,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
