,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2258085188.73,1385420938.30,1283827818.48,1094504360.81,1175519564.48,881833295.16,981894445.87,1199918127.97,1132677976.66,986412706.36,1459835872.30,1226940868.55,1543501673.38,1111781222.82,1904742483.07,1023184585.69,2486653546.11,920437510.43,820756447.56,722313043.82,852908675.11,837747525.16,1175143863.96,479332575.03,596098542.93,405237873.51,1439618809.46,156610329.31,388233606.44,260231398.39,223981738.30,281303014.77,404207256.16,145517954.87,584621131.79,203420377.93,483111709.18,338623084.42,507600788.95,87087339.64,154587504.31,100536606.70,110672155.79,50113343.00,116058516.14,60024529.90,56138932.50,29119017.55,135950473.38,51966373.75,39271024.67,36887172.84,86396126.43,39814267.84,43551240.05,33746198.83,58215947.32,24340675.86,43406689.98,28645097.26,54085704.67,23737963.52,51747722.74,13504727.27,45710092.06,69287065.67,106574288.96,151206937.82,207642000.67,33115498.80,8342320.00,5097374.76,2934431.29,0.0
3,交易性金融资产,250000000.00,0,5337652.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24203.50,5358.52,5198.54,5815.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78120798.80,78120798.80,79999622.46,79999622.46,19917010.89,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2799985875.95,4167757352.49,4087821556.73,4796048266.12,4158734756.71,3570011838.26,3344563761.90,5449389745.07,5246111963.64,0,4104323404.07,0,4314737491.48,0,4297150463.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,927345385.97,1151130782.74,1369519793.07,1581363476.16,1653877666.61,235859470.61,0,1865087800.11,2102591319.44,1465293527.47,1491449329.17,1483349944.88,1728836967.23,1483383387.59,1509074864.52,1281852289.50,1267082610.65,1305139978.80,1103851722.44,900437585.34,1080484457.49,1094890950.16,808735570.57,799015739.17,1163335678.12,544046333.80,440560091.94,453307302.51,795805128.17,214990265.72,322389118.20,346669785.59,595195623.67,543978380.56,678040252.81,182142002.88,180807730.19,157486739.88,210005652.60,68513508.13,142053282.48,66455103.62,87972654.75,31792377.38,42002981.69,26075000.00,50867012.65,6925134.55,31999112.00,16668411.43,10162781.00,10817680.12,13145764.85,3594417.33,8180275.89,4602887.05,9996629.82,2485393.20,8808620.00,2287600.00,8750406.02,4525000.00,3293500.00,3380688.97,7600590.19,3564692.72,8326417.67,7374441.20,11515117.47,2510000.00,4800000.00,2100000.00,0,0.0
7,应收账款,1872640489.98,3016626569.75,2718301763.66,3214684789.96,2504857090.10,3334152367.65,0,3584301944.96,3143520644.20,3123503086.27,2612874074.90,3051079534.27,2585900524.25,2985218526.61,2788075599.26,3238056725.90,2218973970.61,2909238517.93,2437363857.88,2767077961.12,1898348789.41,2593989012.04,1671135547.10,1624400644.35,936349083.77,1834786008.83,1512851276.93,1495978853.23,714938904.30,1683493498.99,1529222072.39,1460101541.78,601026944.48,1102081058.93,564144758.75,913700412.47,228294742.83,798098339.74,409376690.96,543184321.08,189610909.80,415527492.59,297509674.69,363689013.98,147595221.23,307689310.46,309661848.07,275939733.94,138059872.55,293015381.22,265207938.14,213464224.68,169850541.67,208268109.96,180936179.16,174459344.15,149317505.16,151084325.86,158764983.40,143406270.81,136123029.79,136593361.51,139910346.58,125340974.01,106037602.42,73311450.05,67251875.69,80070597.77,58554431.33,36331227.40,33678296.70,19540911.78,23374552.67,0.0
8,应收款项融资,1577035328.80,1022799595.66,1227044660.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
