,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20101231,20100930,20091231,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1861876045.49,4518477097.82,7344890781.50,1832173135.02,1434382695.96,1812477582.30,1143350797.48,2677835137.49,1919612234.19,3562084849.65,3373819769.02,1808440420.68,2212621074.62,2630540596.55,1980324378.88,2105619233.07,2015787808.47,1799507009.19,1600628073.05,1485708290.59,2311534008.39,1558167416.58,963322203.35,946979291.57,1179196084.26,467153684.69,819131943.31,1738673933.85,439845483.11,345140482.00,393592108.21,622827837.86,729725660.02,533007694.45,113625522.24,650295484.14,182209778.09,196600085.89,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,15458362.77,470011472.46,159496977.16,136988631.26,166617027.41,137328875.00,149967926.72,339527248.60,476076106.80,671463677.86,632137985.23,1236561538.24,1250258196.41,154701290.43,150837642.54,153959068.81,129464815.33,62518192.53,65751980.61,71986256.30,147661067.66,27178146.91,28140034.81,38336924.04,40055633.91,72842105.30,145245593.46,85858103.12,279453827.81,257769223.73,239581042.72,0,0,0,0,0,0,0,0.0
6,应收票据,0,453321869.16,133238972.37,0,151960718.68,0,0,314491281.59,447777474.54,655683849.70,604623667.58,1206849777.93,1215924494.94,117769516.37,123743178.01,110932548.52,106588473.86,15516550.01,15566818.01,21051632.55,125731451.71,17083990.39,18045878.29,28240760.64,29945530.50,63780031.32,130461860.79,85276954.00,23895466.62,31274490.00,32273500.00,36201911.00,20368680.00,6385604.40,10800000.00,10300000.00,0,3010000.00,0.0
7,应收账款,15458362.77,16689603.30,26258004.79,0,14656308.73,0,0,25035967.01,28298632.26,15779828.16,27514317.65,29711760.31,34333701.47,36931774.06,27094464.53,43026520.29,22876341.47,47001642.52,50185162.60,50934623.75,21929615.95,10094156.52,10094156.52,10096163.40,10110103.41,9062073.98,14783732.67,581149.12,255558361.19,226494733.73,207307542.72,236255640.40,74177199.32,48809142.72,18889681.27,20347228.65,9019772.48,22869378.34,0.0
8,应收款项融资,124866625.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
