,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,93492915.96,59994161.28,86503171.47,67715990.09,52144453.50,52309541.73,89533277.90,87071402.59,58495220.86,78710576.72,56542310.08,76374476.88,144032742.30,121144235.55,111978533.18,162993206.42,32819485.36,35780585.40,47265096.46,55905725.00,51324742.03,51068518.51,64744904.01,45466341.15,9064179.33,10023726.72,14701327.45,13111624.95,6112419.69,4786951.62,11052220.61,16292748.16,13990399.79,10519962.49,24429861.06,18910425.78,22444845.35,42267274.21,51424132.17,44027632.17,26492376.18,17847582.30,46893195.47,32098878.59,106028497.63,33014223.26,38830793.44,38035392.35,42132887.19,43132186.50,40652244.08,41567081.81,0,45194321.37,0,34330717.16,52345169.99,42316491.32,49957674.16,68962466.89,52456971.18,44638501.41,41427849.18,47951743.42,45100630.55,44783006.05,30254823.48,27485123.27,26443625.85,29471148.96,35274306.90,57426216.29,194431932.70,102818907.91,53908781.99,32664778.89,36744331.01,29076951.26,57973634.19,56506210.19,0,24704144.42,0,73938376.81,0,172451351.27,0,80157642.42,0.0
3,交易性金融资产,25312320.00,25312320.00,25312320.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,3600.00,0,3600.00,0,3700.00,0,3700.00,0,153700.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,381440711.25,375494874.24,281873970.27,303089997.62,147309107.36,168561296.48,195820741.35,193899709.65,0,107678210.79,0,161907800.53,0,141661607.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,2076624.48,0,3229635.00,2243196.43,109530.00,830700.00,830700.00,0,600000.00,968848.69,100000.00,150000.00,310000.00,405000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,381440711.25,373418249.76,281873970.27,299860362.62,145065910.93,168451766.48,194990041.35,193069009.65,107353170.41,107078210.79,153064059.30,161807800.53,141986722.45,141351607.28,74310799.78,74077384.51,2495914.47,2023114.66,1072894.82,1835803.74,2409045.62,2364571.47,2393681.81,1834753.00,2238055.44,1461206.09,259537.03,140417515.48,980385.76,1642888.61,2188344.05,1366368.24,748430.34,1455975.61,12347194.04,10824145.82,1504557.98,1503144.11,1623401.86,1504261.37,1136817.28,1136817.28,16587816.37,17264646.46,33956451.71,39540961.81,48436907.17,39217533.02,34118920.75,50961822.79,131663277.33,25634555.17,0,6458407.30,0,6462008.50,6471845.81,6436812.06,6460786.50,6495615.28,6682650.20,6570236.54,6983294.67,6583774.09,12739566.11,12607539.02,5143224.14,4721508.35,3237171.62,2929840.57,3895022.33,3852435.42,10057458.38,5155705.46,32753344.83,35033344.83,37313344.83,39593344.83,41876750.83,44823231.02,0,82703871.09,0,48990071.62,0,64853430.84,0,64678267.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
