,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,931206126.05,543975154.24,513363811.95,648164538.10,962213047.39,952084289.52,848514807.73,1033001834.28,1084657327.77,1215667516.76,1255195609.54,1276133951.71,956497555.56,856815455.14,543707403.14,462319198.78,533549757.80,453676865.67,482725020.12,411802465.88,370117971.61,372108337.04,363674100.37,444420067.19,647349262.92,555377518.46,565470206.03,462449897.31,323877272.59,290115185.75,405368851.68,349694174.98,464050991.12,517317285.49,561169717.68,535641424.79,276370622.29,169532706.15,134320219.23,137758140.68,102470632.44,110857318.75,137611212.24,94498464.63,92507411.71,89544818.39,75994368.20,82202830.05,73022392.62,83888962.93,111587186.60,119763148.71,129584556.64,136504511.71,145434954.92,170507244.71,164793146.49,185165014.00,225132240.16,262507769.40,291348820.62,48757893.81,43879091.83,29787980.60,8006479.52,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,16595842.09,9000000.00,65624337.87,0,20210204.10,19500000.00,3426649.58,3074636.48,3053275.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23630.00,23630.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.00,0,0,0,0,0,495165.14,500000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,290337659.32,269665126.81,238967070.03,244974090.78,246452105.89,248306943.52,221670948.46,213045142.16,0,208380363.02,0,164844100.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,5280101.76,3650000.00,4200000.00,12450000.00,18750000.00,9700000.00,2351375.21,10240000.00,19132146.75,7649365.47,1300000.00,8330497.43,9921774.01,4810000.00,750000.00,6059361.97,6099285.30,2263002.38,3060000.00,3988399.25,4610000.00,6947548.32,2650000.00,3513796.70,4901192.00,5523109.00,10850000.00,8257594.60,3065969.99,2600000.00,6780000.00,9030000.00,2082368.77,6821067.20,0,4597544.46,2686910.00,2286825.40,1300000.00,7007000.00,7079713.50,2612641.00,1516639.77,803000.00,1530000.00,596000.00,5800000.00,6858000.00,0,70000.00,897602.40,2175702.40,1924400.00,3341712.00,1713785.17,2521191.77,3042274.90,1400000.00,2210000.00,3017731.50,500000.00,0,0,0,0,0.0
7,应收账款,285057557.56,266015126.81,234767070.03,232524090.78,227702105.89,238606943.52,219319573.25,202805142.16,185130053.24,200730997.55,147981621.99,156513602.84,124408447.47,150658157.86,137333485.01,136227011.58,111670691.42,126148558.83,99745209.78,113886570.69,80062850.14,107841661.62,86716151.32,72782575.98,73218789.93,67236461.87,53939611.14,46945280.47,45331735.85,28368679.85,36288838.69,29827475.48,29371515.76,34798197.99,39924235.05,30329009.28,22188458.45,26695033.98,21911695.22,23942412.79,24778917.63,27088438.88,30056730.09,30461564.84,34933611.54,22413881.14,14459766.07,15969336.18,14796667.40,15259917.45,19206782.99,12432412.49,12768095.21,18855777.47,18805934.74,14511393.75,13649570.49,14244276.26,19325609.00,13927107.52,5124090.84,5014676.06,7766083.29,5988657.27,11557967.88,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
