,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,166194595726.42,107240246001.43,143868825484.46,143220416305.01,188417446836.14,132765524738.71,159552055382.09,94782314661.13,174121009199.93,94352631304.03,107563206080.73,90969143057.96,87032118210.63,75187017626.78,71867989238.43,52784761696.94,53180381016.34,42734555138.81,44612562238.72,38889714570.47,62715253375.94,48741855059.14,42861721091.89,37525817692.80,44365409795.23,37063558411.45,37603625994.77,52258688500.11,52291542055.49,33307397473.86,47012188240.68,39054424566.76,34239514295.08,33899446885.85,40779468533.59,37189322962.18,37816932911.84,31543455323.84,19111314733.47,17917618441.85,23001923830.80,27614616095.17,26880423542.74,26921921879.80,19978285929.92,19942417819.50,15369845629.99,15626087320.46,17046504584.31,22387956702.33,12085935053.85,9223752632.40,10743695198.09,5459989177.60,3426873352.03,2879832733.47,3249034710.39,2624139930.07,1948545756.05,2161493186.36,3131999521.63,3211972517.90,1842486287.36,1184795548.76,968784720.92,799576969.65,1410869194.82,678371033.27,1187405566.30,1166858479.70,1663890917.89,540421551.66,805381417.19,763010058.78,995745160.05,911966043.54,760922596.47,468010960.13,576515552.09,683387777.70,711664824.74,0,597858560.26,0,504524626.71,0,465064440.24,0,690288269.04,204653478.04,0.0
3,交易性金融资产,11735265424.66,207015852.05,719780070.00,1101657558.15,11900806302.82,242518090.71,243041799.06,0,0,0,0,0,0,0,0,62834319.25,0,0,0,31666282.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740470.77,0,0,0,0,0,0,0,0,0,4015523.52,1602684.84,1009053.86,1009053.86,1009053.86,1009053.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602499.00,710370.00,813410.00,83980490.56,2376901.31,4745143.91,31058621.57,0,77513774.91,0,56936110.62,0,42488988.68,0,48855807.14,16649792.24,0.0
4,衍生金融资产,332257520.78,653437523.64,66779246.14,5970343.63,10782930.40,39585151.37,21080158.00,18285428.00,12493711.40,6405693.49,6405693.49,67152082.60,458671184.10,7031021.95,83086895.57,0,122195279.19,72176773.54,0,0,36404522.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2017045785.50,1947533286.55,1884582112.80,1841207526.13,1588739194.82,1733613348.73,1777811597.06,1476427431.56,1432734013.84,0,1694829670.94,0,2075256823.79,0,2262389058.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,28970047.83,16062919.10,19736920.94,3500000.00,2558430.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1988075737.67,1931470367.45,1864845191.86,1837707526.13,1586180764.10,1733613348.73,0,1476427431.56,1432734013.84,1302107882.27,1694829670.94,1734498135.38,2075256823.79,2504272008.33,2262389058.87,1617864148.60,2510653269.96,1508193169.43,1897732013.09,1614707133.67,1894071801.08,1738411713.24,2210244418.33,2926167656.32,3078969781.37,1432473333.67,1748303836.67,1818703512.65,1886548523.49,1352490629.96,1140477551.74,1254167201.01,1514813781.10,995080616.19,1044885560.60,1102852078.52,1594024561.07,192537178.21,336286525.75,406782082.64,713191906.14,501523208.25,1001075236.38,1037137439.23,922774844.24,777669995.99,1032195093.15,865218305.83,864883012.55,317512660.57,446272044.62,299825550.82,364609673.22,254405741.97,294116567.00,276864252.40,377307701.04,198125954.74,252575582.94,296659346.90,375047445.81,187619707.09,261459806.83,263915548.56,269464752.24,181113050.33,202853877.71,263150351.09,302297113.93,293611631.01,402890135.46,444673312.39,355887200.87,449487772.11,392350635.74,373183085.72,388046879.19,283151569.33,252944294.21,277794648.66,484684822.92,0,363554162.78,0,369305070.40,0,224680993.21,0,71384446.96,58948594.28,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
