,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1262335919.24,536152260.27,682195265.49,438093533.35,1074525392.73,337567642.90,346209736.57,272782490.83,820682722.52,500547460.16,546076504.16,570857416.13,1223132546.93,614638895.41,958129649.59,411949504.82,844456034.28,758393755.90,391236586.17,481839080.35,698534670.94,535218795.29,808702170.97,708826137.36,859470397.04,728064120.27,723014109.02,748411531.48,765488757.78,827022113.06,869239731.50,944864248.27,879183562.89,1199433781.43,762663399.78,760522173.45,1235516897.84,213238774.81,152156336.00,142077407.91,89862932.71,214930596.37,169346384.47,200933755.41,149251662.65,238723727.31,327267607.88,301342389.03,152684179.49,156688605.64,181074928.13,120303009.03,111947533.78,47942384.52,83908553.67,88824442.14,114843199.20,93629753.76,95744873.80,131732725.95,176736751.49,86418576.43,87340652.96,62005682.00,98488054.33,77913831.37,77314902.89,88241597.64,137355187.89,54187337.97,39053928.67,33067816.58,59015079.85,44764087.02,96432500.88,74843746.99,155785308.62,16591827.79,6684985.86,3047108.65,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61429400.00,61429400.00,68287240.22,68287240.22,60158997.54,60158997.54,60219793.66,60219793.66,60749076.52,60749076.52,52179526.93,52179526.93,49999571.98,3513290.00,49766947.23,49665000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4132014867.01,4400618914.09,4170805890.99,4140176772.26,4419141702.44,4509792779.52,4384467155.42,4454455177.96,4485338364.04,0,4674274158.76,0,5069627061.27,0,5060340825.68,0,0,0,0,0,4398288930.49,0,0,0,4340922699.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,422716571.09,382253790.67,381100015.81,343633486.47,406033782.20,277864840.07,293092695.20,243729241.71,220869477.31,129982483.30,155756613.27,365382634.99,383709945.53,90247706.69,120950434.98,102088726.36,248977828.36,139024215.49,99683211.29,138230849.94,184065731.30,119724169.01,89298657.02,95377717.70,154032047.84,59901299.69,90358724.05,67470997.60,36452795.40,48358235.40,45340889.19,37322041.00,14396698.00,59685373.52,21284461.04,16248046.12,6371266.90,16500566.19,10082119.91,5942627.93,1672500.00,27978931.00,17142144.00,14142358.00,8154048.00,43739994.71,39665712.26,18353373.81,4207619.79,19440763.45,17327659.84,20692595.29,21490618.25,7823000.00,4286500.00,8106370.15,18904695.03,12196275.00,6799742.73,6946000.00,9818597.78,9823140.20,6628540.00,3918336.08,4159600.00,4489766.00,4303516.00,12271126.85,9840871.75,4840000.00,3832000.00,6607542.00,13420457.00,3401663.28,7423625.36,2400000.00,1175000.00,0,0,0,0.0
7,应收账款,3709298295.92,4018365123.42,3789705875.18,3796543285.79,4013107920.24,4231927939.45,4091374460.22,4210725936.25,4264468886.73,4439292403.68,4518517545.49,4567932432.41,4685917115.74,4850908080.54,4939390390.70,4663347317.18,4705655863.10,4169180307.21,4162845025.18,4096989826.71,4214223199.19,4285844901.36,4352579307.62,3969821858.65,4186890651.18,3843455520.99,3757830036.56,3501959602.96,3609514657.21,3294435005.57,3203413626.77,2738469416.05,2807502226.65,2510989728.63,2292339587.46,2003592885.38,1925997410.75,1756551132.01,1642811076.78,1510009290.86,1398833769.08,1489023517.62,1457211848.26,1375939285.70,1259141832.24,1225171612.27,1098681513.81,1024058471.21,872726394.95,1047499741.19,915864846.68,796557035.73,775840497.68,891776642.37,818850643.14,741965497.60,646580072.31,735404404.52,706617747.52,658009957.78,558916336.11,621216687.54,609701794.96,530217255.64,475036411.94,550224276.38,537060127.81,492996812.79,448547120.12,471061188.15,463644736.24,436391016.62,412646500.36,395657463.50,321770427.67,313454602.37,252537077.38,168645307.20,129216242.40,78131483.53,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
