,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,157560724.46,185093158.54,92819594.61,160212651.68,168065971.61,212321280.30,186203666.15,333747739.47,312143747.42,327158857.46,248445469.57,313653820.41,264666705.15,278995622.78,323015326.71,278314674.50,246850994.12,263489496.70,244946807.38,271736731.25,169000728.25,166132007.39,243579985.35,308642180.16,204534935.12,254813448.66,261853075.99,267237862.73,272679879.93,236280529.19,232526137.11,269722617.36,233437471.20,276911553.58,376379373.85,401813873.69,323593378.28,395025546.80,352488707.04,357347750.45,408424141.33,382330054.88,334071853.49,414335763.52,298544691.65,380909260.66,406877170.08,420942003.01,425786129.90,491809628.08,430550724.34,353413408.33,392622192.08,490099292.08,234342997.92,431220232.43,283515755.67,321364448.26,284409112.27,366027155.77,286321244.32,263643376.88,223825653.27,223847013.69,185269289.16,228557093.97,216499336.67,263727377.96,295908023.04,280863531.84,266179897.71,335994776.65,162492843.13,442193769.32,223596841.81,320344215.55,215990665.18,392254184.64,202974389.17,207337882.73,0,284099983.62,0,240839461.02,0,399712000.00,0,408650790.62,19007724.64,0.0
3,交易性金融资产,2927624.74,3541678.69,211568.76,240185.55,4140249.60,2605060.08,60571568.09,285057.09,669803.01,484676.05,450982.33,204627.64,199916.43,193762.64,192643.77,227608.48,186012.23,253144.46,229648.18,206711.33,149648.93,132026.72,128949.83,138739.95,143215.43,29429509.27,143215.43,38144614.02,1730676.91,139981.44,2142900.23,30132744.58,72250332.69,52670583.00,4380304.29,178491.78,26619441.36,8005501.81,10403423.59,10283007.26,163512.18,169708.85,2144623.18,103344.49,124133.33,153517.55,79192047.12,275310.17,1993349.49,1680237.14,1257969.04,5669340.00,4259000.00,7589000.00,36237292.10,50000.00,33457951.40,18831397.23,28297699.60,5868400.00,5353283.21,18251651.69,27555849.94,50000.00,32726425.05,30788080.77,31070551.35,30164924.30,67786110.74,35096686.09,46895686.09,230000.00,2320000.00,4077953.62,10894883.97,10894883.97,24317976.73,24617976.73,67379949.36,97183976.73,0,70707450.66,0,113373280.00,0,63540000.00,0,38007734.26,10001450.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,240139513.65,197448239.29,177561072.31,207294245.95,270091443.67,232431891.10,198438558.69,227742402.67,0,228248866.19,0,78216683.40,0,106836361.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,33323205.22,18035563.58,1953060.15,450000.00,16132556.35,17822271.91,3150702.55,5934459.00,1845000.00,10782484.86,9760000.00,1560000.00,15444347.15,17362119.60,2600757.50,1432343.08,600682.00,25180187.00,27392585.00,4625669.00,1381977.00,807040.00,11785786.00,15226620.00,4520000.00,3300000.00,1769603.00,3654046.12,1759681.00,7370050.00,7108609.00,7342060.20,3127890.00,481741.00,3121129.40,4210716.10,1795725.39,926605.00,331531.82,1360093.10,114339.00,1002354.00,25719760.93,33412809.76,6846577.83,4369483.00,9522072.31,33840242.06,9913474.40,6166192.90,3282381.00,9616726.00,9010234.00,7952966.40,6090859.85,6887091.53,12598402.54,13201065.26,24111764.52,16124844.03,11986384.00,2703841.46,7711342.84,2205913.00,1686090.00,1509600.00,74000.00,0,320000.00,550000.00,2844100.00,567500.00,3234771.22,250000.00,2054362.00,2016845.90,6704415.79,146112259.83,215410670.19,197511098.98,0,83695568.46,0,27855633.21,0,0,0,0,1254324.00,0.0
7,应收账款,206816308.43,179412675.71,175608012.16,206844245.95,253958887.32,214609619.19,195287856.14,221807943.67,185612988.74,217466381.33,177287454.12,76656683.40,87963484.07,89474241.88,40668094.46,61605088.18,30378701.74,32992989.48,63745438.78,80737208.22,105840539.02,95635170.05,72234679.45,63604571.78,182513498.26,106135188.29,90322340.92,96264362.18,109959065.84,95284795.86,56369587.66,57929392.78,156659574.23,138492279.84,127079932.04,111580702.90,105705522.19,114080093.24,107198629.29,104800945.53,121703524.42,116324594.12,107975516.66,151138836.09,208662538.16,245879880.50,207380420.30,217166825.98,250281335.38,299598293.91,257945547.08,271327335.11,328211342.75,341422399.08,480367222.30,355425685.06,502885081.53,526380163.88,543853106.18,638313037.31,681099114.70,537440299.34,410388210.94,410897066.36,468027969.12,436215313.60,416175781.73,398105294.84,491439038.20,455564763.35,415868695.52,349366281.27,127665321.42,133052513.18,348677053.93,303640281.64,275401215.76,387445579.71,414751849.24,373819324.69,0,295660369.71,0,263583387.05,0,0,0,201086126.70,52305390.04,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,34051030.38,24381282.70,19716005.29,20747868.85,53357505.57,35685488.43,21609403.95,22595275.67,37388035.82,35801766.34,29460185.20,19078199.31,24629427.39,12377835.83,19151067.74,15341074.24,11301601.01,11267891.42,9748109.02,12192348.19,18496870.26,49937599.91,12056699.08,3150641.67,7359434.66,10113750.68,6099237.82,12303838.72,69060571.55,78719646.33,72985740.93,74627077.74,82147160.62,72949476.91,73446746.64,43898470.80,13097726.69,12625115.35,30585303.12,25211432.32,37159763.65,8666093.69,19965510.48,26412119.92,25019979.46,26672395.70,34610717.21,31075375.82,31472455.10,28396478.63,27109723.16,10754164.92,9094685.23,8543536.70,13043217.12,14316465.45,14376183.21,18178167.03,13225514.25,8024904.45,26469009.20,23683382.12,16037681.63,5572482.93,13766759.91,13174364.85,12200825.54,13454080.59,76776814.91,88010939.98,2773574.72,67118387.88,51850516.90,37988872.93,2055300.65,30730250.95,2266820.05,2335800.65,2274605.75,2892354.57,0,6787199.60,0,15257457.79,0,0,0,4470192.12,0,0.0
10,其他应收款(合计),47831910.86,36839437.19,48394899.47,39600263.58,40539151.69,38977353.49,70173673.05,32691856.05,0,33694038.13,0,32223038.88,0,44056523.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.00,0,0,0,0,433964.31,433964.31,433964.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,1620000.00,1620000.00,0,0,0,0,0,0,5700000.00,5700000.00,5700000.00,5700000.00,5700000.00,5700000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804317.36,804317.36,804317.36,0,7750077.37,7750077.37,7750077.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
