,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6104897701.10,6186544629.61,6562656357.40,6617042238.06,7104476249.86,8264580156.40,9546760997.35,9510242336.25,9678489228.14,10868941870.94,12252900946.29,10562983523.03,10122485838.50,9364360463.31,9093225232.75,8845948290.33,8920135563.27,7627361956.15,6501858656.18,5454446791.00,6574281847.47,5287968714.87,5473540732.95,4516394985.82,5066892512.13,5025186402.75,6476269321.68,5045494258.28,5967824413.44,4805502036.29,4979840241.30,5403498828.11,5496397539.79,5457560610.07,6422850054.13,6904238018.89,8354613278.78,7286357299.11,7110874439.28,7001486085.77,7480832445.28,7420648478.05,9323779817.44,9230926991.27,10553752480.70,12977852369.95,5599455105.70,4253845457.82,3876684581.91,2936173160.15,3045598975.78,2784486422.03,2888058454.38,1532133563.91,1635958437.12,2023158840.55,1293402291.92,1552430407.01,1517051644.54,910814693.53,853318537.12,803873770.03,651174852.60,371624603.11,315701158.51,0.0
3,交易性金融资产,565164037.70,434734742.13,84178764.25,216416274.02,504578109.50,9080953.87,10567304.14,9573957.75,8839325.67,5733492.81,5828174.40,5826399.77,5302903.32,5845211.95,6977161.93,16607713.26,18417367.12,6521136.21,3053500.00,0,0,7169398.93,7070184.63,7609926.06,21168967.03,18978024.75,10493749.20,4975624.82,4708333.00,0.00,0,1800000.00,3165000.00,15683820.00,4811000.00,17611932.60,34464417.90,0,5761040.00,9334000.00,13549500.00,0,170000.00,5956000.00,6455200.00,0,0,0,0,332910.00,0,0,0,0,0,950000.00,0,0,0,0,0,0,0,427480.00,398580.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3832436465.39,4883711437.35,4550392774.22,4771450136.74,4067291915.99,4261261947.02,3986528884.41,3799575202.85,3810441855.47,0,3402655430.30,0,4206168655.96,0,4390120007.54,0,0,0,0,0,0,0,0,0,0,0,0,0,4107259336.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,9383500.00,829427349.10,742012334.75,888959436.58,901585712.35,1117930251.25,928734228.02,927898211.50,911744288.69,418747810.97,393058755.32,745796094.88,806260255.98,467024501.82,425123352.31,361965051.73,402946490.50,427959963.32,360989416.84,595946206.18,791407789.09,667549666.55,670100540.75,746120429.90,818837674.02,721539186.48,628230098.67,734415733.85,892206095.42,1114658422.92,977799892.47,640610483.15,926260065.16,668470490.38,614141714.35,520200051.00,492375678.56,309474067.76,292119218.94,235380403.28,221335603.00,174048919.41,242397262.66,129241367.75,124028770.66,158961284.03,142249604.22,237438130.90,168218761.96,100758976.40,112019592.54,115261773.77,66921659.06,20668420.95,100286030.08,88150778.58,92985682.17,71597096.00,118703795.15,77309004.00,52863856.45,59053431.60,56624000.00,5765000.00,2150000.00,0.0
7,应收账款,3823052965.39,4054284088.25,3808380439.47,3882490700.16,3165706203.64,3143331695.77,3057794656.39,2871676991.35,2898697566.78,3075772592.79,3009596674.98,3203954877.73,3399908399.98,3589757258.28,3964996655.23,3636154873.65,3729834778.99,3336972864.32,3569918834.39,3296807970.36,3196371872.06,3550194722.63,3391212028.16,3272088425.08,3441787680.11,3927635548.36,3393268343.75,3281752212.08,3215053241.46,2873006832.09,2240356798.40,2226862431.55,1775985374.07,1396911994.26,1477976088.05,1292956755.38,1244962944.21,1140460978.99,1336505175.36,815842150.94,1150322307.94,1360101093.45,1166523047.06,947877539.66,1103390009.96,729447838.20,876306072.61,637891163.48,596321992.01,761772293.52,797401431.77,692019071.46,809722621.26,282671127.94,274958084.55,232820378.65,239022883.08,233126058.96,215491142.79,176448205.26,162819651.63,147448992.19,106923666.53,98350022.67,54737172.19,0.0
8,应收款项融资,1089587138.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
