,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,194202590.61,160986460.95,112755338.49,241812700.99,118835534.60,69739167.03,52431171.63,247147017.66,177030599.47,117855689.87,136999001.68,67925367.74,178175414.39,106989231.00,257284654.31,317902851.23,102269666.46,140869269.46,91596323.00,336670153.72,137266780.92,114099727.67,170071411.10,150021503.67,151836534.38,118726307.89,238817252.16,294679321.10,224928338.66,88648988.28,172056670.42,376576448.96,250939025.93,215516619.11,233770186.05,206490664.53,184347139.17,164673705.38,111283641.70,115254049.16,259657943.96,243160957.66,150344706.24,122870481.77,360252890.77,240768967.66,159089413.96,65720933.69,261966330.06,277529365.49,182641831.97,46964770.36,135257669.48,96869198.40,105147986.90,57746701.79,154215348.64,100448837.15,109419818.16,183187331.68,193902927.53,41841304.19,28346479.85,22186897.32,34706954.62,16913400.44,30038739.16,73983322.41,88143997.08,68300979.35,42497766.50,63163743.70,90788872.70,80870658.27,81850751.80,138522499.77,75147569.20,59312207.35,5029285.84,19727462.60,8970836.52,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,20000000.00,89982330.47,60000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,771313087.73,570679015.50,499861068.39,458154456.00,544332123.99,514682165.34,490520536.30,509389656.13,608470748.67,0,556691042.03,0,751572148.08,0,947811937.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,65621620.22,10606546.00,14897908.00,10935535.00,57698691.00,70507440.00,14525000.00,34692472.70,91356070.59,70510340.04,24512116.00,61968556.70,103470864.00,95156600.68,48388600.00,62313300.00,224248108.17,78696703.00,57608606.00,53286281.42,102409533.31,96974556.00,96223600.00,159848268.20,114518570.79,105595919.66,62090143.40,62833431.00,109864946.50,30496888.00,66243950.65,49122000.00,42668125.12,70880000.00,73845087.56,36378384.00,100297683.60,63087098.68,69867426.46,55559283.64,92488868.96,107561059.34,38170280.40,59949819.00,45053669.00,46856175.50,20904805.00,18235430.00,17520000.00,30249628.69,11436000.00,4880000.00,13777818.30,11369864.70,14016784.50,0,21420111.10,33362459.00,20379500.00,29867890.00,5010000.00,17026884.00,8972330.00,10643655.00,14130254.00,200000.00,383000.00,2553000.00,3568532.30,1450000.00,11930000.00,300000.00,8568250.00,0,0,0,1890000.00,0,0,300000.00,0,0.0
7,应收账款,705691467.51,560072469.50,484963160.39,447218921.00,486633432.99,444174725.34,475995536.30,474697183.43,517114678.08,524509176.73,532178926.03,584866631.75,648101284.08,777515220.79,899423337.31,976003502.93,1008352738.62,991875941.82,1058939344.96,1082142103.59,1137030727.00,987134963.59,977051738.48,936795815.64,1059362831.64,1115485018.26,1115110652.06,1073712973.03,1156936194.31,1146306771.40,1104773751.65,1059047718.88,995509415.09,1073072065.02,1073416560.30,1108468790.35,1165210981.78,1433762533.12,1394826938.37,1336079088.81,1291780836.67,1525796714.19,1496384735.43,1358414665.70,1232614614.96,855283307.07,1158660405.44,931722999.40,809467584.45,755951622.56,713525096.62,666775310.71,520924373.28,520304881.32,504885820.28,395473050.33,273192653.21,182499820.45,215753548.19,139207123.13,139717035.62,157463023.72,139143198.61,105196702.52,110851535.00,128504576.34,128228266.85,112138386.56,96372394.18,132651312.95,147019491.55,131540970.55,119624237.70,139257245.29,99868517.60,94200918.06,77881362.75,82135706.25,69878780.27,44856051.92,32585344.01,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
