,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,17499259800.09,19961190731.06,20440646376.84,13935727152.59,13256168730.36,12938666697.74,15026082674.15,13328823906.01,13598658202.51,19556546874.30,17128217222.91,19840284936.00,16564365858.67,21706319283.95,23167192874.95,23454179048.36,26117477964.32,43303524302.58,19912976003.23,10249789646.59,10080362618.19,7879622058.60,6334256679.33,5913087391.55,5686013876.86,6780708599.60,6324832117.88,6929826394.28,7291738811.93,8103064158.31,9843710852.86,10432381715.26,9082553459.05,16089785996.35,12364148537.92,15918335649.15,8358920535.42,7378699025.68,11430693723.73,9092798722.20,12387784933.16,4790624185.94,3395520161.76,1207349477.00,1581498137.58,2049866222.39,3027478241.66,2492230827.36,3127568907.13,3114510400.67,2720564328.94,0.0
3,其中：客户资金存款,14727454098.52,17112168342.71,17713495815.22,10921326368.91,10688866057.47,11330772609.76,11893499031.55,10765509016.07,11423900319.84,12930842639.94,11822917365.82,15628391768.87,14472977082.96,19026978279.35,18735730018.19,19694206086.62,20106071056.66,34415225998.34,17610143432.46,8182244138.44,8121355084.10,6193066391.43,5266158779.21,4839884951.42,4846430050.06,5433901154.09,5005676811.39,5432269802.30,4962518993.52,5529431048.48,6562710096.04,5966320103.51,8132752192.47,13112355848.25,10978522594.31,13481543738.18,6040502430.78,5179824110.51,8929317870.25,6906811668.13,11654658829.45,4557662764.29,3232405777.91,1085883579.33,1423607680.52,1696389452.08,2534470143.69,2138773006.44,2777204551.45,2818622216.63,2629039144.21,0.0
4,结算备付金,3364987648.05,3594289650.58,3770140474.99,2749178741.87,2947464275.53,3016623962.21,3158379733.88,3527282348.05,5817735093.47,4104061826.18,3810019198.95,4248147348.89,4256794292.21,3366586369.74,3324621849.98,4827905019.84,4155382435.21,5560215111.25,2961757581.00,5896568026.69,1810117119.34,1101141104.49,1346268966.49,1295004944.17,934279183.06,1292004684.97,1065670270.18,776280629.52,716123410.79,608187892.18,630681081.28,751131633.58,485988504.85,843292429.86,437942490.75,711099419.10,536896783.57,444265092.11,959843050.08,3206636733.73,933611022.83,193255746.70,313490541.16,260858383.77,65305980.83,71118110.84,105473013.62,59686338.30,96237046.37,27456810.96,16773642.02,0.0
5,其中：客户备付金,2899138814.22,3194790393.49,3104576442.24,2402364590.51,2393598547.89,2748543535.59,2746821873.05,2922987066.56,3038975968.16,3199628489.17,3162260814.83,3651028899.21,3245890642.94,3027216304.27,2884850781.01,4174930818.95,3590476964.94,4871310796.65,2542224744.11,4764284994.96,1214367085.23,965522582.33,1194857939.81,1128903194.51,806213368.49,982498682.41,942758719.14,610171539.83,610528125.03,516407262.59,548790998.96,703280610.99,442620419.44,793449507.54,394156779.68,636226804.06,487318262.77,363201469.68,903851113.09,3136821019.11,821421280.25,170565675.12,303686262.25,259631458.82,48270877.89,47435975.27,75611964.50,29130528.95,69605695.46,22335158.60,16773642.02,0.0
6,融出资金,10611182389.48,9729177423.46,9567471049.78,7056555257.55,7398655715.25,7493100651.25,7812110418.03,8055111637.32,8017969340.06,7726839436.34,8666070269.49,8618916151.39,8071201044.87,8025581467.23,8296902402.96,10875406336.00,8062239800.50,17124943358.69,12997011883.07,7888930794.47,3964449581.61,2692940578.75,2745615619.94,2409954800.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,37387622214.84,33672226811.07,34200652770.56,25642821864.66,24476571700.82,26235015718.58,28474086253.02,30500770836.82,27471429523.04,24324888589.14,22163127272.60,21769705706.86,20058509223.78,15860269422.91,14825788935.92,14222827510.80,14439276677.11,13785251064.86,14067690180.11,17315854448.80,14459835016.87,3575968423.25,4752659417.19,3400793880.38,2419797690.04,1975241438.41,3191843754.96,2433247111.76,1892325627.90,2432809666.00,2334412470.82,1147492741.22,2898637381.22,1025606811.64,2069587770.69,936395872.76,1133661238.09,787651072.82,121848892.76,478223353.53,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,1260781.22,2592313.46,3416558.45,1230741.25,7014392.74,935336.67,0,1822815.12,130735.00,2588207.20,146013.20,6996544.22,4091444.01,1726823.84,9212524.47,3620.00,227364.00,180505.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
