,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19930331,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,408636293.79,224720243.86,298425181.35,308337451.67,167961104.79,173546010.74,228923455.56,235985616.59,112988020.34,138223075.58,158599081.34,183236744.04,109249127.95,80095688.30,101228773.62,149368328.32,102601888.51,96853483.84,126316124.11,398772423.71,115944587.64,101416377.86,90853162.03,127883811.24,84864636.41,378374795.98,66117379.21,107393538.75,136318187.06,141121479.71,98467365.93,139639286.93,137225425.24,229557631.44,90367001.38,160673818.54,98986554.29,89055439.43,170511031.68,298252996.67,275529901.66,214541834.40,131782071.57,121497199.56,159472950.79,159950645.06,122489401.72,144984047.50,253501672.52,343718804.78,251745229.76,199958742.89,256892160.88,238526301.85,112157521.26,190927798.64,195540846.07,189463891.31,200091077.55,222358640.86,168582913.22,179111696.80,211226943.14,230685121.98,192693897.50,222140069.52,269027508.32,160422923.15,168496208.55,263267405.73,193034654.36,152708971.05,134463426.24,150345380.17,118653843.02,105518883.02,70205563.29,86959946.67,64315279.14,88010126.35,0,27946786.44,0,33375029.03,0,15321110.00,0,4796369.73,17907942.71,0,1286104.55,0.0
3,交易性金融资产,360000000.00,450000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20780000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499150.00,505000.00,0,0,1450.00,1450.00,87673.70,87673.70,96592.00,96592.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,0,10000000.00,0,100000.00,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,406654388.99,425728776.02,413135904.18,500240619.45,462933414.13,436697733.43,384532733.24,361057348.83,0,317746138.55,296388701.19,267104172.66,0,278171394.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,97496652.08,116256419.16,100649435.25,206601612.73,168018283.56,153919457.84,115901853.95,109640958.98,37658562.87,64632662.05,45825113.64,42019679.10,34006796.21,32236413.40,53976236.39,57260460.30,32151972.41,44473957.61,55306331.55,60781997.80,72760385.39,99247247.96,77296414.20,101572454.57,53787271.85,50752348.10,32878649.07,55294424.62,36601785.10,48637427.05,42335165.68,89826968.45,64626189.33,37540407.78,14196804.85,6297006.45,6089125.87,4975525.49,1440318.00,2290000.00,5739598.62,2020000.00,3901746.29,2812256.32,7313959.82,5886083.00,11678939.50,14590676.00,40566791.96,32348991.21,14736601.84,23228143.04,17919603.00,34893263.74,8438000.00,32366185.90,8993080.90,12923794.24,5532000.00,30853497.14,6034005.00,15607008.97,16980228.00,21625854.29,11351547.74,15515045.46,12280098.59,11692749.28,14034971.84,3982246.50,4890000.00,8710300.00,9374000.00,23070772.80,7488653.70,541260.00,310000.00,400000.00,200000.00,0,0,2100000.00,0,1167200.00,0,0,0,0,0,0,0,0.0
7,应收账款,309157736.91,309472356.86,312486468.93,293639006.72,294915130.57,282778275.59,268630879.29,251416389.85,273313763.01,253113476.50,250563587.55,225084493.56,263047928.05,245934980.65,269579431.16,222124077.94,295342809.88,268505340.84,246330124.60,196766401.07,250018521.81,215551617.69,230498405.99,184192165.09,230847055.36,196761693.57,199871420.01,146582142.48,195648682.08,166269301.95,189731162.39,135820078.13,167918457.14,152236167.45,162930952.37,111113271.42,141054652.49,129360721.46,129679688.05,106475615.56,157335643.46,143076399.73,138728508.45,124428724.70,149929649.27,163941614.02,184392160.53,161310228.97,173271807.99,162405533.59,171046698.66,156161459.80,190363745.01,168118986.66,192295301.38,168047137.68,189539091.45,188604321.56,203482499.09,162686670.02,167655822.34,136126054.94,144122804.93,124625438.83,178937075.07,187331746.92,189850023.16,174090051.38,182510668.39,175903017.48,169814973.94,159318434.64,202783211.83,189184781.45,264230850.43,165130628.52,207061466.64,165534895.63,166012707.69,121601009.22,0,41313141.26,0,26673777.53,0,0,0,2718029.03,1610267.71,866291.46,3341802.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
