,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,13814319.97,24210678.42,65214616.16,86805133.47,10608774.57,14248505.88,77038911.32,40626704.80,20244866.02,11047369.12,2530083.40,29840752.03,28305232.66,12649477.78,16787257.48,6837926.59,2522587.91,15408463.76,23113413.44,29072092.28,23709092.50,52888373.25,22869169.51,31557014.21,35433874.67,30572651.15,16035737.98,18192011.80,14613281.41,9305495.36,7803923.08,35683268.39,13494975.75,25335617.93,15751778.29,39944951.43,29671507.61,27519774.09,19415532.17,39233125.69,19527521.63,49841885.41,11682324.78,29294650.24,11815966.43,12375652.79,29754482.35,20702768.78,55310921.43,50044270.05,26128382.70,61508013.77,96878421.48,16123916.16,23477925.25,37275472.86,13377593.06,22111483.42,27572759.14,33026102.97,19383811.73,25678125.01,34932448.59,36249499.06,23079202.36,94948955.11,102605635.39,108521742.46,22221771.91,86832749.19,98243965.28,108612886.22,28220638.26,110735820.00,85356029.11,67462212.01,39614012.85,50904087.95,30783790.35,42073419.19,0,43864754.34,0,3341616.13,0,9314000.00,0,7104214.44,18439845.00,2049677.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121230.00,1121230.00,1206688.00,1206688.00,253080.00,253080.00,0,0,16290.00,16290.00,0,180405.00,1699.43,68440.00,0,0,0,8329730.14,299370.00,0,0,0,0,0,0,95006.08,94195.92,94195.92,94195.92,94195.92,100000.00,100000.00,0,0,200000.00,0,0,0,28500000.00,33395700.00,33395700.00,33395700.00,34340000.00,34340000.00,57340000.00,18500000.00,0,0,20000000.00,20000000.00,0,24449850.00,0,62425600.00,0,30665000.00,0,16055520.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,63932642.83,62373224.86,72805398.80,56917601.84,54474828.50,65404587.12,61519375.22,54022263.85,31916037.60,32990120.71,32415283.91,36168857.69,23618197.21,23008441.80,0,0,0,0,0,43484079.89,45527516.41,57245233.62,48433741.14,52557098.79,62428259.52,55650131.79,74461189.30,47033930.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,990433.74,2206215.07,1472348.40,4631919.46,1300739.00,2559484.54,2590269.29,5004521.86,2147599.18,2718744.73,1407961.10,5450212.42,329680.00,1100646.05,1136335.74,4568490.82,6239078.81,3934988.19,5164913.09,5449603.63,10301936.85,6069982.77,6793353.70,9692125.37,2927524.88,11786577.38,15422936.05,15262670.31,10693964.20,10255255.84,17864706.90,20030105.03,10337429.85,16779613.30,11002839.67,9465496.73,5397649.11,3041344.46,3072241.03,3141475.37,3337468.18,5235750.37,1225219.18,4116617.73,4758965.22,3077271.06,3206490.49,5355997.97,4208743.46,3578141.44,5916136.65,3445818.82,2107897.74,2122967.66,3920666.59,3837245.31,3695907.38,3721798.86,3980361.81,7340802.61,7619543.43,6426758.99,3866624.70,3804073.60,2434042.70,3574573.86,2180854.57,2282537.11,1513921.34,1879052.99,1340000.00,1168424.06,1721302.83,200000.00,644570.43,1186747.72,2042880.39,3136805.57,945315.77,3401676.72,0,2145408.75,0,2185860.71,0,0,0,0,0,0,0.0
7,应收账款,62942209.09,60167009.79,71333050.40,52285682.38,53174089.50,62845102.58,58929105.93,49017741.99,29768438.42,30271375.98,31007322.81,30718645.27,23288517.21,21907795.75,26004228.39,19895885.71,29282119.03,27365755.08,30812849.83,38034476.26,35225579.56,51175250.85,41640387.44,42864973.42,59500734.64,43863554.41,59038253.25,31771260.14,82251307.34,82652528.45,71746473.52,70362344.92,55412220.88,48342973.06,64689789.77,47399837.79,46298757.18,46413909.22,58441164.80,49925233.52,56824418.07,62262850.42,77097600.38,61939188.19,75478296.37,73969567.41,74057451.31,52013486.07,48696665.37,45235155.08,74501167.97,46902588.25,62692128.14,57542725.51,55461750.84,42220389.74,52312037.82,55015389.46,51779150.85,34947110.18,40858317.22,41425549.32,45417330.38,42866783.12,51706761.85,56175455.45,56652692.99,45002657.85,56242768.51,51588338.11,55884286.14,45510877.75,45457507.20,36267247.30,43510988.26,41717651.13,39225324.36,32756952.90,32895506.06,29299482.46,0,26586255.27,0,28652896.36,0,0,0,13130518.00,3521471.00,847946.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
