,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1013474420.57,1160210050.23,1227707795.07,2017099006.92,867541746.39,1013927057.23,1167779265.64,1522019165.99,947137977.49,1020448812.66,1011812528.73,2020179225.99,840000753.45,1072899770.95,720389372.47,1119878636.94,810147354.18,451737757.97,404578664.24,275198603.36,409621136.25,264456078.46,285704489.90,407651547.61,357246973.13,670991558.34,533791631.79,812518423.01,650083344.96,628849116.55,1180649067.88,622850267.43,882222188.86,643500348.43,753075495.42,982180789.55,846924830.98,666495409.51,692337418.69,819641448.29,939741774.27,997646336.26,855315476.35,937117292.28,872820052.37,1091071291.91,938831664.00,302749960.97,207401948.84,302811729.59,370587053.38,220223106.43,214347386.34,356577864.19,250139365.02,187331743.65,212128296.14,160483890.99,185527957.18,203728629.71,216386413.08,248538975.74,362919166.81,384234508.03,285386254.82,214141399.36,213472771.84,224833825.41,143179605.86,243619760.66,0,357599874.13,241394130.53,291039424.60,150119858.19,137572965.99,112886476.44,89659973.04,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811625.00,1635043.00,889398.00,0,1613275.00,4499414.50,0,0,0,0,0,0,0,0,0,0,0,0,0,182600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563120.00,563120.00,2332800.00,1950480.00,2229120.00,2527200.00,0,2252780.00,221260365.00,100865435.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2662483451.05,2687834186.76,2646794328.72,2739477499.57,2634940698.13,2734880921.66,2572045412.80,2662662296.88,0,0,1964243571.04,2062814932.75,0,0,0,0,0,0,0,81353294.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,316101950.39,332909998.92,274996449.85,219857833.38,299505578.45,314706869.37,381860939.50,339593872.54,382506373.65,270051320.77,170190491.73,191574821.61,73495949.67,134576438.33,115333703.49,126136445.74,46473390.28,36708751.16,10052008.00,40095086.83,28834010.64,39237249.54,30600796.02,45792670.02,33789370.74,41120064.54,58748524.98,52708167.55,54152460.32,62988573.36,74272032.18,35368146.11,60217661.94,44643606.58,47940159.38,20657225.62,44099969.28,49863330.43,32058633.90,34963812.32,30188088.30,34539770.13,31322150.56,55694390.67,51064380.51,54120087.90,29346900.85,48224681.70,53984862.78,42106739.12,32793823.77,37666229.33,39983618.29,39925576.77,31815092.65,36205833.73,53286115.96,48244737.89,35846661.62,44405869.01,34759810.21,18385499.59,24986738.70,29523840.60,22212624.07,32824664.18,6161914.40,10950244.22,41066528.97,56019717.32,0,41080791.39,30198008.22,24180000.00,16090000.00,25402500.00,42302995.74,19081626.71,0.0
7,应收账款,2346381500.66,2354924187.84,2371797878.87,2519619666.19,2335435119.68,2420174052.29,2190184473.30,2323068424.34,1830163257.30,2029006866.72,1794053079.31,1871240111.14,1786922734.66,1865572262.76,1648688266.10,1270123414.15,1167183889.07,1121085201.41,87480603.87,41258208.01,125430961.56,105217062.41,86279466.35,110571518.66,121061798.71,117279385.09,127573437.63,62562173.12,134079912.00,116076920.72,124989525.34,81063196.57,143185374.18,120594619.72,184070346.30,122370799.33,139289076.46,141398980.29,158940125.73,134383074.02,153386043.32,138920015.18,144363898.83,118999059.79,166169733.27,168748876.08,144984674.01,134090610.27,151647427.02,147285848.95,156264908.35,118372964.78,161718483.46,133729846.66,127355882.27,118878505.82,149496073.38,134844200.13,171328561.54,124714548.63,160607725.08,131997436.10,122224033.89,118719595.21,174108655.67,131057127.22,129823550.98,116783495.18,171463977.51,167954456.28,157709100.00,147780872.94,172984456.01,129670494.64,167351744.18,150190074.47,183036903.31,253276825.81,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,1308557816.33,1400316127.24,1430401845.94,1255956527.38,1468037307.20,1295178461.95,1440173757.91,1231194830.55,1328993947.46,1416288949.15,1262074097.04,1287540899.62,1767144448.41,1442754560.53,1407494795.94,1262019123.06,962423875.63,740562706.34,846376161.19,865551594.80,840539568.22,891449006.47,938682683.21,983475694.64,878277786.13,890736553.23,1139107650.67,931116982.67,846343565.92,1015016826.71,1085421339.02,963898035.45,827862602.90,445940698.16,649504958.51,461748142.90,308147694.05,320956319.55,336345969.37,332726555.72,371108981.54,298589480.49,374521962.13,148102983.52,174976541.49,163200745.08,248278820.73,200520225.48,209541834.59,215123910.14,202801760.96,188846394.65,199040938.80,231495638.18,146411659.04,229047167.21,101688761.69,72893785.95,164491596.57,165927590.35,192819120.17,127822900.12,127773893.66,105766496.53,212114293.90,63836138.71,155921675.54,89545774.79,106893968.25,54964074.11,0,10024549.04,26829189.86,102931639.26,60341193.77,44778404.60,80464501.04,137187488.34,0.0
10,其他应收款(合计),205156772.66,207096978.26,193300034.15,177798512.65,199999992.66,232896913.07,215983586.90,202417433.33,0,0,213081399.03,216476644.94,0,0,0,0,0,0,0,75510198.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
