,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,289293116.15,282471814.39,274293165.64,276521450.16,278188628.95,256351711.09,326465494.92,303879768.78,299183532.25,299213595.99,368302964.23,322964081.10,289939297.15,262460774.12,245930158.91,221155489.58,203291274.35,184135713.76,197167877.49,178313723.25,147074217.23,155418909.24,166740898.28,154221085.19,133431860.98,168148072.78,150946178.65,144467160.34,66072011.74,73980694.94,63582175.88,91935865.72,152079206.73,160170072.19,119762008.95,202350675.23,315784025.76,329959583.85,330522870.12,293008656.89,223410843.69,190334618.44,213984004.57,276292203.26,292684409.90,263433610.64,284698401.16,202329669.53,111500447.11,111816780.74,364108.77,625189.49,122069.24,258270.17,321084.43,1156285.15,210607.29,371149.78,586584.23,577345.35,709018.84,1418949.53,6411222.49,11256630.71,20537121.96,35899285.79,16797410.78,39443988.95,39950948.36,55568447.19,31007147.48,48213265.19,46051952.11,46422341.53,2963258.10,2760077.62,741670.77,3732513.56,1334033.20,741661.88,7428385.87,7007825.85,0,3378835.31,0.0
3,交易性金融资产,115650371.79,103835085.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310733.93,311243.65,310969.19,308263.74,0,0,0,0,461452.41,461452.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,136582383.45,111774630.78,126577765.82,120301625.86,126682102.96,124844349.26,113104584.51,139289299.25,0,100800159.59,0,105032424.70,0,108559100.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,200000.00,240560.00,876400.00,385840.00,1000000.00,2540705.31,3826452.15,2730582.75,2410139.26,2999826.44,2627732.77,1990539.18,2688570.47,2992959.38,1191530.40,1327796.89,716528.01,894030.05,1853756.00,2000849.47,1523489.75,1039349.00,956749.00,936000.00,830000.00,1774766.68,1568686.38,138124.00,0,0,650000.00,1883745.00,1135000.00,734952.59,0,267325.00,280000.00,420000.00,300000.00,200000.00,613624.85,0,54000.00,299800.00,671800.00,60000.00,50000.00,325320.00,2100000.00,1160000.00,140000.00,70000.00,2698148.00,1070000.00,2958010.00,2340000.00,181456.00,202855.00,5482000.00,11442230.00,9372198.00,925690.00,365488.00,551994.00,13650214.00,2176960.00,3505600.00,397000.00,356785.00,675500.00,4072000.00,670000.00,5700000.00,0,0,1000000.00,0.0
7,应收账款,136582383.45,111774630.78,126577765.82,120301625.86,126682102.96,124844349.26,113104584.51,139289299.25,93776113.91,100559599.59,110948610.76,104646584.70,79313185.20,106018395.49,109802758.21,95424601.64,103809744.02,85568518.36,110748943.79,114240576.59,107919764.28,100502213.73,105019305.37,110936120.39,84257976.73,110003279.82,109331413.14,108985563.34,73410010.56,123813288.83,47784809.95,123143606.51,124050762.34,140015285.58,112710379.00,135427079.73,145355828.13,141373076.20,184640256.19,160295313.48,148193202.84,171890544.10,159898873.98,150622725.01,193924714.34,202255384.47,230909572.94,284767968.05,209402724.90,178754668.06,11605233.79,13176446.95,9747479.14,17739330.24,22243927.06,21822363.52,18982084.03,20896657.44,19597823.39,22491054.09,17579015.29,24284889.00,38719076.62,37970791.36,44735950.87,46185893.97,60076367.24,43034544.52,74120891.49,78672848.32,48727416.38,75829998.64,45387378.55,53596922.49,49430870.65,54118398.30,43157281.91,35156581.96,22996645.64,25766052.96,43988639.29,40655048.91,0,41818980.12,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,29089698.70,20704522.45,12295904.70,14901625.03,37360429.40,31870461.25,21336627.77,15888784.63,27917520.71,30199250.16,32723317.47,14775259.89,21559089.75,12333902.91,18746317.06,16435724.96,12825412.23,23542170.70,16876220.92,19370574.92,14564706.41,14714976.65,14882428.45,12415803.78,17113104.71,14750373.89,36941666.69,15649603.86,17479576.99,31736284.24,53910882.34,25143057.02,50282225.30,40395828.92,68993312.69,26386712.84,35757592.93,25661330.83,34957547.24,27835777.45,45146579.83,94135386.00,34595337.79,27556026.59,34884079.69,35173534.64,59039436.33,45993724.27,91287835.24,97629763.42,356993.19,160714.01,1193363.45,926160.72,1047139.90,1634047.10,1238707.27,1263545.37,2548599.89,1405172.45,5328874.01,4578596.14,4193102.64,3890963.76,15878686.54,17642380.94,13306316.15,10767934.70,25230292.55,12385504.14,35109140.64,31622470.20,64062119.78,21331014.96,6744509.12,3008596.68,8824604.90,1674832.39,218694.80,152376.82,0,0,0,0,0.0
10,其他应收款(合计),20489270.44,24851007.64,19011038.10,23461064.85,25078668.74,26207090.07,25190529.69,27554910.69,0,24961921.46,0,29660760.20,0,41293420.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,124149.80,0,0,1794.43,1782.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,2400000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678000.00,2678000.00,2678000.00,2678000.00,2678000.00,2678000.00,2678000.00,2678000.00,0,2678000.00,0,0,0,0,0,0,0,0,0,0,0.0
