,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5292209216.82,4294111259.21,4029064901.95,4615246709.87,3776216573.90,2365839467.99,2311377648.52,1340702625.78,1729180818.33,1718134355.93,2041641741.26,2849080378.32,3381606097.00,2739259691.16,2133760178.59,1201706009.54,672709132.75,861832497.66,1008446570.54,340361689.25,445346206.79,717945743.84,547931986.16,1243290153.71,654247771.76,982449542.24,1095338465.08,1233620136.90,1062731132.76,996753869.29,1055281250.10,1078265630.25,826370078.09,817650356.77,1650238125.00,1702104558.59,1481186607.61,1646570341.67,1627051224.62,1341411918.64,1374483837.97,1156023357.11,888793832.06,896421365.01,757404546.14,748090595.44,2541709326.99,1812724544.13,2196491064.60,1917377792.44,1806028167.41,2016742347.92,1916614737.15,2249788990.50,1762049670.49,1905697210.19,1675445727.28,1389468239.98,132931713.01,259778928.73,206624683.66,587619373.32,772886384.06,894395533.82,733963948.42,396786397.97,778859975.46,847457713.28,506893135.38,364394943.52,376212675.34,572837244.66,333303542.78,371679601.67,354984543.11,306744224.35,74231614.32,206761693.82,5690140.53,0,10961140.73,0,7129195.20,0,18250108.28,0,12789036.33,9899613.09,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80920.00,88720.00,77160.00,76840.00,73960.00,89560.00,88480.00,91600.00,87200.00,91080.00,108000.00,102480.00,89080.00,89520.00,67120.00,44480.00,66160.00,77000.00,197800.00,197800.00,0,0,0,0,0,0,220280.00,279340.00,1324683.83,2973608.83,1297032.45,1297032.45,1551208.46,1494252.38,2373809.19,2373809.19,114415587.37,114015587.37,7147038.95,7409581.08,1414711.00,1414711.00,9335171.28,1335171.28,14585228.55,24553550.19,1296161.37,1077580.53,81200000.00,0,2361950.00,0,0,0,2361950.00,0,2361950.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,31477085.48,32476265.16,32227315.23,27446752.04,30876707.61,36214567.81,34830967.81,26767462.67,0,0,3192145.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691654.77,60707189.61,969566294.66,806055682.21,907230377.94,387617183.74,504637461.19,342591909.91,34904249.53,101610855.03,129672648.20,108391726.02,21379968.24,229428267.57,60000.00,1235000.00,1680419.95,32935146.98,49198355.28,66708311.84,14281448.86,46339679.41,27527255.16,49353379.89,620000.00,9067800.96,15643271.65,32773200.00,23163571.00,24961142.00,6707116.34,20416493.91,7327429.90,20763548.26,7017959.20,0,4754414.00,0,0,0,0,0,0,0,0.0
7,应收账款,31477085.48,32476265.16,32227315.23,27446752.04,30876707.61,36214567.81,34830967.81,26767462.67,30509220.74,28195373.37,3192145.98,2027397.96,5755578.99,6491569.15,3257531.79,3000664.18,4691203.75,6907234.81,4585395.81,3490265.42,4406060.49,6003122.72,5601499.78,4976346.88,9914807.04,6833856.96,6517375.56,6424609.24,3477632.90,3542474.98,4925958.84,4139012.22,1375094.91,993024.42,2237893.22,1796161.92,1276496.53,915471.73,2834859.79,1454984.93,2175524.93,873157.66,2759961.68,1566868.81,556403.46,1590427.84,568856478.85,527511023.24,210019017.28,243746329.27,359873218.64,142177861.16,101528540.19,12348093.82,26352250.17,44423265.63,32117282.99,19795257.60,23343190.47,64602611.70,105137284.49,176893412.56,277577989.91,332099922.90,249650072.97,254317021.86,266483972.08,381231656.64,256924325.40,290058405.18,171447479.37,327928132.55,194224688.75,185086567.87,184286871.95,218650993.58,67429848.30,59098586.82,39782927.58,0,37458524.83,0,43885720.27,0,4833753.13,0,6882926.06,1467053.84,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
