,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4938071183.47,3959992489.70,3175078207.81,3532980316.74,4879367018.81,4726452641.71,4576510080.34,9062848022.42,7740973645.18,6716212002.49,9625926567.78,10183607036.82,10118240576.80,6891251382.46,7272881987.07,6117094002.64,2668285512.08,1761023432.49,2735308350.73,1224466750.45,2917447883.86,2493123862.88,3831318867.06,2430105104.04,3885679785.37,2557809036.48,1665398919.13,1470616396.74,1103190405.89,1304683000.74,1344817306.69,1377261225.13,1218917601.92,1386483290.39,2862236457.43,1964265308.42,2648153327.69,1655022982.18,1093708590.90,567847788.20,587955879.22,606407313.26,1110402244.15,1000564580.98,1341623901.88,854292155.35,456706431.17,447387742.17,599774893.81,624970184.27,496220635.82,493469560.33,541056080.77,431483415.55,378938397.81,213021633.13,210111675.50,140067249.88,120804735.63,136291047.45,178449363.61,253505739.17,230713900.45,166768739.21,125522418.61,121177143.60,195373726.88,122440345.48,159123418.77,120521816.86,105545735.00,111969472.60,111944561.47,85930720.18,235050679.86,232495137.12,256264507.80,37092479.12,35135822.17,34155639.18,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168923974.12,193928810.07,391542108.11,400410084.61,216786906.12,292414599.19,187666209.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400010.00,0,100000.00,2840716.00,3130000.00,0,0,0,0,0,2000000.00,2000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,710008021.67,830698991.71,970946279.59,662429475.20,791338027.54,794208116.09,970529347.62,1395059543.67,0,1540462958.52,0,1115704561.32,0,925012745.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,124202068.47,145136343.68,72324256.89,129817339.00,148971860.71,189513531.06,306914799.25,511657403.45,457341417.33,668505418.68,541362517.02,551483295.44,209351695.31,337652204.68,130079214.94,232363112.94,144593984.26,192793659.28,194431422.71,159784564.35,211150313.43,396582074.79,373549011.51,500838656.05,262469128.42,284406588.62,235146433.48,213894484.79,179913480.11,185038537.58,163976238.28,62190490.15,116046128.23,87356993.71,238946504.55,175367594.30,125760359.42,251929212.45,223966515.35,149601554.35,176480295.41,236658267.01,90305911.00,116497738.97,159194184.89,159518801.92,128321112.30,121439495.59,73286424.60,79547301.94,113796477.72,110593120.08,73804883.48,80170203.44,38367644.09,31441940.71,32743994.50,13545170.22,50561734.34,39442337.39,15315087.14,13940519.81,7079488.24,40348297.12,11235225.72,7143568.36,1711680.90,2960559.90,7773818.55,2514391.10,2285546.21,5384441.61,1250000.00,10944518.00,16457287.82,15143000.00,9910000.00,9418302.00,0,0,0.0
7,应收账款,585805953.20,685562648.03,898622022.70,532612136.20,642366166.83,604694585.03,663614548.37,883402140.22,871029508.02,871957539.84,985287787.68,564221265.88,560369500.33,587360540.75,556416324.05,537043491.60,481830602.76,501458279.34,497775320.91,430090234.94,568054302.90,606573254.61,536052680.92,575635086.23,664779069.34,620408623.02,633982175.52,609255761.88,658818788.44,579568786.02,617809168.87,585781704.72,667368917.71,612986548.14,592150136.96,552782803.80,627315515.07,471751153.31,506641001.39,472969174.90,381212267.36,452542464.22,456934003.68,414232970.79,491086977.36,481560187.29,392074495.35,398424919.30,479516438.81,449647399.59,462014776.89,362233367.93,435594493.60,383447232.53,418045785.70,337394024.25,279376924.60,330882747.77,270756688.79,198495887.38,260480635.02,210728660.72,231932455.93,189231434.10,225277214.38,182015290.56,150510487.41,125665964.74,162575751.08,149036185.94,149270229.79,118514081.40,126231083.84,92256542.09,131440866.56,109563887.96,133853430.29,94079845.61,87702181.94,74680383.95,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
