,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7879510831.27,8389127982.08,7453537735.74,7560875983.97,7012321052.37,9835038895.93,7549925888.84,8737080172.59,3174185294.41,3530105293.68,3949127231.29,4720641727.00,2332338172.60,2606732029.33,3274641071.14,4162484947.52,2585575024.30,2393050489.56,3055850233.40,3901462579.52,1981958334.16,2074900717.13,1914254044.43,2771867987.79,1259034921.02,1078470828.06,1373966642.06,1910431934.80,1134796179.10,1061501191.88,1208537651.23,1598407485.01,1286774972.38,1202680953.71,1121181589.90,1519001202.86,291647295.96,255672463.69,252425077.32,361546883.79,317061001.59,364239150.50,394377853.12,548330804.94,302727285.00,276400334.43,418648912.70,535125967.23,388548282.93,391292902.53,445769672.06,550267575.38,412310415.67,436463820.66,468996014.00,537716093.80,456365523.69,503727908.16,505252073.44,571191050.40,521608245.05,542682697.49,535855001.96,536774073.11,98242703.13,100161675.23,88517429.80,0,0.0
3,交易性金融资产,1288460666.68,1685582222.22,3283601111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,18918065644.89,18047991045.49,18496698756.98,19176126874.30,19937126696.30,18168797490.41,16276762052.94,16891063466.02,0,7738151426.50,0,8173115213.46,0,7951158565.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,2078268741.18,1743120172.90,1028125188.26,1064760608.83,1166494937.84,1896810633.87,736588951.50,683319006.10,1066674957.63,1469920077.65,1114869023.37,1065166339.42,797101330.90,1027788416.67,263116472.08,358632919.31,250268650.00,406266966.55,775901849.31,723018012.78,1051213603.88,1171938237.38,221277817.12,389467846.66,63125157.94,123726346.71,47782261.00,68153944.55,80154266.40,114206325.35,29171498.69,27921362.39,19077550.63,64474538.68,13064000.00,41992869.00,17141027.15,13008608.00,27156878.58,684973.60,7649400.00,15296982.00,6780548.00,10130500.00,5684090.00,24866407.80,5388770.00,11116550.00,5498600.00,5769383.33,13404887.00,5679700.00,5559700.00,6971886.00,2737000.00,2582900.00,750000.00,6823120.00,896000.00,1310000.00,845300.00,2625000.00,900000.00,200000.00,471214.00,0,0.0
7,应收账款,18918065644.89,18047991045.49,16418430015.80,17433006701.40,18909001508.04,17104036881.58,15110267115.10,14994252832.15,8101496430.89,7054832420.40,6501057709.17,6703195135.81,7825615957.68,6885992226.53,6850140773.55,6896660721.27,6418422373.13,6316847087.95,6475243823.58,6520269624.05,6846100888.23,6545232067.24,6109318136.50,5713329557.95,4244824948.58,3886115358.28,3570574806.06,3115421193.55,3229428700.49,2873434161.26,2409259452.10,2114786893.82,2027268530.24,1537839020.98,1221530479.11,1309582947.31,1075756447.91,942090836.00,797911111.57,720722776.70,791755934.00,560521086.74,478996873.04,493516413.38,579837452.88,564656965.02,516728805.99,512273807.65,555629913.66,516971528.70,374017285.30,355006754.90,349004940.88,335420858.39,281185467.18,263780570.02,245536296.89,243525558.61,213413037.12,201440176.81,162921521.88,151630569.97,142228169.04,134671271.20,153240149.86,167481356.48,154017671.61,0,0.0
8,应收款项融资,1029320349.72,1122800827.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
